Unnamed: 0,1: Support,2: Waste of money,3: Version errors (SO),5: Bugs,6: Long time users (upgrade),9: Personal data,11: Quickbooks,12: TurboTax,13: Install,14: Downloaded and bought from Amazon,17: slow performance,18: hard to use,Dom_Topic
13705,0.05,0.05,0.02,0.01,0.05,0.12,0.03,0.01,0.05,0.06,0.0,0.02,16
13706,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.12,18
13707,0.11,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.1,0.05,0.04,1
13708,0.18,0.05,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.07,0.03,0.15,1
13709,0.03,0.09,0.14,0.02,0.25,0.02,0.09,0.02,0.02,0.02,0.02,0.02,6
13710,0.08,0.07,0.03,0.03,0.03,0.03,0.16,0.07,0.07,0.03,0.03,0.03,11
13711,0.52,0.01,0.01,0.01,0.02,0.01,0.06,0.06,0.04,0.01,0.01,0.01,1
13712,0.02,0.1,0.08,0.02,0.04,0.02,0.02,0.02,0.02,0.04,0.02,0.02,16
13713,0.29,0.03,0.03,0.03,0.03,0.03,0.16,0.03,0.03,0.05,0.03,0.03,1
13714,0.02,0.06,0.02,0.02,0.28,0.01,0.13,0.02,0.02,0.08,0.01,0.04,6
13715,0.09,0.09,0.03,0.02,0.15,0.03,0.08,0.03,0.03,0.04,0.03,0.05,6
13716,0.24,0.04,0.11,0.04,0.04,0.04,0.04,0.03,0.04,0.06,0.04,0.03,1
13717,0.38,0.04,0.05,0.01,0.02,0.04,0.07,0.02,0.03,0.01,0.01,0.01,1
13718,0.05,0.09,0.06,0.02,0.23,0.02,0.09,0.02,0.05,0.06,0.02,0.02,6
13719,0.38,0.03,0.02,0.0,0.09,0.01,0.03,0.0,0.02,0.16,0.0,0.02,1
13720,0.05,0.05,0.03,0.02,0.19,0.06,0.03,0.09,0.02,0.07,0.02,0.07,6
13721,0.04,0.09,0.03,0.02,0.03,0.02,0.08,0.02,0.02,0.02,0.02,0.03,16
13722,0.02,0.06,0.01,0.01,0.11,0.01,0.13,0.02,0.02,0.03,0.02,0.02,16
13723,0.1,0.09,0.01,0.01,0.09,0.02,0.23,0.03,0.01,0.05,0.01,0.03,11
13724,0.04,0.06,0.01,0.01,0.01,0.01,0.31,0.01,0.04,0.08,0.01,0.01,11
13725,0.04,0.04,0.04,0.04,0.08,0.04,0.05,0.04,0.1,0.09,0.04,0.05,13
13726,0.18,0.01,0.07,0.0,0.06,0.02,0.08,0.04,0.1,0.03,0.0,0.01,16
13727,0.11,0.04,0.07,0.02,0.1,0.03,0.01,0.01,0.03,0.02,0.01,0.02,16
13728,0.03,0.05,0.07,0.02,0.05,0.03,0.22,0.02,0.07,0.04,0.02,0.12,11
13729,0.09,0.07,0.01,0.01,0.02,0.03,0.08,0.01,0.02,0.24,0.01,0.04,14
13730,0.14,0.05,0.15,0.03,0.18,0.03,0.02,0.01,0.03,0.01,0.01,0.02,16
13731,0.01,0.02,0.04,0.01,0.09,0.01,0.26,0.01,0.01,0.03,0.01,0.19,11
13732,0.04,0.12,0.03,0.03,0.03,0.03,0.17,0.03,0.03,0.03,0.03,0.14,11
13733,0.23,0.04,0.07,0.02,0.07,0.03,0.1,0.02,0.06,0.08,0.02,0.03,1
13734,0.1,0.06,0.13,0.02,0.17,0.02,0.03,0.02,0.12,0.02,0.02,0.01,16
13735,0.03,0.03,0.06,0.01,0.13,0.02,0.06,0.01,0.07,0.01,0.01,0.02,16
13736,0.04,0.03,0.08,0.03,0.04,0.03,0.04,0.14,0.09,0.1,0.03,0.03,12
13737,0.14,0.02,0.04,0.02,0.04,0.03,0.02,0.02,0.1,0.08,0.02,0.04,16
13738,0.03,0.04,0.09,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.03,16
13739,0.15,0.01,0.07,0.01,0.14,0.13,0.13,0.01,0.12,0.05,0.01,0.01,1
13740,0.03,0.15,0.16,0.03,0.1,0.03,0.06,0.02,0.02,0.04,0.02,0.04,3
13741,0.12,0.01,0.05,0.01,0.02,0.04,0.04,0.02,0.01,0.03,0.01,0.04,16
13742,0.03,0.23,0.13,0.03,0.04,0.03,0.03,0.03,0.03,0.09,0.03,0.1,2
13743,0.01,0.05,0.01,0.01,0.03,0.01,0.1,0.01,0.02,0.03,0.01,0.01,16
13744,0.15,0.01,0.04,0.01,0.19,0.02,0.01,0.0,0.01,0.03,0.01,0.0,16
13745,0.03,0.03,0.16,0.03,0.11,0.04,0.03,0.04,0.03,0.1,0.06,0.03,3
13746,0.13,0.04,0.01,0.01,0.01,0.01,0.01,0.04,0.03,0.04,0.01,0.02,16
13747,0.2,0.01,0.05,0.01,0.03,0.01,0.07,0.06,0.05,0.09,0.01,0.02,16
13748,0.04,0.18,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.04,2
13749,0.03,0.03,0.03,0.04,0.05,0.04,0.12,0.04,0.03,0.07,0.03,0.12,11
13750,0.03,0.09,0.03,0.02,0.24,0.05,0.03,0.05,0.07,0.05,0.02,0.02,6
13751,0.31,0.02,0.01,0.01,0.05,0.01,0.04,0.02,0.01,0.03,0.01,0.01,16
13752,0.1,0.02,0.02,0.01,0.04,0.03,0.02,0.01,0.04,0.04,0.01,0.01,16
13753,0.06,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.13,0.03,0.03,16
13754,0.19,0.02,0.03,0.01,0.06,0.01,0.03,0.01,0.02,0.04,0.01,0.02,16
13755,0.05,0.06,0.12,0.03,0.2,0.08,0.03,0.02,0.04,0.08,0.03,0.02,6
13756,0.05,0.06,0.07,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.04,0.05,16
13757,0.02,0.02,0.18,0.01,0.31,0.07,0.01,0.01,0.01,0.02,0.01,0.03,6
13758,0.44,0.01,0.02,0.02,0.09,0.01,0.03,0.03,0.01,0.07,0.01,0.02,1
13759,0.21,0.03,0.05,0.03,0.1,0.03,0.11,0.11,0.03,0.03,0.03,0.03,1
13760,0.1,0.04,0.05,0.02,0.11,0.02,0.11,0.02,0.02,0.06,0.02,0.04,16
13761,0.05,0.11,0.09,0.03,0.17,0.01,0.01,0.01,0.05,0.05,0.01,0.04,16
13762,0.16,0.14,0.01,0.01,0.11,0.05,0.02,0.01,0.01,0.1,0.01,0.01,16
13763,0.24,0.01,0.01,0.01,0.04,0.01,0.01,0.03,0.01,0.03,0.01,0.04,16
13764,0.1,0.06,0.03,0.02,0.1,0.04,0.03,0.02,0.08,0.05,0.02,0.04,16
13765,0.08,0.12,0.08,0.04,0.03,0.03,0.03,0.04,0.08,0.09,0.03,0.03,2
13766,0.13,0.02,0.01,0.01,0.02,0.01,0.14,0.04,0.03,0.01,0.01,0.02,0
13767,0.19,0.03,0.06,0.02,0.03,0.01,0.02,0.01,0.12,0.04,0.01,0.01,16
13768,0.09,0.02,0.07,0.05,0.12,0.03,0.03,0.02,0.07,0.04,0.02,0.02,16
13769,0.17,0.03,0.07,0.02,0.18,0.03,0.06,0.02,0.02,0.03,0.02,0.07,6
13770,0.09,0.13,0.03,0.03,0.03,0.03,0.02,0.03,0.05,0.02,0.02,0.02,16
13771,0.04,0.04,0.04,0.04,0.04,0.08,0.05,0.04,0.04,0.04,0.04,0.04,16
13772,0.03,0.05,0.2,0.02,0.03,0.03,0.03,0.02,0.17,0.07,0.02,0.02,3
13773,0.02,0.02,0.04,0.02,0.14,0.02,0.04,0.02,0.02,0.06,0.02,0.04,16
13774,0.24,0.03,0.01,0.01,0.07,0.02,0.05,0.01,0.05,0.03,0.0,0.04,16
13775,0.1,0.02,0.04,0.02,0.09,0.07,0.06,0.04,0.06,0.02,0.02,0.02,16
13776,0.21,0.03,0.04,0.02,0.06,0.03,0.04,0.03,0.03,0.17,0.02,0.02,1
13777,0.03,0.04,0.06,0.01,0.03,0.02,0.07,0.02,0.03,0.04,0.01,0.04,16
13778,0.03,0.19,0.03,0.03,0.1,0.03,0.03,0.03,0.11,0.04,0.03,0.05,2
13779,0.02,0.02,0.04,0.02,0.25,0.02,0.16,0.03,0.03,0.07,0.02,0.02,6
13780,0.18,0.13,0.04,0.02,0.02,0.05,0.03,0.11,0.06,0.07,0.02,0.03,1
13781,0.2,0.04,0.15,0.02,0.03,0.02,0.14,0.03,0.03,0.03,0.02,0.08,1
13782,0.09,0.02,0.02,0.02,0.2,0.02,0.04,0.02,0.02,0.02,0.02,0.03,16
13783,0.17,0.03,0.02,0.02,0.07,0.04,0.02,0.03,0.02,0.03,0.02,0.02,16
13784,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.04,16
13785,0.26,0.09,0.01,0.03,0.18,0.04,0.06,0.03,0.05,0.09,0.03,0.01,1
13786,0.22,0.02,0.02,0.02,0.15,0.03,0.03,0.01,0.09,0.13,0.01,0.01,1
13787,0.12,0.02,0.18,0.02,0.1,0.02,0.06,0.02,0.04,0.1,0.05,0.02,3
13788,0.08,0.08,0.03,0.02,0.03,0.02,0.3,0.02,0.02,0.16,0.02,0.02,11
13789,0.1,0.02,0.04,0.01,0.03,0.02,0.06,0.02,0.03,0.09,0.01,0.03,16
13790,0.09,0.12,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.04,0.03,0.08,16
13791,0.34,0.08,0.02,0.02,0.02,0.03,0.07,0.05,0.03,0.15,0.02,0.02,1
13792,0.12,0.08,0.03,0.02,0.18,0.04,0.04,0.04,0.09,0.08,0.01,0.08,6
13793,0.05,0.06,0.01,0.01,0.16,0.02,0.18,0.02,0.13,0.02,0.01,0.07,11
13794,0.16,0.02,0.02,0.02,0.11,0.04,0.14,0.02,0.02,0.11,0.05,0.05,1
13795,0.04,0.11,0.05,0.01,0.05,0.01,0.01,0.01,0.03,0.09,0.01,0.02,16
13796,0.04,0.06,0.14,0.01,0.08,0.03,0.02,0.02,0.05,0.03,0.01,0.05,16
13797,0.05,0.02,0.05,0.02,0.04,0.03,0.02,0.01,0.02,0.03,0.02,0.03,16
13798,0.05,0.02,0.07,0.02,0.13,0.04,0.03,0.06,0.03,0.08,0.02,0.09,16
13799,0.27,0.02,0.05,0.01,0.01,0.01,0.03,0.01,0.19,0.01,0.01,0.01,16
13800,0.04,0.01,0.06,0.01,0.1,0.04,0.01,0.01,0.18,0.06,0.05,0.03,16
13801,0.02,0.06,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.02,0.04,16
13802,0.17,0.12,0.06,0.02,0.08,0.02,0.04,0.08,0.02,0.09,0.02,0.02,1
13803,0.12,0.05,0.03,0.02,0.05,0.06,0.08,0.02,0.02,0.1,0.02,0.14,16
13804,0.02,0.01,0.19,0.02,0.02,0.12,0.02,0.02,0.11,0.04,0.02,0.04,16
13805,0.04,0.04,0.32,0.02,0.03,0.02,0.03,0.03,0.12,0.03,0.02,0.07,3
13806,0.07,0.02,0.02,0.02,0.05,0.07,0.04,0.02,0.12,0.16,0.05,0.02,16
13807,0.07,0.04,0.06,0.04,0.06,0.07,0.05,0.08,0.04,0.07,0.04,0.04,0
13808,0.02,0.08,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.06,0.02,0.02,16
13809,0.02,0.03,0.02,0.02,0.12,0.02,0.03,0.03,0.02,0.13,0.02,0.08,16
13810,0.11,0.04,0.07,0.01,0.08,0.05,0.01,0.01,0.03,0.02,0.01,0.01,16
13811,0.06,0.02,0.03,0.01,0.1,0.01,0.02,0.01,0.01,0.03,0.03,0.01,16
13812,0.01,0.08,0.02,0.01,0.07,0.02,0.07,0.02,0.07,0.0,0.01,0.01,16
13813,0.05,0.05,0.07,0.01,0.1,0.08,0.18,0.02,0.03,0.01,0.02,0.08,11
13814,0.48,0.06,0.01,0.01,0.02,0.02,0.02,0.01,0.08,0.04,0.02,0.01,1
13815,0.08,0.05,0.07,0.02,0.07,0.02,0.03,0.02,0.04,0.06,0.02,0.02,16
13816,0.05,0.04,0.03,0.01,0.02,0.02,0.23,0.06,0.02,0.02,0.01,0.02,8
13817,0.07,0.03,0.07,0.02,0.07,0.05,0.04,0.03,0.02,0.08,0.02,0.05,16
13818,0.06,0.05,0.03,0.02,0.03,0.06,0.02,0.02,0.02,0.02,0.02,0.02,16
13819,0.03,0.16,0.18,0.03,0.12,0.09,0.03,0.03,0.03,0.03,0.03,0.06,3
13820,0.07,0.15,0.04,0.02,0.04,0.07,0.18,0.02,0.02,0.03,0.02,0.02,11
13821,0.3,0.03,0.03,0.02,0.06,0.06,0.03,0.02,0.03,0.06,0.02,0.02,1
13822,0.02,0.01,0.13,0.08,0.06,0.14,0.02,0.01,0.03,0.02,0.01,0.01,16
13823,0.02,0.04,0.1,0.02,0.09,0.02,0.02,0.07,0.13,0.02,0.02,0.02,16
13824,0.18,0.09,0.16,0.01,0.05,0.03,0.06,0.02,0.08,0.06,0.01,0.08,1
13825,0.12,0.06,0.02,0.01,0.05,0.02,0.04,0.03,0.09,0.07,0.01,0.03,16
13826,0.03,0.16,0.03,0.02,0.03,0.02,0.12,0.04,0.03,0.06,0.02,0.13,2
13827,0.12,0.01,0.01,0.02,0.1,0.02,0.02,0.01,0.01,0.03,0.01,0.01,16
13828,0.14,0.04,0.03,0.02,0.04,0.05,0.02,0.02,0.02,0.06,0.02,0.04,16
13829,0.1,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.1,0.12,0.04,0.04,14
13830,0.05,0.08,0.1,0.02,0.14,0.02,0.03,0.02,0.02,0.02,0.02,0.02,16
13831,0.03,0.07,0.12,0.02,0.15,0.08,0.03,0.02,0.03,0.02,0.02,0.02,16
13832,0.01,0.07,0.02,0.01,0.31,0.05,0.01,0.02,0.01,0.01,0.0,0.04,16
13833,0.04,0.01,0.01,0.01,0.09,0.05,0.22,0.02,0.06,0.06,0.02,0.03,11
13834,0.09,0.05,0.03,0.02,0.03,0.02,0.02,0.02,0.17,0.04,0.02,0.02,16
13835,0.29,0.01,0.13,0.01,0.07,0.01,0.01,0.01,0.15,0.06,0.01,0.01,1
13836,0.14,0.06,0.02,0.03,0.12,0.02,0.02,0.02,0.02,0.02,0.02,0.05,15
13837,0.04,0.11,0.06,0.03,0.04,0.05,0.04,0.09,0.05,0.03,0.03,0.03,0
13838,0.02,0.09,0.05,0.01,0.05,0.02,0.02,0.01,0.17,0.09,0.01,0.03,16
13839,0.15,0.08,0.03,0.03,0.14,0.07,0.04,0.03,0.04,0.03,0.03,0.03,1
13840,0.05,0.03,0.04,0.03,0.03,0.03,0.03,0.12,0.07,0.04,0.03,0.03,16
13841,0.12,0.04,0.01,0.01,0.04,0.11,0.14,0.01,0.09,0.14,0.01,0.01,16
13842,0.06,0.14,0.06,0.02,0.06,0.09,0.02,0.02,0.03,0.13,0.02,0.02,16
13843,0.16,0.02,0.17,0.02,0.03,0.03,0.02,0.07,0.03,0.04,0.02,0.04,16
13844,0.1,0.06,0.13,0.02,0.13,0.02,0.04,0.02,0.02,0.02,0.02,0.02,16
13845,0.35,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
13846,0.03,0.1,0.03,0.03,0.06,0.06,0.03,0.03,0.03,0.03,0.03,0.04,16
13847,0.03,0.04,0.04,0.02,0.33,0.03,0.05,0.03,0.03,0.05,0.05,0.02,6
13848,0.02,0.05,0.02,0.02,0.05,0.04,0.27,0.02,0.02,0.02,0.02,0.1,11
13849,0.12,0.03,0.05,0.02,0.02,0.02,0.02,0.02,0.03,0.05,0.02,0.03,16
13850,0.03,0.04,0.02,0.01,0.02,0.04,0.06,0.01,0.01,0.03,0.01,0.12,16
13851,0.35,0.08,0.04,0.02,0.03,0.02,0.03,0.02,0.04,0.06,0.02,0.07,1
13852,0.03,0.02,0.07,0.02,0.03,0.03,0.06,0.02,0.14,0.08,0.02,0.02,16
13853,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.16,0.04,0.13,0.04,0.04,12
13854,0.07,0.1,0.06,0.06,0.06,0.05,0.1,0.07,0.03,0.11,0.03,0.03,14
13855,0.07,0.04,0.1,0.06,0.14,0.09,0.02,0.06,0.05,0.07,0.02,0.02,6
13856,0.09,0.04,0.05,0.01,0.2,0.01,0.03,0.02,0.12,0.03,0.02,0.06,6
13857,0.32,0.06,0.09,0.01,0.14,0.01,0.03,0.01,0.02,0.03,0.01,0.04,1
13858,0.03,0.02,0.02,0.02,0.11,0.02,0.02,0.01,0.05,0.02,0.02,0.02,16
13859,0.04,0.07,0.13,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.06,16
13860,0.06,0.04,0.04,0.04,0.04,0.1,0.05,0.04,0.04,0.08,0.04,0.04,0
13861,0.08,0.17,0.02,0.02,0.26,0.02,0.03,0.02,0.03,0.02,0.02,0.03,6
13862,0.08,0.07,0.11,0.03,0.03,0.03,0.14,0.03,0.03,0.16,0.03,0.03,14
13863,0.13,0.02,0.02,0.02,0.06,0.02,0.09,0.02,0.1,0.02,0.01,0.01,16
13864,0.08,0.07,0.11,0.02,0.05,0.03,0.03,0.03,0.03,0.05,0.02,0.02,16
13865,0.38,0.01,0.01,0.03,0.03,0.04,0.02,0.01,0.07,0.05,0.01,0.02,1
13866,0.13,0.03,0.09,0.01,0.07,0.02,0.02,0.01,0.06,0.02,0.01,0.07,16
13867,0.07,0.03,0.04,0.02,0.04,0.03,0.02,0.04,0.05,0.02,0.02,0.02,16
13868,0.18,0.15,0.04,0.01,0.1,0.08,0.01,0.01,0.03,0.04,0.01,0.01,16
13869,0.06,0.11,0.03,0.02,0.13,0.18,0.07,0.03,0.03,0.02,0.02,0.02,9
13870,0.1,0.09,0.05,0.01,0.1,0.05,0.03,0.03,0.01,0.03,0.01,0.04,16
13871,0.09,0.05,0.03,0.03,0.08,0.09,0.04,0.03,0.1,0.08,0.03,0.03,13
13872,0.04,0.08,0.07,0.02,0.13,0.09,0.02,0.02,0.03,0.03,0.02,0.02,16
13873,0.7,0.02,0.01,0.0,0.03,0.02,0.01,0.0,0.01,0.01,0.0,0.0,1
13874,0.1,0.02,0.02,0.01,0.09,0.0,0.01,0.01,0.02,0.03,0.0,0.0,16
13875,0.02,0.04,0.07,0.01,0.12,0.09,0.08,0.01,0.01,0.01,0.02,0.08,16
13876,0.12,0.1,0.01,0.01,0.08,0.14,0.11,0.03,0.03,0.13,0.01,0.01,16
13877,0.01,0.1,0.05,0.01,0.1,0.01,0.02,0.06,0.01,0.02,0.01,0.05,16
13878,0.02,0.08,0.06,0.02,0.05,0.02,0.02,0.02,0.02,0.04,0.01,0.01,16
13879,0.08,0.02,0.01,0.01,0.02,0.09,0.15,0.02,0.01,0.04,0.01,0.07,16
13880,0.22,0.03,0.15,0.01,0.08,0.05,0.03,0.01,0.1,0.08,0.01,0.02,1
13881,0.02,0.02,0.06,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.03,16
13882,0.01,0.01,0.02,0.01,0.22,0.02,0.03,0.03,0.03,0.03,0.01,0.02,16
13883,0.13,0.02,0.04,0.01,0.02,0.02,0.01,0.02,0.12,0.02,0.01,0.01,16
13884,0.03,0.05,0.06,0.02,0.2,0.05,0.03,0.06,0.15,0.05,0.01,0.01,6
13885,0.31,0.03,0.02,0.0,0.01,0.01,0.01,0.01,0.3,0.02,0.0,0.0,1
13886,0.26,0.1,0.01,0.01,0.17,0.01,0.08,0.01,0.01,0.09,0.01,0.03,1
13887,0.16,0.08,0.01,0.01,0.11,0.02,0.02,0.04,0.01,0.07,0.01,0.05,16
13888,0.09,0.03,0.03,0.0,0.23,0.04,0.03,0.0,0.03,0.03,0.01,0.03,16
13889,0.07,0.03,0.06,0.05,0.04,0.06,0.19,0.03,0.03,0.06,0.03,0.04,11
13890,0.03,0.08,0.04,0.02,0.11,0.06,0.04,0.02,0.03,0.12,0.03,0.16,18
13891,0.22,0.12,0.14,0.01,0.08,0.03,0.03,0.01,0.18,0.02,0.01,0.01,1
13892,0.12,0.01,0.02,0.01,0.03,0.02,0.02,0.01,0.03,0.12,0.01,0.03,16
13893,0.37,0.06,0.03,0.01,0.06,0.02,0.07,0.06,0.02,0.06,0.01,0.01,1
13894,0.2,0.07,0.04,0.01,0.16,0.03,0.02,0.02,0.04,0.01,0.01,0.02,16
13895,0.03,0.15,0.08,0.04,0.05,0.02,0.03,0.02,0.07,0.02,0.02,0.02,16
13896,0.08,0.03,0.02,0.02,0.07,0.02,0.01,0.01,0.04,0.01,0.02,0.01,16
13897,0.37,0.01,0.06,0.01,0.05,0.05,0.04,0.02,0.04,0.01,0.01,0.01,1
13898,0.17,0.02,0.05,0.01,0.1,0.01,0.01,0.01,0.12,0.05,0.01,0.01,16
13899,0.03,0.1,0.08,0.02,0.05,0.03,0.03,0.03,0.03,0.03,0.02,0.02,16
13900,0.02,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.08,0.03,0.01,0.04,16
13901,0.24,0.02,0.09,0.01,0.02,0.03,0.03,0.04,0.03,0.06,0.01,0.02,1
13902,0.05,0.03,0.04,0.01,0.17,0.31,0.02,0.03,0.01,0.06,0.01,0.02,9
13903,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.05,0.05,16
13904,0.06,0.01,0.04,0.02,0.15,0.02,0.02,0.26,0.04,0.04,0.02,0.01,12
13905,0.1,0.06,0.13,0.02,0.1,0.05,0.02,0.02,0.04,0.04,0.02,0.09,3
13906,0.08,0.04,0.04,0.03,0.03,0.04,0.04,0.05,0.17,0.05,0.03,0.03,13
13907,0.07,0.02,0.02,0.02,0.22,0.08,0.14,0.02,0.04,0.04,0.02,0.04,6
13908,0.14,0.02,0.03,0.05,0.18,0.03,0.1,0.02,0.02,0.04,0.02,0.03,6
13909,0.05,0.02,0.02,0.01,0.02,0.02,0.06,0.01,0.04,0.01,0.01,0.02,16
13910,0.03,0.06,0.11,0.07,0.03,0.04,0.04,0.03,0.03,0.04,0.04,0.04,16
13911,0.24,0.03,0.02,0.01,0.04,0.03,0.03,0.03,0.02,0.03,0.01,0.01,16
13912,0.02,0.09,0.0,0.01,0.13,0.01,0.01,0.01,0.0,0.01,0.0,0.03,16
13913,0.29,0.04,0.05,0.0,0.04,0.01,0.01,0.01,0.02,0.01,0.0,0.01,16
13914,0.09,0.18,0.01,0.01,0.03,0.02,0.08,0.03,0.01,0.02,0.01,0.04,16
13915,0.04,0.05,0.02,0.0,0.06,0.0,0.01,0.01,0.02,0.04,0.0,0.02,16
13916,0.07,0.09,0.02,0.02,0.03,0.02,0.02,0.06,0.1,0.09,0.02,0.05,16
13917,0.22,0.04,0.04,0.02,0.17,0.02,0.02,0.02,0.04,0.02,0.02,0.02,16
13918,0.03,0.09,0.06,0.02,0.06,0.03,0.07,0.03,0.03,0.03,0.02,0.01,16
13919,0.33,0.01,0.04,0.01,0.03,0.01,0.01,0.01,0.01,0.02,0.01,0.01,16
13920,0.03,0.08,0.07,0.03,0.05,0.04,0.03,0.02,0.02,0.03,0.02,0.02,16
13921,0.27,0.01,0.01,0.01,0.02,0.01,0.01,0.0,0.09,0.01,0.0,0.01,16
13922,0.07,0.04,0.07,0.02,0.16,0.06,0.02,0.02,0.02,0.04,0.02,0.08,16
13923,0.33,0.14,0.17,0.01,0.03,0.02,0.03,0.02,0.02,0.01,0.01,0.02,1
13924,0.08,0.04,0.04,0.03,0.2,0.2,0.04,0.02,0.03,0.07,0.01,0.01,6
13925,0.25,0.03,0.07,0.03,0.03,0.06,0.03,0.04,0.03,0.06,0.03,0.02,1
13926,0.12,0.03,0.07,0.03,0.21,0.04,0.04,0.04,0.03,0.04,0.03,0.03,6
13927,0.2,0.02,0.08,0.02,0.03,0.02,0.15,0.07,0.05,0.05,0.02,0.02,1
13928,0.04,0.04,0.12,0.02,0.03,0.02,0.04,0.01,0.09,0.01,0.16,0.03,16
13929,0.15,0.07,0.27,0.02,0.11,0.02,0.02,0.03,0.08,0.06,0.02,0.01,3
13930,0.03,0.02,0.04,0.01,0.02,0.02,0.05,0.01,0.02,0.02,0.01,0.02,16
13931,0.08,0.01,0.02,0.0,0.15,0.07,0.01,0.0,0.02,0.03,0.0,0.04,16
13932,0.12,0.04,0.13,0.01,0.02,0.01,0.02,0.02,0.01,0.03,0.01,0.01,16
13933,0.03,0.05,0.09,0.05,0.08,0.03,0.02,0.03,0.03,0.04,0.02,0.02,16
13934,0.16,0.08,0.02,0.01,0.07,0.01,0.08,0.02,0.01,0.06,0.01,0.06,16
13935,0.18,0.09,0.09,0.02,0.03,0.07,0.04,0.04,0.06,0.02,0.02,0.06,1
13936,0.03,0.03,0.21,0.02,0.03,0.04,0.08,0.03,0.03,0.02,0.03,0.06,3
13937,0.02,0.11,0.09,0.01,0.02,0.01,0.04,0.06,0.09,0.01,0.01,0.01,0
13938,0.27,0.04,0.02,0.02,0.07,0.05,0.03,0.03,0.03,0.11,0.02,0.05,1
13939,0.07,0.03,0.05,0.0,0.05,0.03,0.01,0.05,0.0,0.02,0.0,0.03,16
13940,0.01,0.02,0.01,0.01,0.01,0.01,0.11,0.02,0.01,0.02,0.01,0.01,16
13941,0.02,0.04,0.01,0.01,0.35,0.04,0.08,0.04,0.01,0.08,0.01,0.03,6
13942,0.12,0.09,0.03,0.01,0.23,0.01,0.01,0.03,0.08,0.01,0.01,0.04,6
13943,0.12,0.05,0.04,0.03,0.04,0.04,0.03,0.09,0.16,0.02,0.02,0.07,16
13944,0.06,0.04,0.02,0.0,0.12,0.05,0.06,0.01,0.03,0.01,0.0,0.03,16
13945,0.29,0.02,0.02,0.01,0.07,0.04,0.03,0.04,0.02,0.02,0.01,0.05,1
13946,0.29,0.12,0.03,0.01,0.06,0.02,0.02,0.03,0.17,0.01,0.01,0.05,1
13947,0.06,0.03,0.09,0.03,0.13,0.03,0.03,0.03,0.03,0.03,0.03,0.06,16
13948,0.06,0.14,0.21,0.01,0.1,0.04,0.1,0.01,0.03,0.04,0.01,0.02,3
13949,0.02,0.07,0.02,0.02,0.02,0.04,0.16,0.02,0.02,0.04,0.02,0.05,0
13950,0.05,0.08,0.02,0.01,0.16,0.03,0.05,0.04,0.02,0.03,0.02,0.02,16
13951,0.02,0.11,0.02,0.02,0.07,0.02,0.04,0.06,0.02,0.02,0.02,0.05,0
13952,0.01,0.02,0.01,0.01,0.01,0.02,0.06,0.01,0.02,0.02,0.01,0.05,16
13953,0.03,0.13,0.15,0.01,0.06,0.02,0.02,0.02,0.09,0.01,0.01,0.03,0
13954,0.02,0.04,0.16,0.02,0.1,0.02,0.02,0.02,0.1,0.03,0.02,0.04,0
13955,0.37,0.01,0.1,0.02,0.1,0.02,0.02,0.02,0.02,0.1,0.01,0.07,1
13956,0.07,0.07,0.04,0.03,0.04,0.03,0.1,0.04,0.05,0.14,0.03,0.08,14
13957,0.02,0.08,0.13,0.02,0.06,0.02,0.11,0.02,0.02,0.07,0.02,0.03,0
13958,0.1,0.02,0.11,0.01,0.04,0.02,0.12,0.07,0.09,0.16,0.01,0.07,14
13959,0.05,0.1,0.05,0.03,0.04,0.03,0.1,0.03,0.03,0.2,0.03,0.03,14
13960,0.28,0.04,0.01,0.01,0.04,0.06,0.03,0.01,0.1,0.01,0.01,0.02,1
13961,0.13,0.02,0.08,0.02,0.06,0.02,0.03,0.02,0.04,0.02,0.02,0.02,16
13962,0.07,0.08,0.01,0.01,0.09,0.02,0.01,0.03,0.01,0.02,0.01,0.02,16
13963,0.03,0.07,0.03,0.04,0.03,0.03,0.03,0.03,0.14,0.03,0.03,0.15,0
13964,0.03,0.16,0.03,0.02,0.08,0.03,0.04,0.03,0.05,0.03,0.03,0.03,0
13965,0.1,0.05,0.05,0.01,0.01,0.02,0.16,0.03,0.1,0.01,0.01,0.01,16
