Unnamed: 0,1: Support,2: Waste of money,3: Version errors (SO),5: Bugs,6: Long time users (upgrade),9: Personal data,11: Quickbooks,12: TurboTax,13: Install,14: Downloaded and bought from Amazon,17: slow performance,18: hard to use,Dom_Topic
31047,0.03,0.05,0.13,0.04,0.04,0.16,0.02,0.04,0.02,0.02,0.02,0.02,16
31048,0.03,0.03,0.03,0.03,0.03,0.1,0.03,0.03,0.03,0.04,0.08,0.04,16
31049,0.04,0.17,0.05,0.04,0.07,0.04,0.05,0.04,0.06,0.05,0.04,0.05,2
31050,0.11,0.09,0.03,0.02,0.03,0.02,0.05,0.03,0.03,0.03,0.02,0.03,16
31051,0.03,0.05,0.19,0.03,0.08,0.03,0.04,0.12,0.03,0.03,0.03,0.03,3
31052,0.06,0.03,0.09,0.01,0.03,0.04,0.01,0.07,0.04,0.03,0.01,0.03,16
31053,0.01,0.09,0.28,0.01,0.06,0.02,0.05,0.02,0.01,0.03,0.01,0.03,16
31054,0.06,0.08,0.04,0.04,0.1,0.04,0.05,0.04,0.05,0.05,0.04,0.1,6
31055,0.03,0.03,0.04,0.03,0.1,0.04,0.04,0.07,0.03,0.03,0.03,0.24,18
31056,0.02,0.04,0.14,0.04,0.22,0.02,0.11,0.03,0.03,0.07,0.02,0.02,6
31057,0.04,0.04,0.17,0.04,0.06,0.04,0.04,0.04,0.04,0.08,0.04,0.04,3
31058,0.12,0.07,0.09,0.03,0.14,0.02,0.02,0.02,0.02,0.02,0.02,0.06,16
31059,0.13,0.08,0.05,0.04,0.08,0.05,0.04,0.04,0.04,0.04,0.04,0.04,1
31060,0.04,0.04,0.13,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.14,18
31061,0.12,0.04,0.14,0.02,0.02,0.02,0.04,0.01,0.03,0.09,0.02,0.05,16
31062,0.03,0.03,0.03,0.03,0.13,0.03,0.16,0.03,0.03,0.06,0.03,0.16,11
31063,0.04,0.08,0.1,0.04,0.05,0.04,0.04,0.05,0.05,0.05,0.04,0.14,18
31064,0.04,0.05,0.17,0.03,0.18,0.03,0.03,0.03,0.03,0.03,0.03,0.1,6
31065,0.02,0.06,0.12,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.07,16
31066,0.02,0.03,0.4,0.02,0.03,0.02,0.03,0.02,0.02,0.09,0.02,0.08,3
31067,0.02,0.1,0.1,0.02,0.02,0.02,0.02,0.03,0.02,0.05,0.02,0.01,0
31068,0.03,0.03,0.17,0.03,0.12,0.03,0.03,0.03,0.03,0.03,0.03,0.03,3
31069,0.01,0.02,0.3,0.01,0.09,0.01,0.01,0.02,0.06,0.03,0.01,0.05,3
31070,0.06,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.08,0.04,0.02,0.07,16
31071,0.05,0.02,0.46,0.02,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,3
31072,0.09,0.13,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,2
31073,0.07,0.04,0.23,0.04,0.05,0.06,0.04,0.04,0.04,0.04,0.04,0.04,3
31074,0.04,0.04,0.14,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.13,3
31075,0.05,0.05,0.16,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.07,0.05,3
31076,0.02,0.02,0.09,0.02,0.03,0.04,0.04,0.05,0.04,0.02,0.02,0.06,16
31077,0.03,0.03,0.07,0.01,0.08,0.05,0.06,0.01,0.01,0.02,0.01,0.02,16
31078,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.07,0
31079,0.03,0.03,0.24,0.03,0.08,0.06,0.04,0.04,0.03,0.03,0.03,0.03,3
31080,0.04,0.06,0.17,0.04,0.07,0.04,0.04,0.03,0.04,0.03,0.04,0.04,3
31081,0.02,0.0,0.13,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.01,16
31082,0.04,0.04,0.16,0.04,0.06,0.04,0.05,0.04,0.04,0.04,0.04,0.05,3
31083,0.05,0.15,0.13,0.01,0.03,0.12,0.11,0.03,0.01,0.03,0.01,0.05,16
31084,0.04,0.07,0.28,0.01,0.13,0.01,0.04,0.02,0.03,0.12,0.01,0.06,3
31085,0.05,0.06,0.13,0.04,0.05,0.04,0.04,0.04,0.06,0.04,0.04,0.07,3
31086,0.02,0.03,0.39,0.02,0.14,0.04,0.04,0.04,0.02,0.05,0.02,0.02,3
31087,0.06,0.1,0.22,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.03,3
31088,0.03,0.03,0.3,0.06,0.04,0.03,0.03,0.03,0.06,0.03,0.03,0.1,3
31089,0.04,0.09,0.1,0.04,0.04,0.04,0.1,0.04,0.05,0.05,0.04,0.04,3
31090,0.04,0.04,0.15,0.04,0.06,0.04,0.05,0.04,0.04,0.04,0.04,0.06,3
31091,0.17,0.01,0.3,0.01,0.05,0.04,0.03,0.01,0.01,0.01,0.01,0.02,3
31092,0.04,0.02,0.08,0.02,0.05,0.15,0.03,0.04,0.02,0.07,0.03,0.02,16
31093,0.06,0.03,0.26,0.02,0.05,0.02,0.02,0.02,0.13,0.02,0.02,0.06,3
31094,0.11,0.04,0.21,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,3
31095,0.03,0.06,0.18,0.03,0.09,0.03,0.09,0.03,0.03,0.1,0.03,0.03,3
31096,0.04,0.04,0.17,0.04,0.05,0.04,0.08,0.06,0.04,0.04,0.04,0.04,3
31097,0.03,0.05,0.35,0.04,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.04,3
31098,0.04,0.06,0.12,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0
31099,0.01,0.02,0.13,0.02,0.04,0.09,0.02,0.01,0.01,0.06,0.03,0.05,16
31100,0.06,0.13,0.15,0.07,0.07,0.03,0.03,0.03,0.03,0.06,0.03,0.08,3
31101,0.05,0.02,0.26,0.02,0.04,0.03,0.02,0.01,0.08,0.08,0.02,0.03,3
31102,0.03,0.11,0.3,0.03,0.11,0.03,0.03,0.03,0.03,0.07,0.03,0.03,3
31103,0.01,0.05,0.24,0.01,0.04,0.02,0.02,0.01,0.05,0.01,0.01,0.12,3
31104,0.05,0.02,0.35,0.01,0.04,0.01,0.02,0.02,0.09,0.02,0.01,0.06,3
31105,0.02,0.03,0.11,0.02,0.12,0.05,0.02,0.02,0.08,0.01,0.01,0.12,16
31106,0.04,0.09,0.09,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.09,2
31107,0.17,0.03,0.1,0.01,0.15,0.01,0.01,0.01,0.04,0.05,0.01,0.06,16
31108,0.04,0.04,0.28,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,3
31109,0.05,0.02,0.04,0.01,0.13,0.06,0.02,0.05,0.01,0.04,0.01,0.02,16
31110,0.13,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.1,1
31111,0.03,0.02,0.17,0.01,0.04,0.02,0.02,0.02,0.02,0.03,0.02,0.02,16
31112,0.02,0.01,0.19,0.01,0.14,0.03,0.01,0.01,0.01,0.04,0.03,0.03,16
31113,0.1,0.04,0.08,0.05,0.05,0.05,0.05,0.05,0.06,0.04,0.04,0.06,1
31114,0.02,0.04,0.17,0.02,0.06,0.08,0.14,0.02,0.02,0.07,0.02,0.02,3
31115,0.05,0.02,0.12,0.03,0.21,0.02,0.09,0.02,0.03,0.05,0.03,0.03,6
31116,0.03,0.03,0.1,0.04,0.07,0.03,0.05,0.06,0.03,0.05,0.04,0.03,16
31117,0.02,0.02,0.08,0.03,0.03,0.16,0.12,0.04,0.02,0.04,0.02,0.02,0
31118,0.04,0.07,0.15,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,3
31119,0.08,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,15
31120,0.03,0.03,0.19,0.04,0.05,0.04,0.04,0.03,0.04,0.08,0.04,0.04,3
31121,0.04,0.22,0.09,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,2
31122,0.04,0.05,0.16,0.04,0.06,0.04,0.05,0.05,0.05,0.04,0.05,0.05,3
31123,0.04,0.1,0.27,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,3
31124,0.04,0.04,0.07,0.04,0.08,0.05,0.05,0.04,0.05,0.04,0.13,0.04,17
31125,0.03,0.06,0.12,0.01,0.04,0.04,0.02,0.04,0.05,0.02,0.01,0.07,16
31126,0.33,0.01,0.17,0.01,0.06,0.04,0.02,0.02,0.04,0.03,0.01,0.08,1
31127,0.02,0.11,0.07,0.02,0.19,0.05,0.03,0.02,0.07,0.04,0.02,0.02,6
31128,0.05,0.03,0.25,0.03,0.15,0.03,0.03,0.04,0.03,0.03,0.03,0.04,3
31129,0.03,0.02,0.09,0.03,0.03,0.03,0.1,0.03,0.03,0.03,0.03,0.03,16
31130,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.07,0.04,0.09,16
31131,0.15,0.01,0.29,0.01,0.02,0.01,0.03,0.05,0.02,0.02,0.0,0.02,3
31132,0.04,0.15,0.14,0.04,0.04,0.05,0.04,0.04,0.04,0.08,0.04,0.04,2
31133,0.04,0.02,0.43,0.06,0.03,0.04,0.02,0.02,0.02,0.02,0.03,0.02,3
31134,0.05,0.05,0.1,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,3
31135,0.06,0.03,0.28,0.02,0.22,0.06,0.04,0.02,0.03,0.03,0.03,0.02,3
31136,0.1,0.04,0.19,0.01,0.06,0.01,0.03,0.04,0.02,0.04,0.01,0.07,16
31137,0.03,0.08,0.27,0.02,0.09,0.03,0.03,0.02,0.02,0.02,0.02,0.05,3
31138,0.04,0.04,0.4,0.02,0.13,0.02,0.02,0.03,0.04,0.02,0.02,0.02,3
31139,0.08,0.04,0.28,0.06,0.17,0.02,0.02,0.01,0.06,0.03,0.01,0.02,3
31140,0.02,0.05,0.11,0.02,0.05,0.02,0.14,0.02,0.02,0.02,0.02,0.06,16
31141,0.01,0.0,0.31,0.0,0.12,0.0,0.01,0.02,0.08,0.01,0.01,0.02,16
31142,0.1,0.01,0.26,0.02,0.1,0.01,0.02,0.02,0.02,0.02,0.01,0.02,3
31143,0.03,0.09,0.12,0.02,0.06,0.05,0.03,0.06,0.02,0.03,0.02,0.09,16
31144,0.06,0.03,0.47,0.02,0.04,0.02,0.03,0.02,0.02,0.07,0.02,0.03,3
31145,0.25,0.04,0.12,0.02,0.07,0.02,0.05,0.02,0.06,0.02,0.02,0.02,1
31146,0.16,0.03,0.14,0.02,0.07,0.02,0.08,0.09,0.04,0.01,0.02,0.02,1
31147,0.03,0.04,0.35,0.0,0.08,0.02,0.0,0.01,0.02,0.02,0.0,0.03,3
31148,0.02,0.03,0.55,0.02,0.03,0.02,0.03,0.02,0.02,0.07,0.02,0.02,3
31149,0.16,0.05,0.26,0.03,0.07,0.03,0.03,0.03,0.05,0.03,0.03,0.03,3
31150,0.02,0.02,0.55,0.01,0.07,0.02,0.07,0.01,0.04,0.01,0.01,0.03,3
31151,0.1,0.02,0.12,0.01,0.02,0.01,0.06,0.01,0.01,0.01,0.01,0.03,16
31152,0.56,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
31153,0.03,0.02,0.21,0.02,0.13,0.04,0.02,0.01,0.01,0.04,0.03,0.04,3
31154,0.03,0.03,0.49,0.02,0.05,0.02,0.02,0.02,0.02,0.08,0.02,0.04,3
31155,0.07,0.08,0.19,0.05,0.1,0.08,0.02,0.02,0.02,0.03,0.02,0.02,3
31156,0.05,0.03,0.2,0.02,0.13,0.03,0.03,0.02,0.02,0.02,0.03,0.03,3
31157,0.14,0.03,0.03,0.04,0.03,0.1,0.06,0.03,0.03,0.03,0.03,0.03,16
31158,0.08,0.06,0.39,0.01,0.11,0.01,0.02,0.03,0.03,0.02,0.01,0.06,3
31159,0.02,0.05,0.05,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,16
31160,0.02,0.02,0.19,0.01,0.25,0.04,0.05,0.03,0.01,0.05,0.01,0.08,6
31161,0.06,0.06,0.23,0.01,0.02,0.01,0.01,0.01,0.04,0.03,0.01,0.01,16
31162,0.04,0.04,0.18,0.04,0.04,0.06,0.05,0.03,0.03,0.03,0.04,0.09,3
31163,0.32,0.02,0.13,0.02,0.03,0.02,0.03,0.02,0.03,0.05,0.02,0.02,1
31164,0.08,0.03,0.04,0.03,0.03,0.32,0.03,0.03,0.03,0.03,0.03,0.03,9
31165,0.04,0.14,0.09,0.04,0.11,0.04,0.06,0.05,0.04,0.04,0.05,0.04,2
31166,0.11,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,1
31167,0.03,0.12,0.03,0.07,0.05,0.06,0.04,0.03,0.03,0.06,0.03,0.03,16
31168,0.19,0.1,0.15,0.02,0.17,0.02,0.02,0.02,0.02,0.02,0.02,0.02,1
31169,0.02,0.04,0.02,0.02,0.05,0.03,0.02,0.02,0.04,0.02,0.02,0.03,0
31170,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.07,0.04,0.04,16
31171,0.01,0.01,0.22,0.01,0.03,0.52,0.01,0.01,0.03,0.02,0.01,0.02,9
31172,0.04,0.07,0.2,0.01,0.12,0.03,0.04,0.01,0.03,0.01,0.01,0.04,16
31173,0.03,0.02,0.37,0.02,0.06,0.02,0.05,0.03,0.03,0.04,0.02,0.02,3
31174,0.04,0.08,0.04,0.04,0.12,0.04,0.05,0.05,0.04,0.12,0.04,0.04,6
31175,0.04,0.05,0.11,0.02,0.28,0.07,0.02,0.02,0.02,0.08,0.02,0.05,6
31176,0.06,0.06,0.08,0.03,0.02,0.02,0.02,0.04,0.06,0.07,0.02,0.03,16
31177,0.02,0.04,0.34,0.06,0.09,0.02,0.02,0.03,0.02,0.02,0.02,0.02,3
31178,0.03,0.13,0.1,0.08,0.06,0.03,0.03,0.03,0.03,0.09,0.03,0.1,2
31179,0.04,0.05,0.19,0.01,0.03,0.01,0.07,0.01,0.01,0.05,0.01,0.02,16
31180,0.15,0.05,0.02,0.02,0.02,0.05,0.02,0.02,0.02,0.02,0.03,0.07,16
31181,0.11,0.02,0.29,0.02,0.11,0.02,0.05,0.03,0.03,0.13,0.02,0.02,3
31182,0.08,0.01,0.24,0.01,0.07,0.01,0.03,0.01,0.03,0.05,0.01,0.02,3
31183,0.14,0.02,0.19,0.05,0.16,0.01,0.06,0.02,0.06,0.01,0.03,0.02,3
31184,0.08,0.02,0.28,0.02,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.06,3
31185,0.12,0.01,0.13,0.01,0.11,0.02,0.03,0.01,0.06,0.0,0.0,0.03,16
31186,0.02,0.02,0.15,0.02,0.17,0.05,0.03,0.02,0.05,0.04,0.02,0.03,16
31187,0.03,0.03,0.09,0.02,0.2,0.02,0.03,0.03,0.2,0.06,0.02,0.02,6
31188,0.08,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,10
31189,0.03,0.09,0.03,0.01,0.16,0.07,0.05,0.03,0.02,0.05,0.01,0.02,16
31190,0.02,0.02,0.14,0.02,0.12,0.02,0.03,0.02,0.03,0.04,0.02,0.03,16
31191,0.25,0.03,0.12,0.01,0.19,0.02,0.06,0.03,0.05,0.06,0.01,0.01,1
31192,0.16,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.05,0.04,0.04,0.04,1
31193,0.29,0.03,0.09,0.02,0.03,0.04,0.02,0.05,0.18,0.02,0.02,0.02,1
31194,0.03,0.03,0.03,0.03,0.06,0.03,0.24,0.13,0.1,0.04,0.03,0.03,11
31195,0.04,0.05,0.12,0.04,0.05,0.04,0.06,0.04,0.09,0.04,0.04,0.04,3
31196,0.05,0.1,0.05,0.04,0.05,0.04,0.05,0.04,0.2,0.04,0.04,0.04,13
31197,0.03,0.05,0.04,0.03,0.03,0.06,0.19,0.04,0.05,0.09,0.06,0.05,11
31198,0.04,0.04,0.1,0.04,0.05,0.09,0.04,0.04,0.04,0.04,0.04,0.04,0
31199,0.14,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.09,16
31200,0.12,0.09,0.15,0.01,0.04,0.02,0.02,0.02,0.1,0.1,0.03,0.05,16
31201,0.05,0.05,0.23,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,3
31202,0.55,0.03,0.01,0.01,0.12,0.01,0.02,0.01,0.02,0.05,0.01,0.02,1
31203,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,2
31204,0.2,0.02,0.02,0.02,0.06,0.02,0.03,0.04,0.02,0.02,0.02,0.02,16
31205,0.06,0.11,0.18,0.02,0.07,0.09,0.02,0.03,0.03,0.05,0.02,0.03,3
31206,0.04,0.14,0.04,0.04,0.05,0.04,0.06,0.04,0.04,0.04,0.04,0.04,16
31207,0.02,0.02,0.13,0.02,0.03,0.02,0.03,0.02,0.16,0.12,0.02,0.04,16
31208,0.05,0.02,0.1,0.04,0.03,0.05,0.02,0.02,0.06,0.07,0.02,0.07,16
31209,0.02,0.06,0.02,0.02,0.11,0.04,0.02,0.01,0.07,0.03,0.02,0.07,16
31210,0.09,0.05,0.04,0.09,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.06,16
31211,0.3,0.05,0.03,0.02,0.07,0.03,0.03,0.04,0.02,0.05,0.02,0.02,1
31212,0.14,0.07,0.05,0.04,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,1
31213,0.41,0.02,0.16,0.01,0.03,0.02,0.02,0.01,0.06,0.07,0.02,0.05,1
31214,0.05,0.17,0.09,0.03,0.04,0.03,0.04,0.03,0.14,0.03,0.03,0.07,2
31215,0.06,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0
31216,0.05,0.12,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.04,0.04,2
31217,0.04,0.05,0.14,0.03,0.06,0.05,0.04,0.07,0.08,0.09,0.03,0.03,3
31218,0.03,0.03,0.21,0.03,0.14,0.03,0.04,0.03,0.03,0.14,0.03,0.03,3
31219,0.02,0.03,0.13,0.01,0.09,0.31,0.05,0.02,0.07,0.02,0.01,0.01,9
31220,0.05,0.04,0.12,0.02,0.19,0.02,0.02,0.02,0.08,0.06,0.02,0.05,6
31221,0.09,0.01,0.11,0.01,0.1,0.01,0.03,0.02,0.03,0.04,0.01,0.19,16
31222,0.03,0.03,0.02,0.02,0.07,0.02,0.03,0.02,0.08,0.07,0.03,0.06,16
31223,0.15,0.11,0.04,0.02,0.03,0.02,0.02,0.03,0.08,0.02,0.02,0.15,16
31224,0.07,0.04,0.21,0.02,0.09,0.02,0.02,0.02,0.03,0.02,0.02,0.03,16
31225,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0
31226,0.04,0.05,0.04,0.04,0.06,0.04,0.06,0.04,0.14,0.04,0.06,0.05,13
31227,0.02,0.02,0.03,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.22,0.06,16
31228,0.04,0.06,0.03,0.02,0.24,0.03,0.05,0.02,0.02,0.06,0.02,0.1,6
31229,0.03,0.18,0.02,0.01,0.11,0.02,0.02,0.04,0.02,0.06,0.01,0.02,16
31230,0.26,0.02,0.07,0.02,0.07,0.02,0.02,0.04,0.02,0.03,0.02,0.11,1
31231,0.06,0.09,0.03,0.03,0.03,0.02,0.03,0.05,0.03,0.07,0.03,0.04,16
31232,0.04,0.12,0.04,0.04,0.12,0.04,0.04,0.04,0.05,0.04,0.04,0.05,2
31233,0.2,0.08,0.01,0.01,0.15,0.01,0.08,0.01,0.01,0.03,0.01,0.01,16
31234,0.16,0.03,0.02,0.03,0.03,0.03,0.04,0.03,0.02,0.02,0.03,0.03,16
31235,0.15,0.13,0.03,0.03,0.04,0.03,0.03,0.09,0.03,0.03,0.03,0.03,1
31236,0.07,0.06,0.02,0.02,0.07,0.02,0.12,0.02,0.08,0.02,0.02,0.07,16
31237,0.12,0.04,0.04,0.04,0.09,0.03,0.04,0.04,0.2,0.03,0.04,0.04,13
31238,0.04,0.12,0.04,0.06,0.09,0.03,0.05,0.03,0.11,0.08,0.03,0.03,2
31239,0.18,0.03,0.03,0.03,0.06,0.09,0.04,0.06,0.03,0.03,0.04,0.03,1
31240,0.04,0.04,0.18,0.02,0.04,0.02,0.03,0.03,0.06,0.08,0.02,0.02,16
31241,0.08,0.06,0.05,0.1,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.06,5
31242,0.13,0.03,0.1,0.04,0.16,0.04,0.05,0.04,0.04,0.04,0.04,0.04,6
31243,0.1,0.13,0.04,0.01,0.16,0.02,0.02,0.01,0.06,0.04,0.01,0.01,16
31244,0.03,0.09,0.03,0.02,0.03,0.02,0.07,0.02,0.04,0.03,0.02,0.06,16
31245,0.02,0.01,0.03,0.02,0.07,0.05,0.02,0.03,0.03,0.03,0.02,0.05,16
31246,0.04,0.04,0.1,0.04,0.04,0.06,0.18,0.04,0.04,0.04,0.04,0.04,11
31247,0.04,0.07,0.13,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.13,3
31248,0.03,0.03,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.03,0.23,18
31249,0.06,0.02,0.14,0.03,0.07,0.02,0.03,0.02,0.04,0.08,0.04,0.02,16
31250,0.02,0.12,0.03,0.02,0.05,0.06,0.03,0.02,0.02,0.03,0.02,0.05,16
31251,0.14,0.02,0.02,0.01,0.02,0.01,0.01,0.02,0.07,0.04,0.03,0.01,16
31252,0.06,0.12,0.09,0.04,0.05,0.09,0.04,0.05,0.04,0.05,0.04,0.04,2
31253,0.06,0.03,0.09,0.03,0.1,0.04,0.04,0.06,0.09,0.03,0.03,0.03,16
31254,0.03,0.07,0.02,0.02,0.07,0.09,0.02,0.02,0.02,0.03,0.02,0.02,16
31255,0.05,0.04,0.15,0.03,0.08,0.03,0.03,0.03,0.02,0.05,0.02,0.05,3
31256,0.04,0.09,0.04,0.03,0.1,0.03,0.03,0.05,0.03,0.03,0.03,0.06,16
31257,0.02,0.18,0.17,0.02,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.05,16
31258,0.21,0.08,0.17,0.01,0.02,0.03,0.01,0.01,0.02,0.01,0.01,0.02,16
31259,0.12,0.06,0.28,0.03,0.1,0.02,0.03,0.01,0.04,0.05,0.02,0.01,3
31260,0.05,0.03,0.05,0.03,0.05,0.03,0.05,0.04,0.24,0.05,0.03,0.03,13
31261,0.1,0.04,0.12,0.02,0.15,0.02,0.02,0.03,0.06,0.05,0.02,0.06,16
31262,0.02,0.07,0.02,0.02,0.03,0.02,0.07,0.04,0.04,0.04,0.02,0.08,16
31263,0.12,0.06,0.04,0.02,0.14,0.02,0.02,0.02,0.08,0.01,0.02,0.02,16
31264,0.04,0.05,0.22,0.03,0.03,0.05,0.04,0.03,0.03,0.03,0.03,0.03,3
31265,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.16,0.04,0.11,14
31266,0.03,0.09,0.02,0.02,0.02,0.03,0.04,0.02,0.05,0.02,0.02,0.02,16
31267,0.07,0.06,0.07,0.03,0.13,0.05,0.04,0.06,0.04,0.03,0.03,0.04,6
31268,0.06,0.03,0.02,0.01,0.1,0.01,0.01,0.01,0.02,0.05,0.01,0.05,16
31269,0.02,0.03,0.03,0.03,0.03,0.05,0.05,0.02,0.05,0.03,0.03,0.02,0
31270,0.28,0.17,0.15,0.02,0.06,0.04,0.02,0.02,0.04,0.02,0.02,0.02,1
31271,0.05,0.27,0.01,0.02,0.07,0.09,0.02,0.02,0.03,0.04,0.01,0.02,2
31272,0.05,0.04,0.06,0.04,0.05,0.04,0.05,0.05,0.04,0.06,0.04,0.04,0
31273,0.12,0.03,0.13,0.03,0.11,0.07,0.04,0.04,0.03,0.06,0.03,0.04,3
31274,0.01,0.13,0.01,0.01,0.03,0.14,0.02,0.02,0.03,0.06,0.01,0.01,16
31275,0.05,0.04,0.19,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.07,0.05,3
31276,0.28,0.02,0.06,0.02,0.02,0.02,0.04,0.03,0.03,0.03,0.02,0.02,1
31277,0.06,0.04,0.05,0.05,0.06,0.09,0.05,0.06,0.05,0.06,0.05,0.05,9
31278,0.02,0.02,0.08,0.02,0.22,0.06,0.02,0.02,0.02,0.1,0.02,0.08,6
31279,0.08,0.03,0.05,0.02,0.12,0.03,0.05,0.02,0.02,0.02,0.02,0.02,16
31280,0.19,0.06,0.1,0.03,0.08,0.03,0.04,0.03,0.04,0.03,0.03,0.08,1
31281,0.06,0.05,0.05,0.04,0.11,0.04,0.06,0.05,0.05,0.06,0.04,0.04,6
31282,0.04,0.03,0.09,0.03,0.08,0.03,0.04,0.04,0.04,0.03,0.03,0.07,16
31283,0.03,0.03,0.12,0.03,0.07,0.03,0.03,0.04,0.03,0.03,0.03,0.03,16
31284,0.1,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.05,0.02,0.05,0.02,16
31285,0.03,0.03,0.14,0.03,0.09,0.07,0.03,0.06,0.07,0.07,0.03,0.03,3
31286,0.01,0.02,0.14,0.03,0.05,0.01,0.02,0.02,0.08,0.01,0.01,0.02,16
31287,0.24,0.04,0.01,0.02,0.05,0.01,0.01,0.02,0.04,0.01,0.01,0.03,16
31288,0.04,0.07,0.21,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.07,3
31289,0.12,0.02,0.02,0.13,0.04,0.02,0.02,0.02,0.02,0.03,0.02,0.02,16
31290,0.04,0.11,0.04,0.04,0.23,0.03,0.04,0.06,0.04,0.03,0.03,0.04,6
31291,0.08,0.02,0.08,0.02,0.03,0.06,0.02,0.02,0.06,0.03,0.02,0.02,16
31292,0.14,0.02,0.09,0.01,0.13,0.01,0.04,0.02,0.01,0.04,0.01,0.03,16
31293,0.03,0.07,0.06,0.03,0.06,0.03,0.03,0.03,0.06,0.07,0.03,0.05,16
31294,0.02,0.05,0.06,0.02,0.38,0.05,0.03,0.1,0.05,0.04,0.02,0.02,6
31295,0.03,0.06,0.04,0.03,0.1,0.05,0.04,0.11,0.03,0.06,0.03,0.07,16
31296,0.02,0.03,0.13,0.01,0.08,0.06,0.01,0.05,0.05,0.02,0.01,0.01,16
31297,0.05,0.04,0.14,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.08,3
31298,0.33,0.04,0.03,0.03,0.04,0.02,0.04,0.03,0.08,0.04,0.03,0.03,1
31299,0.16,0.13,0.05,0.02,0.02,0.03,0.02,0.02,0.08,0.04,0.05,0.02,16
31300,0.08,0.03,0.08,0.01,0.3,0.02,0.01,0.01,0.06,0.03,0.01,0.05,6
31301,0.26,0.04,0.05,0.03,0.14,0.02,0.02,0.01,0.01,0.01,0.01,0.04,1
31302,0.03,0.06,0.03,0.03,0.05,0.06,0.18,0.03,0.04,0.03,0.03,0.03,16
31303,0.08,0.03,0.02,0.02,0.18,0.02,0.07,0.01,0.03,0.05,0.01,0.05,16
31304,0.09,0.07,0.05,0.04,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.04,16
31305,0.17,0.03,0.04,0.02,0.18,0.02,0.04,0.05,0.05,0.02,0.02,0.06,6
31306,0.04,0.07,0.04,0.03,0.11,0.06,0.03,0.04,0.03,0.02,0.06,0.07,16
31307,0.04,0.05,0.08,0.03,0.2,0.03,0.04,0.03,0.07,0.08,0.03,0.08,6
