Unnamed: 0,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Dom_Topic
44423,0.02,0.22,0.02,0.14,0.02,0.02,0.06,0.02,0.02,0.02,0.02,0.08,0.04,0.11,0.11,0.02,0.02,0.02,0.02,1
44424,0.07,0.03,0.08,0.17,0.04,0.02,0.03,0.02,0.02,0.07,0.02,0.02,0.13,0.03,0.12,0.02,0.02,0.02,0.04,3
44425,0.11,0.03,0.04,0.14,0.04,0.04,0.12,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,3
44426,0.03,0.05,0.04,0.04,0.07,0.04,0.23,0.04,0.04,0.04,0.04,0.05,0.06,0.05,0.03,0.04,0.04,0.04,0.04,6
44427,0.04,0.02,0.03,0.04,0.03,0.03,0.06,0.03,0.03,0.04,0.03,0.02,0.18,0.24,0.08,0.03,0.03,0.03,0.02,13
44428,0.03,0.15,0.03,0.03,0.05,0.03,0.15,0.03,0.03,0.03,0.03,0.03,0.24,0.03,0.03,0.02,0.03,0.03,0.03,12
44429,0.16,0.13,0.02,0.06,0.02,0.02,0.17,0.02,0.02,0.02,0.07,0.03,0.07,0.04,0.07,0.02,0.02,0.02,0.02,6
44430,0.17,0.01,0.01,0.44,0.01,0.01,0.02,0.01,0.01,0.03,0.01,0.01,0.15,0.01,0.04,0.04,0.01,0.01,0.01,3
44431,0.48,0.05,0.02,0.05,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.1,0.03,0.02,0.02,0.02,0.02,0.02,0
44432,0.02,0.05,0.02,0.11,0.05,0.02,0.07,0.02,0.02,0.02,0.02,0.02,0.14,0.34,0.02,0.02,0.02,0.02,0.02,13
44433,0.03,0.13,0.06,0.06,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.14,0.12,0.03,0.06,0.03,0.03,0.03,12
44434,0.04,0.13,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.19,0.04,0.04,0.04,0.04,0.04,13
44435,0.21,0.09,0.03,0.07,0.08,0.02,0.05,0.02,0.05,0.04,0.02,0.02,0.12,0.03,0.06,0.04,0.02,0.02,0.02,0
44436,0.03,0.04,0.02,0.21,0.02,0.02,0.05,0.02,0.02,0.05,0.02,0.15,0.06,0.12,0.02,0.05,0.02,0.02,0.02,3
44437,0.01,0.12,0.03,0.07,0.07,0.03,0.05,0.02,0.01,0.05,0.01,0.06,0.33,0.06,0.01,0.01,0.01,0.01,0.01,12
44438,0.18,0.04,0.01,0.19,0.02,0.01,0.05,0.01,0.01,0.02,0.01,0.28,0.03,0.04,0.01,0.03,0.02,0.02,0.01,11
44439,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,18
44440,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.05,0.05,0.05,0.1,18
44441,0.03,0.05,0.04,0.05,0.05,0.04,0.06,0.04,0.04,0.04,0.04,0.03,0.13,0.1,0.08,0.04,0.04,0.04,0.05,12
44442,0.04,0.03,0.04,0.04,0.04,0.03,0.07,0.04,0.04,0.08,0.04,0.08,0.06,0.1,0.08,0.1,0.04,0.04,0.03,13
44443,0.04,0.07,0.05,0.2,0.02,0.02,0.05,0.02,0.02,0.03,0.02,0.03,0.09,0.14,0.09,0.02,0.02,0.02,0.05,3
44444,0.04,0.03,0.08,0.09,0.03,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.08,0.12,0.07,0.08,0.04,0.04,0.04,13
44445,0.07,0.13,0.03,0.2,0.03,0.03,0.03,0.03,0.03,0.07,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.07,3
44446,0.02,0.03,0.03,0.12,0.03,0.03,0.09,0.03,0.03,0.03,0.03,0.05,0.12,0.17,0.1,0.03,0.03,0.03,0.03,13
44447,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
44448,0.03,0.1,0.03,0.16,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.1,0.05,0.06,0.04,0.07,0.03,0.03,0.03,3
44449,0.07,0.21,0.02,0.05,0.04,0.03,0.04,0.02,0.02,0.03,0.03,0.14,0.04,0.1,0.02,0.02,0.03,0.03,0.06,1
44450,0.05,0.14,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1
44451,0.04,0.07,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.14,0.08,0.04,0.08,0.04,0.04,0.04,12
44452,0.03,0.06,0.01,0.1,0.05,0.01,0.05,0.04,0.01,0.04,0.01,0.02,0.19,0.25,0.05,0.04,0.01,0.01,0.01,13
44453,0.03,0.14,0.03,0.03,0.06,0.03,0.06,0.03,0.03,0.07,0.03,0.17,0.09,0.03,0.07,0.03,0.03,0.03,0.03,11
44454,0.09,0.03,0.03,0.03,0.03,0.03,0.1,0.04,0.03,0.04,0.03,0.04,0.05,0.07,0.07,0.17,0.04,0.04,0.03,15
44455,0.38,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.21,0.11,0.02,0.04,0.02,0.02,0.02,0.02,0
44456,0.03,0.03,0.03,0.03,0.05,0.04,0.06,0.04,0.04,0.03,0.04,0.03,0.04,0.2,0.07,0.13,0.04,0.04,0.03,13
44457,0.08,0.04,0.04,0.08,0.06,0.04,0.11,0.04,0.04,0.05,0.04,0.04,0.12,0.07,0.04,0.04,0.04,0.04,0.04,12
44458,0.04,0.04,0.04,0.04,0.04,0.04,0.11,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.13,0.04,0.04,0.04,0.04,14
44459,0.06,0.06,0.03,0.18,0.05,0.03,0.06,0.03,0.06,0.04,0.03,0.05,0.06,0.06,0.03,0.09,0.03,0.03,0.03,3
44460,0.02,0.02,0.01,0.34,0.02,0.01,0.06,0.01,0.01,0.02,0.01,0.02,0.17,0.13,0.06,0.03,0.01,0.01,0.01,3
44461,0.06,0.07,0.09,0.05,0.05,0.04,0.03,0.03,0.04,0.04,0.04,0.03,0.1,0.11,0.08,0.04,0.04,0.04,0.03,13
44462,0.09,0.11,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.44,0.06,0.02,0.02,0.02,0.02,0.02,12
44463,0.08,0.05,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.27,0.04,0.08,0.03,0.04,0.04,0.03,12
44464,0.08,0.01,0.08,0.15,0.21,0.01,0.12,0.01,0.01,0.07,0.01,0.03,0.02,0.1,0.02,0.02,0.01,0.01,0.03,4
44465,0.13,0.13,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.1,0.03,0.06,0.09,0.03,0.06,0.03,0.03,0.03,0.06,0
44466,0.04,0.08,0.02,0.08,0.02,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.36,0.04,0.05,0.06,0.02,0.02,0.02,12
44467,0.03,0.25,0.08,0.03,0.03,0.04,0.03,0.04,0.04,0.07,0.03,0.09,0.04,0.03,0.03,0.03,0.04,0.04,0.03,1
44468,0.03,0.04,0.03,0.04,0.09,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.19,0.03,0.17,0.03,0.03,0.03,0.06,12
44469,0.08,0.14,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.05,0.09,0.04,0.04,0.04,0.04,0.04,1
44470,0.05,0.12,0.03,0.04,0.03,0.03,0.25,0.03,0.03,0.03,0.03,0.04,0.04,0.11,0.06,0.03,0.03,0.03,0.03,6
44471,0.22,0.1,0.02,0.06,0.04,0.02,0.02,0.02,0.02,0.13,0.05,0.03,0.07,0.06,0.04,0.02,0.02,0.02,0.02,0
44472,0.1,0.03,0.03,0.06,0.03,0.03,0.03,0.09,0.03,0.03,0.03,0.04,0.11,0.08,0.03,0.13,0.03,0.03,0.03,15
44473,0.04,0.07,0.04,0.05,0.04,0.04,0.19,0.04,0.04,0.04,0.04,0.04,0.06,0.05,0.05,0.04,0.04,0.04,0.04,6
44474,0.04,0.09,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.05,0.04,0.11,0.08,0.04,0.04,0.04,0.04,0.04,12
44475,0.07,0.03,0.03,0.29,0.03,0.03,0.04,0.03,0.03,0.05,0.03,0.03,0.1,0.03,0.03,0.04,0.03,0.04,0.03,3
44476,0.04,0.09,0.04,0.12,0.04,0.04,0.07,0.06,0.05,0.05,0.05,0.08,0.04,0.05,0.04,0.04,0.04,0.04,0.04,3
44477,0.12,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.06,0.04,0.09,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0
44478,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
44479,0.04,0.14,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.14,0.04,0.04,0.04,1
44480,0.03,0.04,0.03,0.04,0.06,0.03,0.03,0.08,0.12,0.04,0.04,0.17,0.03,0.03,0.03,0.03,0.04,0.04,0.08,11
44481,0.08,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.1,0.05,0.05,0.05,15
44482,0.05,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.11,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,9
44483,0.08,0.04,0.02,0.03,0.03,0.02,0.32,0.02,0.05,0.07,0.02,0.02,0.03,0.1,0.05,0.02,0.02,0.02,0.02,6
44484,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.07,0.07,0.04,0.08,0.1,0.06,0.04,0.15,0.04,0.04,0.04,15
44485,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.1,0.04,0.09,0.04,0.04,0.21,0.04,0.04,0.04,0.04,14
44486,0.04,0.06,0.04,0.04,0.05,0.04,0.04,0.08,0.04,0.04,0.04,0.07,0.05,0.16,0.09,0.04,0.04,0.04,0.04,13
44487,0.03,0.14,0.06,0.04,0.03,0.03,0.06,0.03,0.03,0.16,0.03,0.03,0.16,0.04,0.03,0.03,0.03,0.03,0.03,9
44488,0.12,0.12,0.03,0.05,0.03,0.03,0.05,0.03,0.03,0.04,0.03,0.03,0.14,0.09,0.06,0.04,0.03,0.03,0.03,12
44489,0.02,0.08,0.02,0.43,0.02,0.02,0.05,0.02,0.02,0.02,0.02,0.02,0.05,0.02,0.09,0.02,0.02,0.02,0.02,3
44490,0.03,0.02,0.03,0.19,0.05,0.03,0.07,0.03,0.04,0.05,0.03,0.1,0.02,0.11,0.02,0.11,0.03,0.03,0.03,3
44491,0.04,0.07,0.04,0.05,0.03,0.04,0.06,0.04,0.08,0.03,0.04,0.07,0.04,0.03,0.03,0.18,0.04,0.04,0.08,15
44492,0.07,0.09,0.02,0.17,0.03,0.02,0.1,0.05,0.02,0.05,0.02,0.11,0.03,0.05,0.07,0.03,0.02,0.02,0.02,3
44493,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,18
44494,0.03,0.2,0.04,0.11,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.12,0.05,0.03,0.07,0.03,0.03,0.03,1
44495,0.08,0.05,0.01,0.28,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.03,0.1,0.19,0.08,0.01,0.01,0.01,0.02,3
44496,0.08,0.16,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.07,0.07,0.06,0.11,0.03,0.03,0.03,0.03,1
44497,0.02,0.09,0.03,0.03,0.03,0.01,0.12,0.01,0.01,0.07,0.01,0.01,0.13,0.27,0.09,0.05,0.01,0.01,0.01,13
44498,0.11,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
44499,0.03,0.17,0.03,0.04,0.09,0.03,0.05,0.03,0.03,0.03,0.03,0.04,0.09,0.06,0.08,0.03,0.03,0.03,0.03,1
44500,0.05,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.11,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,9
44501,0.05,0.04,0.04,0.14,0.07,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.09,0.04,0.04,0.04,3
44502,0.04,0.11,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.14,0.04,0.04,0.09,0.04,0.04,0.04,12
44503,0.03,0.03,0.02,0.31,0.05,0.02,0.02,0.02,0.02,0.03,0.02,0.04,0.15,0.14,0.05,0.03,0.02,0.02,0.02,3
44504,0.03,0.04,0.03,0.05,0.03,0.03,0.09,0.03,0.03,0.03,0.03,0.06,0.1,0.2,0.03,0.06,0.03,0.03,0.03,13
44505,0.02,0.12,0.05,0.03,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.14,0.16,0.16,0.03,0.02,0.02,0.02,0.05,12
44506,0.03,0.11,0.07,0.07,0.03,0.03,0.03,0.03,0.03,0.02,0.06,0.05,0.08,0.22,0.02,0.05,0.03,0.03,0.03,13
44507,0.03,0.05,0.06,0.12,0.12,0.01,0.02,0.02,0.02,0.01,0.02,0.07,0.17,0.19,0.03,0.01,0.02,0.02,0.01,13
44508,0.02,0.04,0.02,0.09,0.05,0.02,0.04,0.02,0.02,0.04,0.02,0.06,0.35,0.12,0.03,0.02,0.02,0.02,0.02,12
44509,0.04,0.03,0.04,0.04,0.07,0.03,0.15,0.03,0.03,0.1,0.04,0.05,0.04,0.14,0.03,0.04,0.04,0.04,0.03,6
44510,0.15,0.02,0.05,0.23,0.02,0.02,0.15,0.03,0.02,0.01,0.02,0.06,0.03,0.07,0.06,0.02,0.02,0.02,0.01,3
44511,0.06,0.06,0.03,0.19,0.03,0.01,0.02,0.01,0.02,0.04,0.01,0.02,0.14,0.23,0.08,0.02,0.01,0.01,0.01,13
44512,0.03,0.21,0.03,0.05,0.04,0.03,0.03,0.03,0.03,0.12,0.03,0.06,0.06,0.08,0.03,0.03,0.03,0.03,0.03,1
44513,0.03,0.03,0.03,0.18,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.02,0.12,0.19,0.05,0.03,0.03,0.03,0.03,13
44514,0.06,0.18,0.04,0.04,0.03,0.04,0.03,0.04,0.04,0.08,0.04,0.07,0.03,0.06,0.07,0.03,0.04,0.04,0.04,1
44515,0.16,0.11,0.01,0.18,0.03,0.01,0.09,0.01,0.01,0.04,0.02,0.02,0.2,0.03,0.01,0.01,0.01,0.01,0.03,12
44516,0.04,0.05,0.08,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.08,0.04,0.09,0.04,0.08,0.04,0.04,0.09,13
44517,0.04,0.08,0.04,0.04,0.04,0.04,0.1,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.16,0.04,0.04,0.04,0.04,14
44518,0.14,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.07,0.04,0.1,0.03,0.04,0.04,0.04,0.08,0
44519,0.08,0.09,0.03,0.04,0.03,0.03,0.05,0.03,0.03,0.04,0.03,0.13,0.07,0.04,0.07,0.07,0.04,0.04,0.03,11
44520,0.04,0.14,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.17,0.03,0.16,0.03,0.03,0.03,0.03,12
44521,0.18,0.03,0.01,0.17,0.01,0.01,0.06,0.01,0.01,0.02,0.02,0.04,0.12,0.2,0.04,0.02,0.02,0.02,0.01,13
44522,0.03,0.02,0.03,0.19,0.07,0.03,0.05,0.03,0.03,0.03,0.03,0.04,0.02,0.15,0.02,0.15,0.03,0.03,0.03,3
44523,0.03,0.04,0.03,0.11,0.04,0.03,0.16,0.03,0.03,0.03,0.03,0.1,0.05,0.05,0.04,0.04,0.03,0.03,0.07,6
44524,0.03,0.05,0.02,0.48,0.03,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.03,0.04,0.02,0.05,0.02,0.02,0.02,3
44525,0.4,0.04,0.02,0.18,0.02,0.02,0.04,0.02,0.02,0.04,0.02,0.06,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0
44526,0.07,0.17,0.03,0.05,0.04,0.03,0.1,0.03,0.03,0.04,0.03,0.03,0.08,0.08,0.03,0.04,0.03,0.03,0.03,1
44527,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
44528,0.03,0.03,0.03,0.2,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.05,0.03,0.11,0.2,0.03,0.03,0.03,0.03,3
44529,0.07,0.03,0.06,0.09,0.09,0.03,0.05,0.03,0.03,0.03,0.03,0.07,0.04,0.13,0.09,0.03,0.03,0.03,0.05,13
44530,0.11,0.03,0.03,0.55,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.06,0.01,0.08,0.01,0.01,0.01,0.01,0.01,3
44531,0.05,0.08,0.01,0.15,0.05,0.01,0.12,0.01,0.01,0.01,0.01,0.08,0.19,0.05,0.1,0.01,0.01,0.01,0.01,12
44532,0.18,0.03,0.01,0.3,0.01,0.02,0.08,0.01,0.01,0.01,0.01,0.06,0.09,0.14,0.01,0.02,0.01,0.01,0.01,3
44533,0.03,0.04,0.04,0.08,0.04,0.04,0.03,0.04,0.04,0.03,0.04,0.04,0.06,0.28,0.04,0.04,0.04,0.04,0.04,13
44534,0.03,0.08,0.03,0.03,0.04,0.03,0.11,0.03,0.03,0.04,0.03,0.03,0.1,0.2,0.03,0.07,0.03,0.03,0.03,13
44535,0.04,0.16,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.16,0.08,0.04,0.04,0.04,0.04,0.04,1
44536,0.04,0.09,0.04,0.17,0.12,0.02,0.03,0.02,0.02,0.05,0.02,0.02,0.03,0.17,0.05,0.02,0.03,0.03,0.02,3
44537,0.04,0.02,0.02,0.05,0.05,0.02,0.02,0.02,0.02,0.08,0.02,0.11,0.04,0.37,0.04,0.02,0.02,0.02,0.02,13
44538,0.23,0.14,0.03,0.11,0.03,0.01,0.04,0.01,0.01,0.03,0.02,0.01,0.04,0.18,0.04,0.02,0.01,0.01,0.01,0
44539,0.03,0.1,0.02,0.24,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.11,0.07,0.09,0.05,0.03,0.03,0.03,3
44540,0.16,0.07,0.02,0.03,0.03,0.02,0.27,0.02,0.02,0.02,0.02,0.02,0.09,0.07,0.03,0.03,0.02,0.02,0.02,6
44541,0.25,0.05,0.01,0.26,0.05,0.01,0.04,0.01,0.01,0.06,0.01,0.11,0.01,0.09,0.01,0.01,0.01,0.01,0.02,3
44542,0.03,0.03,0.03,0.04,0.33,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.04,0.1,0.03,0.05,0.03,0.03,0.03,4
44543,0.03,0.13,0.03,0.03,0.03,0.03,0.05,0.06,0.03,0.03,0.03,0.03,0.31,0.03,0.03,0.03,0.03,0.03,0.03,12
44544,0.04,0.06,0.03,0.14,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.2,0.07,0.03,0.03,0.03,0.03,13
44545,0.12,0.16,0.02,0.21,0.05,0.02,0.03,0.02,0.02,0.02,0.02,0.04,0.07,0.02,0.1,0.02,0.02,0.02,0.02,3
44546,0.04,0.16,0.04,0.04,0.04,0.03,0.09,0.04,0.03,0.04,0.05,0.04,0.05,0.04,0.13,0.04,0.04,0.04,0.04,1
44547,0.02,0.12,0.02,0.27,0.02,0.04,0.06,0.02,0.02,0.08,0.02,0.03,0.06,0.12,0.03,0.02,0.02,0.02,0.02,3
44548,0.04,0.11,0.03,0.03,0.03,0.03,0.07,0.03,0.03,0.05,0.03,0.04,0.15,0.17,0.03,0.06,0.03,0.03,0.03,13
44549,0.14,0.02,0.01,0.4,0.01,0.02,0.14,0.01,0.01,0.04,0.01,0.02,0.02,0.09,0.02,0.04,0.01,0.01,0.01,3
44550,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.08,0.1,0.05,0.05,0.05,0.05,14
44551,0.05,0.04,0.02,0.03,0.02,0.02,0.17,0.02,0.02,0.02,0.02,0.02,0.26,0.1,0.06,0.02,0.02,0.02,0.05,12
44552,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.1,0.2,0.11,0.08,0.03,0.03,0.07,13
44553,0.05,0.04,0.04,0.15,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.06,0.1,0.04,0.04,0.04,0.04,0.04,3
44554,0.24,0.04,0.04,0.06,0.04,0.04,0.11,0.04,0.04,0.03,0.04,0.03,0.04,0.06,0.03,0.04,0.04,0.04,0.04,0
44555,0.49,0.02,0.02,0.12,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.07,0.02,0.02,0.02,0.02,0.02,0.02,0
44556,0.14,0.02,0.02,0.25,0.04,0.02,0.08,0.02,0.03,0.02,0.02,0.05,0.03,0.08,0.06,0.05,0.03,0.03,0.02,3
44557,0.03,0.12,0.01,0.17,0.1,0.02,0.09,0.03,0.02,0.03,0.02,0.01,0.07,0.19,0.03,0.03,0.02,0.02,0.01,13
44558,0.05,0.03,0.03,0.04,0.05,0.03,0.12,0.03,0.03,0.03,0.03,0.13,0.16,0.06,0.03,0.03,0.03,0.03,0.03,12
44559,0.17,0.03,0.01,0.04,0.05,0.01,0.04,0.01,0.01,0.01,0.01,0.01,0.05,0.4,0.04,0.08,0.01,0.01,0.01,13
44560,0.15,0.02,0.02,0.08,0.03,0.02,0.17,0.02,0.04,0.09,0.02,0.05,0.13,0.03,0.02,0.03,0.02,0.02,0.04,6
44561,0.03,0.09,0.04,0.04,0.03,0.03,0.13,0.03,0.03,0.04,0.03,0.03,0.15,0.03,0.11,0.03,0.03,0.03,0.03,12
44562,0.03,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.04,0.03,0.03,0.06,0.14,0.09,0.19,0.03,0.04,0.04,0.03,14
44563,0.04,0.1,0.04,0.04,0.04,0.08,0.11,0.04,0.04,0.04,0.04,0.04,0.13,0.04,0.08,0.04,0.04,0.04,0.04,12
44564,0.05,0.04,0.08,0.04,0.05,0.05,0.07,0.05,0.05,0.11,0.05,0.05,0.04,0.04,0.04,0.05,0.05,0.05,0.05,9
44565,0.03,0.03,0.02,0.06,0.03,0.02,0.05,0.02,0.02,0.02,0.02,0.02,0.34,0.07,0.09,0.08,0.02,0.02,0.02,12
44566,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.13,0.04,0.04,0.13,0.04,0.04,0.04,12
44567,0.05,0.12,0.06,0.03,0.04,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.22,0.09,0.03,0.03,0.03,0.03,0.03,12
44568,0.04,0.03,0.04,0.08,0.06,0.1,0.07,0.04,0.04,0.04,0.04,0.07,0.03,0.11,0.03,0.04,0.04,0.04,0.04,13
44569,0.07,0.04,0.04,0.04,0.05,0.05,0.04,0.13,0.05,0.04,0.05,0.04,0.04,0.06,0.04,0.04,0.05,0.05,0.11,7
44570,0.03,0.07,0.04,0.03,0.06,0.03,0.06,0.03,0.03,0.12,0.03,0.02,0.03,0.3,0.02,0.03,0.03,0.03,0.03,13
44571,0.02,0.1,0.02,0.09,0.05,0.08,0.04,0.02,0.02,0.04,0.02,0.02,0.26,0.07,0.04,0.02,0.02,0.02,0.02,12
44572,0.08,0.06,0.01,0.09,0.02,0.01,0.16,0.01,0.01,0.1,0.01,0.03,0.25,0.09,0.01,0.02,0.01,0.01,0.03,12
44573,0.04,0.08,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.02,0.2,0.14,0.02,0.08,0.03,0.03,0.06,12
44574,0.56,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.03,0.01,0.01,0.16,0.03,0.01,0.01,0.01,0.01,0.03,0
44575,0.05,0.02,0.02,0.15,0.03,0.02,0.14,0.02,0.02,0.02,0.02,0.05,0.21,0.02,0.02,0.13,0.02,0.02,0.02,12
44576,0.13,0.06,0.04,0.2,0.02,0.02,0.08,0.02,0.02,0.02,0.02,0.02,0.07,0.17,0.02,0.02,0.02,0.02,0.02,3
44577,0.25,0.08,0.1,0.18,0.01,0.01,0.07,0.01,0.01,0.03,0.01,0.04,0.05,0.09,0.04,0.01,0.01,0.01,0.01,0
44578,0.07,0.08,0.02,0.1,0.04,0.02,0.15,0.03,0.02,0.14,0.02,0.02,0.07,0.08,0.04,0.02,0.02,0.02,0.04,6
44579,0.03,0.06,0.04,0.06,0.08,0.04,0.07,0.04,0.04,0.04,0.04,0.08,0.07,0.15,0.04,0.04,0.04,0.04,0.04,13
44580,0.05,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.11,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,9
44581,0.05,0.05,0.05,0.05,0.05,0.05,0.09,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,6
44582,0.06,0.27,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1
44583,0.05,0.06,0.02,0.22,0.05,0.01,0.01,0.01,0.01,0.02,0.17,0.01,0.15,0.09,0.08,0.02,0.01,0.01,0.01,3
44584,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
44585,0.04,0.16,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.09,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.04,1
44586,0.05,0.2,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.05,0.05,0.14,0.12,0.03,0.03,0.03,0.03,1
44587,0.04,0.06,0.03,0.13,0.08,0.03,0.09,0.03,0.03,0.08,0.03,0.03,0.03,0.15,0.03,0.08,0.03,0.03,0.03,13
44588,0.03,0.06,0.03,0.19,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.12,0.07,0.05,0.03,0.03,0.03,0.03,3
44589,0.04,0.18,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.1,0.04,0.04,0.04,0.04,1
44590,0.06,0.03,0.07,0.32,0.13,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.07,0.03,0.04,0.03,0.02,0.02,0.02,3
44591,0.03,0.16,0.07,0.03,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.29,0.03,0.03,0.03,0.03,0.03,0.03,12
44592,0.03,0.11,0.03,0.04,0.04,0.03,0.06,0.03,0.08,0.12,0.03,0.15,0.04,0.04,0.03,0.03,0.03,0.03,0.03,11
44593,0.07,0.06,0.02,0.17,0.02,0.02,0.13,0.02,0.02,0.07,0.02,0.19,0.04,0.06,0.02,0.02,0.02,0.02,0.02,11
