Unnamed: 0,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Dom_Topic
44252,0.04,0.07,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.05,0.04,0.06,0.14,0.04,0.04,0.13,0.04,0.04,0.04,12
44253,0.05,0.06,0.04,0.04,0.04,0.05,0.11,0.05,0.05,0.04,0.05,0.11,0.05,0.04,0.04,0.04,0.05,0.05,0.05,6
44254,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,7
44255,0.04,0.24,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.03,0.04,0.04,0.04,0.08,1
44256,0.03,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.03,0.03,0.04,0.06,0.16,0.1,0.11,0.08,0.03,0.03,0.03,12
44257,0.05,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.04,0.09,0.14,0.04,0.04,0.04,0.04,0.04,13
44258,0.03,0.12,0.03,0.09,0.05,0.03,0.23,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.07,0.03,0.03,0.03,0.03,6
44259,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.09,0.13,0.04,0.04,0.04,0.04,0.04,0.04,12
44260,0.02,0.25,0.02,0.04,0.03,0.02,0.03,0.02,0.05,0.05,0.02,0.05,0.08,0.14,0.02,0.08,0.02,0.02,0.02,1
44261,0.05,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.11,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,9
44262,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
44263,0.04,0.04,0.04,0.06,0.05,0.04,0.1,0.04,0.04,0.04,0.04,0.04,0.06,0.11,0.04,0.04,0.04,0.04,0.08,13
44264,0.12,0.15,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,1
44265,0.05,0.04,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.06,0.09,0.1,0.06,0.05,0.05,0.05,0.05,13
44266,0.11,0.04,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0
44267,0.04,0.05,0.04,0.05,0.04,0.04,0.17,0.04,0.04,0.04,0.04,0.05,0.07,0.05,0.05,0.04,0.04,0.04,0.04,6
44268,0.12,0.08,0.02,0.03,0.03,0.02,0.16,0.05,0.03,0.11,0.02,0.05,0.07,0.03,0.03,0.03,0.02,0.02,0.08,6
44269,0.03,0.03,0.03,0.25,0.03,0.03,0.16,0.03,0.03,0.03,0.03,0.04,0.03,0.05,0.03,0.04,0.03,0.03,0.03,3
44270,0.03,0.03,0.03,0.03,0.03,0.03,0.1,0.09,0.03,0.07,0.03,0.03,0.16,0.04,0.11,0.04,0.03,0.03,0.03,12
44271,0.03,0.02,0.06,0.18,0.03,0.03,0.04,0.03,0.1,0.03,0.03,0.03,0.1,0.05,0.02,0.15,0.03,0.03,0.03,3
44272,0.05,0.07,0.04,0.04,0.04,0.04,0.1,0.04,0.04,0.04,0.04,0.07,0.06,0.09,0.05,0.04,0.04,0.04,0.04,6
44273,0.07,0.04,0.02,0.1,0.08,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.09,0.25,0.02,0.09,0.02,0.02,0.02,13
44274,0.04,0.08,0.03,0.1,0.04,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.18,0.04,0.07,0.03,0.03,0.03,0.07,12
44275,0.04,0.02,0.02,0.19,0.03,0.02,0.06,0.02,0.02,0.02,0.28,0.02,0.17,0.02,0.02,0.02,0.02,0.02,0.02,10
44276,0.05,0.06,0.02,0.07,0.03,0.08,0.09,0.02,0.02,0.05,0.02,0.02,0.24,0.05,0.05,0.08,0.02,0.02,0.02,12
44277,0.03,0.18,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.08,0.03,0.04,0.09,0.06,0.03,0.11,0.03,0.03,0.03,1
44278,0.04,0.07,0.03,0.04,0.15,0.03,0.1,0.03,0.03,0.03,0.03,0.03,0.16,0.03,0.03,0.03,0.03,0.03,0.07,12
44279,0.08,0.05,0.02,0.03,0.05,0.02,0.02,0.04,0.02,0.02,0.03,0.04,0.29,0.14,0.02,0.02,0.02,0.02,0.05,12
44280,0.05,0.04,0.05,0.07,0.04,0.04,0.04,0.04,0.12,0.04,0.04,0.04,0.04,0.05,0.04,0.08,0.04,0.04,0.09,8
44281,0.04,0.04,0.04,0.28,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.11,0.04,0.04,0.04,3
44282,0.03,0.04,0.04,0.09,0.03,0.03,0.14,0.03,0.03,0.03,0.03,0.08,0.09,0.09,0.03,0.1,0.03,0.03,0.03,6
44283,0.04,0.05,0.04,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.1,0.18,0.08,0.05,0.05,0.04,14
44284,0.04,0.06,0.04,0.04,0.08,0.04,0.1,0.04,0.04,0.04,0.04,0.06,0.06,0.09,0.12,0.04,0.04,0.04,0.04,14
44285,0.04,0.09,0.06,0.25,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.04,0.06,0.06,0.06,0.03,0.03,0.03,0.03,3
44286,0.08,0.1,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.08,0.03,0.03,0.14,0.08,0.03,0.03,0.03,0.03,0.07,12
44287,0.06,0.05,0.03,0.31,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.02,0.06,0.1,0.02,0.03,0.03,0.03,0.03,3
44288,0.03,0.03,0.03,0.1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.09,0.05,0.26,0.03,0.07,0.03,0.03,0.03,13
44289,0.11,0.03,0.07,0.04,0.03,0.04,0.03,0.03,0.03,0.07,0.04,0.04,0.03,0.04,0.23,0.03,0.03,0.03,0.03,14
44290,0.03,0.11,0.03,0.06,0.03,0.03,0.04,0.03,0.04,0.04,0.03,0.04,0.08,0.1,0.16,0.03,0.04,0.04,0.04,14
44291,0.08,0.06,0.02,0.03,0.02,0.02,0.27,0.02,0.02,0.02,0.02,0.03,0.06,0.19,0.02,0.03,0.02,0.02,0.02,6
44292,0.13,0.04,0.03,0.13,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.13,0.08,0.03,0.03,0.03,0.03,0
44293,0.04,0.2,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.12,0.04,0.04,0.04,1
44294,0.08,0.04,0.09,0.18,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.05,0.03,0.04,0.04,0.04,0.07,3
44295,0.08,0.15,0.02,0.11,0.04,0.02,0.07,0.02,0.02,0.05,0.02,0.02,0.05,0.16,0.07,0.03,0.02,0.02,0.02,13
44296,0.02,0.05,0.01,0.04,0.02,0.01,0.04,0.01,0.01,0.05,0.01,0.01,0.17,0.4,0.04,0.04,0.01,0.01,0.01,13
44297,0.06,0.03,0.07,0.05,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.24,0.03,0.04,0.04,0.04,0.04,13
44298,0.11,0.02,0.02,0.18,0.03,0.02,0.05,0.02,0.04,0.11,0.02,0.14,0.04,0.09,0.01,0.04,0.02,0.02,0.03,3
44299,0.04,0.06,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.23,0.05,0.08,0.04,0.04,0.04,0.04,12
44300,0.03,0.04,0.03,0.05,0.03,0.08,0.03,0.03,0.03,0.03,0.03,0.12,0.09,0.19,0.04,0.03,0.03,0.03,0.03,13
44301,0.14,0.04,0.01,0.01,0.01,0.01,0.09,0.01,0.01,0.01,0.35,0.03,0.1,0.14,0.02,0.01,0.01,0.01,0.01,10
44302,0.02,0.03,0.03,0.36,0.03,0.03,0.03,0.03,0.1,0.05,0.03,0.02,0.06,0.03,0.02,0.03,0.03,0.03,0.06,3
44303,0.04,0.03,0.02,0.32,0.02,0.02,0.12,0.02,0.02,0.02,0.02,0.02,0.04,0.13,0.02,0.03,0.02,0.02,0.04,3
44304,0.03,0.04,0.03,0.04,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.1,0.09,0.11,0.16,0.03,0.03,0.03,0.03,14
44305,0.03,0.13,0.03,0.04,0.03,0.08,0.03,0.03,0.04,0.03,0.03,0.11,0.05,0.04,0.15,0.03,0.03,0.03,0.03,14
44306,0.14,0.06,0.02,0.16,0.03,0.02,0.13,0.02,0.02,0.02,0.02,0.03,0.19,0.04,0.02,0.02,0.02,0.02,0.02,12
44307,0.39,0.03,0.01,0.38,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0
44308,0.22,0.06,0.02,0.26,0.04,0.02,0.02,0.02,0.02,0.03,0.03,0.01,0.03,0.08,0.01,0.08,0.02,0.02,0.02,3
44309,0.1,0.03,0.04,0.06,0.04,0.04,0.09,0.05,0.05,0.04,0.05,0.03,0.07,0.04,0.07,0.04,0.05,0.05,0.05,0
44310,0.16,0.03,0.03,0.04,0.03,0.03,0.09,0.03,0.03,0.07,0.03,0.03,0.03,0.17,0.07,0.03,0.03,0.03,0.03,13
44311,0.05,0.07,0.04,0.14,0.04,0.03,0.05,0.03,0.03,0.04,0.08,0.03,0.11,0.03,0.03,0.04,0.03,0.03,0.08,3
44312,0.03,0.1,0.03,0.04,0.03,0.03,0.1,0.08,0.03,0.07,0.03,0.03,0.09,0.13,0.03,0.03,0.04,0.04,0.03,13
44313,0.03,0.19,0.1,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.15,0.03,0.1,0.03,0.03,0.03,0.03,1
44314,0.03,0.14,0.03,0.03,0.03,0.03,0.05,0.03,0.03,0.07,0.03,0.03,0.15,0.03,0.14,0.03,0.03,0.03,0.03,12
44315,0.1,0.12,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.07,0.08,0.04,0.04,0.04,0.07,1
44316,0.06,0.03,0.12,0.06,0.03,0.03,0.03,0.03,0.03,0.09,0.03,0.07,0.03,0.04,0.24,0.03,0.03,0.03,0.03,14
44317,0.35,0.02,0.02,0.21,0.02,0.01,0.05,0.01,0.01,0.1,0.01,0.02,0.01,0.02,0.02,0.05,0.02,0.02,0.03,0
44318,0.02,0.04,0.04,0.42,0.08,0.01,0.02,0.01,0.01,0.03,0.05,0.02,0.1,0.01,0.02,0.08,0.01,0.01,0.01,3
44319,0.03,0.1,0.03,0.16,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.07,0.11,0.11,0.03,0.03,0.03,0.03,3
44320,0.03,0.17,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.06,0.03,0.06,0.09,0.13,0.1,0.03,0.03,0.03,0.03,1
44321,0.14,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.13,0.04,0.04,0.04,0.13,0.04,0.04,0.04,0
44322,0.09,0.07,0.04,0.3,0.04,0.02,0.12,0.02,0.02,0.05,0.02,0.03,0.08,0.02,0.02,0.02,0.02,0.02,0.02,3
44323,0.06,0.08,0.03,0.08,0.04,0.02,0.05,0.02,0.02,0.02,0.02,0.02,0.3,0.13,0.03,0.02,0.02,0.02,0.04,12
44324,0.02,0.09,0.04,0.11,0.02,0.04,0.07,0.02,0.04,0.08,0.02,0.04,0.08,0.14,0.06,0.08,0.02,0.02,0.02,13
44325,0.2,0.18,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.06,0
44326,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.13,0.14,0.04,0.04,0.04,0.04,14
44327,0.03,0.02,0.03,0.45,0.03,0.02,0.03,0.03,0.02,0.05,0.03,0.02,0.03,0.08,0.02,0.04,0.02,0.02,0.02,3
44328,0.04,0.04,0.08,0.04,0.1,0.04,0.12,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.04,0.04,0.04,0.04,0.04,6
44329,0.08,0.13,0.03,0.04,0.03,0.03,0.19,0.03,0.03,0.03,0.03,0.1,0.03,0.08,0.03,0.03,0.03,0.03,0.03,6
44330,0.02,0.04,0.01,0.31,0.01,0.08,0.14,0.01,0.01,0.09,0.02,0.02,0.09,0.04,0.04,0.03,0.01,0.01,0.01,3
44331,0.05,0.13,0.03,0.04,0.04,0.03,0.33,0.03,0.03,0.03,0.03,0.03,0.05,0.03,0.02,0.03,0.03,0.03,0.03,6
44332,0.04,0.1,0.07,0.12,0.06,0.03,0.04,0.03,0.03,0.08,0.03,0.03,0.04,0.05,0.1,0.03,0.03,0.03,0.03,3
44333,0.04,0.15,0.03,0.22,0.02,0.01,0.11,0.01,0.03,0.02,0.01,0.04,0.18,0.06,0.01,0.01,0.01,0.01,0.01,3
44334,0.03,0.06,0.08,0.07,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.03,0.06,0.14,0.04,0.06,0.04,0.04,0.04,13
44335,0.29,0.12,0.06,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.08,0.07,0.04,0.02,0.02,0.02,0.02,0
44336,0.08,0.14,0.03,0.12,0.04,0.03,0.03,0.03,0.03,0.09,0.03,0.03,0.03,0.08,0.09,0.03,0.03,0.03,0.03,1
44337,0.05,0.04,0.03,0.12,0.03,0.03,0.03,0.03,0.03,0.03,0.09,0.03,0.05,0.14,0.14,0.03,0.03,0.03,0.03,13
44338,0.13,0.03,0.03,0.16,0.03,0.03,0.04,0.03,0.03,0.03,0.07,0.03,0.08,0.04,0.07,0.04,0.03,0.03,0.03,3
44339,0.03,0.23,0.02,0.04,0.03,0.02,0.03,0.02,0.02,0.05,0.02,0.18,0.06,0.08,0.05,0.03,0.02,0.02,0.02,1
44340,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.03,0.32,0.08,0.03,0.04,0.04,0.04,13
44341,0.04,0.16,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.11,0.12,0.04,0.04,0.04,0.04,1
44342,0.23,0.09,0.02,0.03,0.02,0.02,0.18,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.15,0.02,0.02,0.02,0
44343,0.03,0.12,0.02,0.3,0.03,0.02,0.03,0.03,0.02,0.07,0.02,0.03,0.08,0.07,0.02,0.02,0.03,0.03,0.02,3
44344,0.05,0.11,0.03,0.13,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.12,0.11,0.06,0.03,0.03,0.03,3
44345,0.03,0.06,0.03,0.17,0.03,0.03,0.07,0.03,0.03,0.14,0.03,0.03,0.1,0.05,0.06,0.03,0.03,0.03,0.03,3
44346,0.04,0.19,0.03,0.06,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.06,0.13,0.04,0.06,0.03,0.03,0.03,0.06,1
44347,0.03,0.03,0.04,0.14,0.08,0.04,0.04,0.04,0.04,0.06,0.04,0.03,0.07,0.14,0.03,0.05,0.04,0.04,0.04,3
44348,0.03,0.17,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.03,0.03,0.19,0.03,0.03,0.07,0.03,0.04,0.04,0.03,11
44349,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.09,0.04,0.04,0.1,0.13,0.04,0.05,0.05,0.04,14
44350,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.14,0.14,0.03,0.03,0.07,0.16,0.03,0.05,0.03,0.03,0.03,13
44351,0.03,0.04,0.03,0.03,0.09,0.03,0.21,0.03,0.03,0.07,0.03,0.04,0.03,0.09,0.09,0.06,0.03,0.03,0.03,6
44352,0.01,0.06,0.03,0.21,0.04,0.02,0.04,0.02,0.02,0.03,0.02,0.02,0.1,0.03,0.03,0.26,0.02,0.02,0.04,15
44353,0.05,0.05,0.07,0.19,0.04,0.03,0.04,0.03,0.03,0.07,0.03,0.06,0.04,0.05,0.03,0.03,0.03,0.03,0.07,3
44354,0.04,0.04,0.03,0.12,0.04,0.11,0.06,0.03,0.03,0.03,0.03,0.08,0.11,0.07,0.04,0.04,0.03,0.03,0.03,3
44355,0.02,0.07,0.02,0.36,0.02,0.02,0.02,0.02,0.02,0.05,0.02,0.08,0.12,0.09,0.01,0.02,0.02,0.02,0.02,3
44356,0.08,0.04,0.03,0.09,0.11,0.03,0.05,0.03,0.03,0.07,0.03,0.05,0.09,0.03,0.09,0.06,0.03,0.03,0.03,4
44357,0.03,0.13,0.03,0.03,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.08,0.19,0.03,0.03,0.06,0.03,0.03,0.07,12
44358,0.03,0.09,0.06,0.08,0.06,0.03,0.03,0.04,0.03,0.1,0.03,0.04,0.09,0.03,0.13,0.03,0.04,0.04,0.03,14
44359,0.03,0.11,0.01,0.23,0.11,0.04,0.05,0.03,0.02,0.05,0.02,0.05,0.09,0.05,0.06,0.02,0.02,0.02,0.02,3
44360,0.22,0.13,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.07,0.03,0.03,0.04,0.04,0.04,0
44361,0.27,0.1,0.02,0.06,0.06,0.02,0.06,0.02,0.02,0.02,0.02,0.02,0.05,0.13,0.02,0.04,0.02,0.03,0.02,0
44362,0.02,0.13,0.03,0.06,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.15,0.13,0.22,0.05,0.05,0.02,0.02,0.01,13
44363,0.14,0.02,0.02,0.04,0.02,0.02,0.47,0.02,0.02,0.02,0.02,0.02,0.04,0.05,0.02,0.02,0.02,0.02,0.02,6
44364,0.04,0.03,0.04,0.15,0.04,0.04,0.09,0.04,0.04,0.13,0.04,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04,3
44365,0.04,0.04,0.04,0.04,0.04,0.04,0.18,0.04,0.04,0.07,0.04,0.05,0.04,0.05,0.04,0.09,0.04,0.04,0.04,6
44366,0.07,0.13,0.02,0.16,0.04,0.04,0.04,0.02,0.02,0.13,0.02,0.03,0.05,0.13,0.02,0.02,0.02,0.02,0.04,3
44367,0.03,0.07,0.07,0.04,0.12,0.04,0.03,0.04,0.04,0.1,0.04,0.03,0.08,0.03,0.03,0.11,0.04,0.04,0.04,4
44368,0.04,0.08,0.08,0.04,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.04,0.16,0.04,0.04,0.04,0.04,0.04,0.04,12
44369,0.07,0.06,0.03,0.03,0.03,0.03,0.14,0.03,0.03,0.03,0.03,0.03,0.16,0.06,0.07,0.04,0.03,0.03,0.03,12
44370,0.05,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.05,0.05,0.05,0.05,6
44371,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.09,0.05,0.05,0.05,0.05,0.05,0.05,0
44372,0.36,0.02,0.07,0.08,0.02,0.02,0.05,0.02,0.02,0.04,0.02,0.03,0.05,0.05,0.02,0.04,0.02,0.02,0.02,0
44373,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
44374,0.04,0.07,0.04,0.04,0.04,0.05,0.07,0.04,0.04,0.13,0.04,0.07,0.04,0.04,0.04,0.05,0.05,0.05,0.04,9
44375,0.09,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,10
44376,0.04,0.16,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.08,0.04,0.1,0.1,0.03,0.03,0.04,0.04,0.04,0.04,1
44377,0.13,0.08,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.08,0.05,0.04,0.04,0.05,0.05,0.04,0
44378,0.06,0.05,0.05,0.05,0.05,0.05,0.08,0.05,0.05,0.05,0.05,0.05,0.05,0.07,0.05,0.05,0.05,0.05,0.05,6
44379,0.04,0.06,0.04,0.06,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.14,0.04,0.08,0.04,0.04,0.04,0.04,12
44380,0.04,0.05,0.04,0.05,0.11,0.04,0.04,0.04,0.04,0.04,0.04,0.16,0.04,0.04,0.04,0.08,0.04,0.04,0.04,11
44381,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.05,10
44382,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.16,0.05,0.07,0.04,0.05,0.05,0.05,12
44383,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.1,11
44384,0.04,0.06,0.03,0.08,0.03,0.03,0.11,0.03,0.03,0.03,0.03,0.06,0.14,0.07,0.09,0.06,0.03,0.03,0.03,12
44385,0.03,0.06,0.03,0.07,0.03,0.07,0.04,0.03,0.05,0.03,0.03,0.05,0.12,0.13,0.08,0.03,0.03,0.03,0.03,13
44386,0.03,0.04,0.03,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.08,0.24,0.1,0.04,0.03,0.03,0.03,13
44387,0.05,0.03,0.03,0.06,0.03,0.07,0.04,0.03,0.03,0.03,0.03,0.03,0.07,0.23,0.03,0.08,0.03,0.03,0.03,13
44388,0.07,0.12,0.02,0.11,0.02,0.02,0.06,0.02,0.02,0.08,0.02,0.11,0.17,0.03,0.02,0.02,0.02,0.02,0.02,12
44389,0.06,0.06,0.03,0.06,0.05,0.03,0.03,0.03,0.03,0.1,0.03,0.03,0.13,0.03,0.16,0.03,0.03,0.03,0.03,14
44390,0.03,0.1,0.02,0.31,0.09,0.02,0.02,0.02,0.02,0.08,0.02,0.03,0.08,0.05,0.02,0.03,0.02,0.02,0.02,3
44391,0.03,0.15,0.03,0.12,0.06,0.03,0.04,0.03,0.03,0.07,0.03,0.03,0.07,0.09,0.03,0.03,0.03,0.03,0.03,1
44392,0.13,0.06,0.03,0.05,0.04,0.03,0.08,0.03,0.03,0.03,0.03,0.03,0.09,0.2,0.03,0.03,0.03,0.03,0.03,13
44393,0.04,0.07,0.07,0.05,0.06,0.04,0.08,0.08,0.04,0.04,0.04,0.03,0.04,0.12,0.07,0.04,0.04,0.04,0.03,13
44394,0.03,0.09,0.02,0.11,0.03,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.09,0.33,0.03,0.03,0.02,0.02,0.02,13
44395,0.02,0.07,0.05,0.05,0.03,0.04,0.06,0.02,0.02,0.11,0.02,0.02,0.12,0.18,0.07,0.04,0.02,0.02,0.04,13
44396,0.04,0.04,0.05,0.04,0.09,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.07,0.08,0.04,0.06,0.05,0.05,0.05,4
44397,0.1,0.09,0.01,0.25,0.02,0.03,0.13,0.01,0.01,0.03,0.01,0.01,0.11,0.07,0.03,0.05,0.01,0.01,0.01,3
44398,0.04,0.14,0.03,0.03,0.04,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.04,0.21,0.1,0.03,0.03,0.03,0.03,13
44399,0.03,0.03,0.09,0.23,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.13,0.03,0.03,0.03,0.03,0.03,3
44400,0.42,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0
44401,0.02,0.05,0.02,0.11,0.02,0.04,0.05,0.02,0.02,0.02,0.02,0.03,0.22,0.24,0.02,0.03,0.02,0.02,0.06,13
44402,0.31,0.02,0.02,0.22,0.02,0.02,0.08,0.02,0.02,0.06,0.02,0.02,0.04,0.05,0.02,0.02,0.02,0.02,0.02,0
44403,0.02,0.15,0.03,0.11,0.04,0.03,0.09,0.03,0.03,0.03,0.03,0.03,0.04,0.16,0.08,0.03,0.03,0.03,0.03,13
44404,0.06,0.02,0.02,0.3,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.1,0.02,0.08,0.15,0.04,0.02,0.02,0.02,3
44405,0.02,0.18,0.02,0.14,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.23,0.02,0.11,0.03,0.02,0.02,0.04,12
44406,0.03,0.05,0.04,0.04,0.04,0.04,0.15,0.04,0.04,0.04,0.07,0.03,0.07,0.14,0.04,0.04,0.04,0.04,0.04,6
44407,0.03,0.06,0.02,0.04,0.09,0.03,0.13,0.03,0.03,0.08,0.03,0.09,0.15,0.04,0.04,0.05,0.03,0.03,0.03,12
44408,0.02,0.18,0.02,0.03,0.02,0.02,0.04,0.02,0.02,0.07,0.02,0.02,0.21,0.15,0.06,0.02,0.02,0.02,0.04,12
44409,0.05,0.09,0.03,0.04,0.04,0.03,0.08,0.03,0.03,0.08,0.03,0.03,0.17,0.11,0.03,0.05,0.03,0.03,0.03,12
44410,0.03,0.12,0.03,0.08,0.05,0.03,0.07,0.03,0.05,0.06,0.03,0.04,0.12,0.08,0.05,0.07,0.03,0.03,0.03,1
44411,0.05,0.12,0.04,0.06,0.04,0.04,0.08,0.04,0.04,0.09,0.04,0.06,0.04,0.07,0.03,0.05,0.04,0.04,0.04,1
44412,0.05,0.05,0.05,0.05,0.05,0.05,0.09,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,6
44413,0.04,0.07,0.04,0.04,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.12,0.05,0.09,0.04,0.04,0.04,0.04,0.04,11
44414,0.03,0.02,0.03,0.18,0.05,0.03,0.04,0.03,0.03,0.05,0.26,0.03,0.03,0.07,0.02,0.03,0.03,0.03,0.03,10
44415,0.03,0.03,0.03,0.07,0.03,0.09,0.07,0.04,0.04,0.03,0.04,0.03,0.08,0.21,0.04,0.04,0.04,0.04,0.03,13
44416,0.08,0.24,0.07,0.04,0.04,0.03,0.03,0.03,0.03,0.08,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.04,0.03,1
44417,0.18,0.09,0.02,0.14,0.06,0.05,0.02,0.05,0.02,0.04,0.02,0.02,0.02,0.1,0.08,0.02,0.02,0.02,0.04,0
44418,0.04,0.08,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.11,0.04,0.04,0.04,0.16,0.04,0.04,0.04,0.04,0.04,13
44419,0.04,0.31,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.07,0.03,0.03,0.03,0.03,1
44420,0.03,0.15,0.04,0.03,0.08,0.04,0.07,0.04,0.04,0.04,0.04,0.03,0.14,0.04,0.03,0.03,0.04,0.04,0.04,1
44421,0.03,0.08,0.03,0.26,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.06,0.17,0.03,0.03,0.03,0.03,0.03,0.03,3
44422,0.04,0.12,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.12,0.04,0.04,0.04,0.04,1
