Unnamed: 0,Topic0: Waste of money,Topic2: Problemas de funcionamiento,Topic6: Falta de metodos de importacion de datos,Topic8: Falta de funciones y de opciones de calidad de vida,Topic12:  Problemas Intalacion nueva version,Dom_Topic
3298,0.02,0.52,0.03,0.02,0.07,2
3299,0.01,0.66,0.02,0.01,0.04,2
3300,0.02,0.59,0.02,0.02,0.09,2
3301,0.02,0.37,0.02,0.04,0.25,2
3302,0.02,0.7,0.02,0.01,0.03,2
3303,0.02,0.1,0.03,0.02,0.5,12
3304,0.03,0.37,0.03,0.03,0.05,2
3305,0.03,0.23,0.03,0.03,0.17,2
3306,0.01,0.2,0.02,0.03,0.53,12
3307,0.02,0.63,0.02,0.02,0.03,2
3308,0.01,0.4,0.01,0.01,0.35,2
3309,0.01,0.54,0.02,0.01,0.25,2
3310,0.01,0.63,0.02,0.03,0.15,2
3311,0.02,0.61,0.02,0.02,0.03,2
3312,0.03,0.14,0.03,0.17,0.19,12
3313,0.03,0.34,0.05,0.05,0.03,2
3314,0.02,0.6,0.02,0.02,0.02,2
3315,0.03,0.26,0.03,0.03,0.14,2
3316,0.02,0.5,0.04,0.03,0.03,2
3317,0.03,0.15,0.03,0.03,0.23,12
3318,0.03,0.09,0.03,0.37,0.07,8
3319,0.04,0.12,0.04,0.06,0.19,12
3320,0.02,0.68,0.02,0.02,0.02,2
3321,0.02,0.54,0.09,0.02,0.02,2
3322,0.01,0.67,0.01,0.08,0.02,2
3323,0.02,0.38,0.02,0.02,0.35,2
3324,0.01,0.7,0.01,0.02,0.04,2
3325,0.03,0.2,0.03,0.03,0.33,12
3326,0.01,0.77,0.01,0.01,0.04,2
3327,0.01,0.37,0.01,0.01,0.46,12
3328,0.03,0.43,0.03,0.03,0.03,2
3329,0.02,0.56,0.12,0.02,0.02,2
3330,0.01,0.9,0.01,0.01,0.0,2
3331,0.03,0.32,0.03,0.03,0.22,2
3332,0.02,0.54,0.02,0.02,0.04,2
3333,0.02,0.52,0.08,0.02,0.02,2
3334,0.01,0.7,0.01,0.01,0.08,2
3335,0.02,0.49,0.02,0.02,0.18,2
3336,0.03,0.49,0.05,0.03,0.03,2
3337,0.01,0.73,0.01,0.01,0.07,2
3338,0.02,0.7,0.02,0.01,0.03,2
3339,0.01,0.77,0.01,0.01,0.01,2
3340,0.01,0.82,0.01,0.01,0.02,2
3341,0.02,0.61,0.07,0.02,0.02,2
3342,0.01,0.58,0.01,0.23,0.01,2
3343,0.01,0.74,0.09,0.04,0.01,2
3344,0.02,0.68,0.02,0.02,0.02,2
3345,0.02,0.25,0.01,0.02,0.48,12
3346,0.03,0.43,0.03,0.03,0.04,2
3347,0.01,0.79,0.02,0.01,0.06,2
3348,0.02,0.62,0.06,0.02,0.02,2
3349,0.02,0.53,0.03,0.04,0.03,2
3350,0.01,0.65,0.15,0.02,0.03,2
3351,0.02,0.56,0.04,0.03,0.02,2
3352,0.03,0.31,0.03,0.09,0.13,2
3353,0.02,0.55,0.03,0.02,0.03,2
3354,0.01,0.75,0.01,0.01,0.01,2
3355,0.03,0.37,0.03,0.03,0.08,2
3356,0.02,0.24,0.02,0.02,0.4,12
3357,0.01,0.41,0.02,0.01,0.43,12
3358,0.04,0.19,0.04,0.04,0.09,2
3359,0.02,0.58,0.02,0.02,0.02,2
3360,0.02,0.56,0.08,0.02,0.01,2
3361,0.02,0.3,0.03,0.02,0.36,12
3362,0.01,0.69,0.16,0.02,0.01,2
3363,0.01,0.47,0.01,0.01,0.35,2
3364,0.02,0.55,0.03,0.03,0.03,2
3365,0.02,0.38,0.02,0.02,0.31,2
3366,0.03,0.3,0.03,0.04,0.19,2
3367,0.01,0.72,0.01,0.01,0.08,2
3368,0.02,0.59,0.02,0.02,0.03,2
3369,0.02,0.7,0.02,0.01,0.03,2
3370,0.01,0.61,0.01,0.01,0.19,2
3371,0.02,0.44,0.02,0.03,0.13,2
3372,0.03,0.45,0.03,0.03,0.04,2
3373,0.01,0.46,0.31,0.04,0.01,2
3374,0.01,0.54,0.02,0.02,0.19,2
3375,0.01,0.68,0.01,0.01,0.13,2
3376,0.03,0.44,0.03,0.03,0.06,2
3377,0.02,0.57,0.02,0.02,0.04,2
3378,0.02,0.53,0.02,0.02,0.05,2
3379,0.03,0.43,0.03,0.03,0.03,2
3380,0.03,0.35,0.03,0.03,0.16,2
3381,0.03,0.38,0.04,0.03,0.04,2
3382,0.02,0.51,0.03,0.03,0.12,2
3383,0.02,0.22,0.02,0.02,0.43,12
3384,0.0,0.67,0.01,0.26,0.01,2
3385,0.01,0.48,0.41,0.01,0.01,2
3386,0.0,0.65,0.01,0.0,0.29,2
3387,0.03,0.38,0.03,0.03,0.04,2
3388,0.03,0.42,0.04,0.03,0.03,2
3389,0.02,0.67,0.04,0.02,0.02,2
3390,0.04,0.24,0.04,0.04,0.04,2
3391,0.03,0.22,0.03,0.04,0.17,2
3392,0.02,0.51,0.02,0.02,0.21,2
3393,0.02,0.57,0.06,0.02,0.04,2
3394,0.03,0.41,0.03,0.03,0.03,2
3395,0.03,0.16,0.03,0.03,0.26,12
3396,0.02,0.66,0.02,0.02,0.02,2
3397,0.01,0.37,0.17,0.07,0.17,2
3398,0.01,0.48,0.01,0.01,0.34,2
3399,0.02,0.43,0.03,0.04,0.16,2
3400,0.01,0.74,0.02,0.01,0.04,2
3401,0.03,0.33,0.08,0.03,0.04,2
3402,0.03,0.36,0.03,0.03,0.15,2
3403,0.03,0.13,0.04,0.28,0.1,8
3404,0.01,0.6,0.09,0.01,0.06,2
3405,0.03,0.28,0.07,0.04,0.11,2
3406,0.01,0.73,0.06,0.01,0.02,2
3407,0.02,0.45,0.02,0.02,0.26,2
3408,0.01,0.69,0.02,0.01,0.06,2
3409,0.01,0.7,0.01,0.01,0.05,2
3410,0.03,0.39,0.13,0.03,0.04,2
3411,0.03,0.51,0.02,0.03,0.03,2
3412,0.03,0.27,0.03,0.03,0.17,2
3413,0.02,0.55,0.02,0.02,0.06,2
3414,0.02,0.28,0.02,0.02,0.39,12
3415,0.02,0.47,0.02,0.02,0.19,2
3416,0.03,0.3,0.04,0.03,0.08,2
3417,0.01,0.26,0.02,0.02,0.48,12
3418,0.03,0.39,0.03,0.06,0.06,2
3419,0.02,0.5,0.03,0.03,0.03,2
3420,0.04,0.25,0.04,0.03,0.1,2
3421,0.01,0.49,0.01,0.01,0.02,2
3422,0.01,0.78,0.01,0.01,0.01,2
3423,0.04,0.23,0.05,0.04,0.09,2
3424,0.02,0.57,0.02,0.02,0.04,2
3425,0.01,0.62,0.01,0.01,0.19,2
3426,0.01,0.46,0.01,0.01,0.37,2
3427,0.05,0.09,0.05,0.05,0.06,2
3428,0.02,0.53,0.03,0.02,0.03,2
3429,0.01,0.64,0.01,0.01,0.19,2
3430,0.04,0.26,0.05,0.04,0.03,2
3431,0.04,0.17,0.04,0.04,0.05,2
3432,0.04,0.27,0.05,0.04,0.04,2
3433,0.05,0.13,0.04,0.05,0.04,2
3434,0.04,0.08,0.04,0.04,0.16,12
3435,0.03,0.17,0.03,0.03,0.24,12
3436,0.03,0.32,0.04,0.03,0.15,2
3437,0.04,0.07,0.03,0.03,0.3,12
3438,0.02,0.38,0.01,0.02,0.34,2
3439,0.02,0.56,0.02,0.03,0.02,2
3440,0.03,0.4,0.03,0.03,0.04,2
3441,0.01,0.65,0.1,0.01,0.03,2
3442,0.02,0.54,0.02,0.03,0.08,2
3443,0.02,0.57,0.02,0.02,0.12,2
3444,0.03,0.49,0.02,0.03,0.04,2
3445,0.03,0.45,0.04,0.03,0.05,2
3446,0.02,0.4,0.02,0.02,0.29,2
3447,0.04,0.22,0.05,0.05,0.07,2
3448,0.03,0.33,0.03,0.04,0.05,2
3449,0.01,0.41,0.01,0.01,0.39,2
3450,0.03,0.41,0.03,0.03,0.03,2
3451,0.03,0.5,0.03,0.03,0.03,2
3452,0.01,0.71,0.01,0.01,0.17,2
3453,0.02,0.29,0.02,0.02,0.34,12
3454,0.02,0.54,0.03,0.02,0.03,2
3455,0.02,0.42,0.12,0.11,0.03,2
3456,0.02,0.42,0.02,0.16,0.05,2
3457,0.0,0.85,0.01,0.01,0.06,2
3458,0.01,0.65,0.06,0.01,0.12,2
3459,0.03,0.27,0.03,0.03,0.18,2
3460,0.02,0.61,0.02,0.02,0.04,2
3461,0.02,0.65,0.02,0.01,0.07,2
3462,0.04,0.22,0.04,0.04,0.11,2
3463,0.03,0.35,0.04,0.03,0.07,2
3464,0.03,0.49,0.03,0.03,0.03,2
3465,0.01,0.53,0.02,0.3,0.05,2
3466,0.03,0.2,0.03,0.03,0.25,12
3467,0.03,0.17,0.03,0.03,0.35,12
3468,0.02,0.54,0.07,0.02,0.05,2
3469,0.02,0.28,0.02,0.02,0.4,12
3470,0.01,0.4,0.38,0.01,0.05,2
3471,0.03,0.36,0.03,0.03,0.05,2
3472,0.01,0.63,0.01,0.01,0.13,2
3473,0.02,0.55,0.02,0.03,0.03,2
3474,0.03,0.4,0.03,0.03,0.05,2
3475,0.03,0.12,0.05,0.03,0.35,12
3476,0.02,0.52,0.02,0.02,0.16,2
3477,0.02,0.23,0.02,0.02,0.43,12
3478,0.02,0.59,0.02,0.02,0.04,2
3479,0.02,0.3,0.03,0.02,0.25,2
3480,0.01,0.72,0.02,0.02,0.01,2
3481,0.0,0.78,0.01,0.02,0.12,2
3482,0.01,0.32,0.02,0.02,0.42,12
3483,0.03,0.44,0.03,0.03,0.04,2
3484,0.01,0.77,0.01,0.01,0.04,2
3485,0.02,0.59,0.02,0.03,0.04,2
3486,0.02,0.36,0.02,0.02,0.35,2
3487,0.01,0.66,0.02,0.15,0.01,2
3488,0.02,0.56,0.02,0.02,0.09,2
3489,0.02,0.41,0.02,0.02,0.22,2
3490,0.01,0.49,0.01,0.01,0.02,2
3491,0.03,0.26,0.03,0.03,0.25,2
3492,0.02,0.25,0.02,0.04,0.38,12
3493,0.02,0.52,0.13,0.02,0.04,2
3494,0.02,0.48,0.04,0.01,0.23,2
3495,0.03,0.44,0.03,0.02,0.1,2
3496,0.04,0.29,0.04,0.04,0.04,2
3497,0.02,0.58,0.02,0.02,0.04,2
3498,0.04,0.19,0.04,0.07,0.04,2
3499,0.03,0.45,0.03,0.03,0.07,2
3500,0.03,0.44,0.03,0.03,0.03,2
3501,0.02,0.64,0.02,0.02,0.02,2
3502,0.01,0.7,0.15,0.01,0.03,2
3503,0.01,0.07,0.02,0.02,0.68,12
3504,0.03,0.21,0.03,0.03,0.22,12
3505,0.03,0.33,0.04,0.03,0.08,2
3506,0.03,0.42,0.07,0.03,0.03,2
3507,0.03,0.22,0.21,0.04,0.04,2
3508,0.01,0.8,0.01,0.01,0.01,2
3509,0.02,0.56,0.02,0.04,0.04,2
3510,0.02,0.41,0.03,0.03,0.14,2
3511,0.03,0.44,0.03,0.03,0.03,2
3512,0.04,0.05,0.04,0.04,0.29,12
3513,0.04,0.23,0.04,0.04,0.07,2
3514,0.02,0.59,0.03,0.02,0.03,2
3515,0.01,0.64,0.01,0.01,0.16,2
3516,0.02,0.65,0.02,0.07,0.02,2
3517,0.01,0.63,0.02,0.01,0.01,2
3518,0.01,0.67,0.01,0.05,0.05,2
3519,0.02,0.46,0.02,0.24,0.02,2
3520,0.02,0.5,0.07,0.02,0.03,2
3521,0.01,0.77,0.02,0.01,0.1,2
3522,0.04,0.18,0.05,0.04,0.16,2
3523,0.01,0.43,0.35,0.01,0.02,2
3524,0.02,0.33,0.02,0.04,0.28,2
3525,0.01,0.49,0.01,0.01,0.02,2
3526,0.02,0.55,0.02,0.03,0.04,2
3527,0.02,0.57,0.12,0.02,0.03,2
3528,0.02,0.52,0.02,0.05,0.02,2
3529,0.02,0.29,0.05,0.02,0.36,12
3530,0.01,0.27,0.01,0.01,0.55,12
3531,0.03,0.38,0.05,0.03,0.07,2
3532,0.01,0.79,0.01,0.01,0.01,2
3533,0.02,0.56,0.02,0.02,0.05,2
3534,0.03,0.43,0.03,0.04,0.05,2
3535,0.03,0.34,0.03,0.03,0.04,2
3536,0.02,0.62,0.02,0.02,0.02,2
3537,0.02,0.41,0.02,0.02,0.19,2
3538,0.01,0.75,0.01,0.01,0.02,2
3539,0.02,0.52,0.02,0.02,0.2,2
3540,0.01,0.23,0.47,0.01,0.11,6
3541,0.02,0.18,0.02,0.02,0.43,12
3542,0.04,0.1,0.03,0.04,0.23,12
3543,0.02,0.45,0.02,0.03,0.1,2
3544,0.02,0.59,0.02,0.02,0.07,2
3545,0.04,0.11,0.03,0.03,0.26,12
3546,0.01,0.67,0.02,0.01,0.08,2
3547,0.04,0.24,0.04,0.05,0.04,2
3548,0.01,0.5,0.02,0.03,0.26,2
3549,0.01,0.47,0.01,0.01,0.3,2
3550,0.02,0.52,0.03,0.02,0.03,2
3551,0.02,0.65,0.02,0.02,0.03,2
3552,0.02,0.56,0.14,0.02,0.02,2
3553,0.04,0.09,0.03,0.04,0.28,12
3554,0.03,0.2,0.03,0.03,0.27,12
3555,0.01,0.55,0.01,0.01,0.21,2
3556,0.02,0.29,0.02,0.02,0.29,2
3557,0.02,0.63,0.02,0.02,0.04,2
3558,0.03,0.43,0.03,0.03,0.04,2
3559,0.01,0.34,0.38,0.01,0.06,6
3560,0.04,0.25,0.06,0.05,0.05,2
3561,0.02,0.57,0.02,0.03,0.05,2
3562,0.03,0.3,0.03,0.03,0.24,2
3563,0.02,0.44,0.02,0.08,0.1,2
3564,0.02,0.52,0.03,0.04,0.04,2
3565,0.03,0.19,0.05,0.04,0.16,2
3566,0.02,0.69,0.02,0.02,0.03,2
3567,0.02,0.49,0.06,0.03,0.17,2
3568,0.01,0.58,0.02,0.04,0.12,2
3569,0.02,0.59,0.02,0.02,0.03,2
3570,0.01,0.57,0.01,0.04,0.21,2
3571,0.02,0.55,0.03,0.02,0.14,2
3572,0.02,0.46,0.11,0.03,0.02,2
3573,0.02,0.43,0.25,0.02,0.02,2
3574,0.02,0.44,0.05,0.03,0.08,2
3575,0.02,0.44,0.02,0.02,0.25,2
3576,0.01,0.72,0.02,0.04,0.04,2
3577,0.03,0.45,0.03,0.03,0.04,2
3578,0.03,0.05,0.04,0.04,0.35,12
3579,0.03,0.04,0.03,0.03,0.38,12
3580,0.02,0.27,0.02,0.02,0.44,12
3581,0.03,0.39,0.03,0.04,0.03,2
3582,0.02,0.53,0.03,0.03,0.06,2
3583,0.02,0.51,0.03,0.02,0.08,2
3584,0.04,0.06,0.06,0.08,0.13,12
3585,0.02,0.62,0.02,0.02,0.08,2
3586,0.04,0.16,0.04,0.04,0.07,2
3587,0.03,0.36,0.03,0.03,0.05,2
3588,0.04,0.09,0.04,0.08,0.13,12
3589,0.02,0.48,0.02,0.02,0.15,2
3590,0.03,0.34,0.05,0.04,0.1,2
3591,0.03,0.35,0.03,0.03,0.14,2
3592,0.02,0.3,0.02,0.02,0.3,2
3593,0.03,0.2,0.03,0.03,0.18,2
3594,0.03,0.45,0.03,0.03,0.03,2
3595,0.03,0.05,0.03,0.03,0.39,12
3596,0.03,0.38,0.03,0.03,0.04,2
3597,0.02,0.52,0.02,0.02,0.1,2
3598,0.02,0.5,0.02,0.02,0.16,2
3599,0.03,0.34,0.04,0.03,0.04,2
3600,0.03,0.17,0.03,0.03,0.22,12
3601,0.01,0.13,0.01,0.01,0.68,12
3602,0.04,0.17,0.04,0.04,0.04,2
3603,0.03,0.44,0.03,0.03,0.05,2
3604,0.02,0.5,0.02,0.02,0.02,2
3605,0.03,0.3,0.03,0.03,0.04,2
3606,0.03,0.29,0.03,0.04,0.08,2
3607,0.03,0.19,0.03,0.03,0.27,12
3608,0.03,0.35,0.03,0.03,0.09,2
3609,0.02,0.68,0.02,0.02,0.03,2
3610,0.01,0.64,0.01,0.04,0.14,2
3611,0.01,0.82,0.01,0.01,0.02,2
3612,0.01,0.73,0.01,0.01,0.01,2
3613,0.02,0.45,0.02,0.03,0.13,2
3614,0.01,0.29,0.01,0.01,0.6,12
3615,0.02,0.61,0.02,0.02,0.03,2
3616,0.04,0.27,0.04,0.04,0.04,2
3617,0.03,0.37,0.03,0.03,0.06,2
3618,0.02,0.57,0.02,0.02,0.03,2
3619,0.03,0.36,0.03,0.03,0.07,2
3620,0.03,0.26,0.04,0.04,0.11,2
3621,0.02,0.62,0.02,0.02,0.02,2
3622,0.01,0.49,0.01,0.01,0.02,2
3623,0.02,0.63,0.02,0.02,0.04,2
3624,0.03,0.46,0.03,0.03,0.04,2
3625,0.04,0.19,0.04,0.04,0.13,2
3626,0.04,0.2,0.04,0.04,0.05,2
3627,0.02,0.17,0.02,0.02,0.41,12
3628,0.03,0.17,0.04,0.03,0.24,12
3629,0.03,0.32,0.03,0.1,0.04,2
3630,0.02,0.25,0.02,0.06,0.29,12
3631,0.02,0.48,0.15,0.04,0.03,2
3632,0.03,0.36,0.03,0.07,0.04,2
3633,0.02,0.17,0.02,0.02,0.53,12
3634,0.01,0.82,0.01,0.01,0.04,2
3635,0.02,0.67,0.02,0.01,0.06,2
3636,0.01,0.71,0.02,0.02,0.02,2
3637,0.02,0.64,0.02,0.02,0.08,2
3638,0.01,0.25,0.02,0.01,0.5,12
3639,0.02,0.48,0.11,0.02,0.03,2
3640,0.02,0.5,0.02,0.03,0.08,2
3641,0.01,0.08,0.01,0.08,0.61,12
3642,0.02,0.29,0.02,0.02,0.32,12
3643,0.01,0.86,0.01,0.01,0.02,2
3644,0.03,0.34,0.03,0.03,0.04,2
3645,0.02,0.56,0.02,0.02,0.09,2
3646,0.03,0.48,0.03,0.03,0.03,2
3647,0.01,0.8,0.01,0.01,0.07,2
3648,0.01,0.65,0.02,0.02,0.08,2
3649,0.02,0.14,0.03,0.02,0.44,12
3650,0.02,0.31,0.02,0.02,0.29,2
3651,0.01,0.64,0.1,0.03,0.06,2
3652,0.03,0.41,0.03,0.04,0.03,2
3653,0.01,0.03,0.02,0.01,0.7,12
3654,0.03,0.27,0.03,0.03,0.22,2
3655,0.02,0.19,0.02,0.02,0.45,12
3656,0.02,0.46,0.02,0.02,0.23,2
3657,0.04,0.15,0.04,0.04,0.11,2
3658,0.04,0.29,0.04,0.04,0.05,2
3659,0.03,0.35,0.1,0.03,0.03,2
3660,0.01,0.67,0.02,0.01,0.09,2
3661,0.01,0.71,0.02,0.01,0.02,2
3662,0.04,0.13,0.04,0.03,0.22,12
3663,0.03,0.13,0.04,0.03,0.38,12
3664,0.03,0.11,0.04,0.03,0.31,12
3665,0.04,0.09,0.04,0.04,0.25,12
3666,0.04,0.15,0.04,0.04,0.05,2
3667,0.01,0.58,0.04,0.01,0.17,2
3668,0.04,0.3,0.06,0.04,0.04,2
3669,0.02,0.59,0.02,0.02,0.1,2
3670,0.05,0.13,0.05,0.05,0.05,2
3671,0.03,0.39,0.04,0.03,0.03,2
3672,0.03,0.2,0.16,0.03,0.05,2
3673,0.03,0.45,0.03,0.03,0.05,2
3674,0.02,0.51,0.02,0.05,0.07,2
3675,0.02,0.7,0.01,0.02,0.03,2
3676,0.02,0.59,0.02,0.02,0.02,2
3677,0.02,0.45,0.03,0.02,0.11,2
3678,0.01,0.6,0.01,0.02,0.17,2
3679,0.01,0.75,0.04,0.01,0.02,2
3680,0.02,0.39,0.02,0.02,0.26,2
3681,0.01,0.62,0.16,0.01,0.02,2
3682,0.03,0.38,0.03,0.04,0.08,2
3683,0.01,0.74,0.02,0.01,0.02,2
3684,0.01,0.5,0.01,0.02,0.26,2
3685,0.01,0.61,0.03,0.01,0.14,2
3686,0.03,0.29,0.14,0.03,0.03,2
3687,0.02,0.57,0.02,0.02,0.08,2
3688,0.03,0.36,0.03,0.03,0.05,2
3689,0.01,0.54,0.09,0.02,0.21,2
3690,0.01,0.59,0.01,0.03,0.15,2
3691,0.01,0.72,0.05,0.02,0.01,2
3692,0.03,0.28,0.04,0.04,0.09,2
3693,0.01,0.34,0.38,0.01,0.06,6
3694,0.04,0.32,0.04,0.04,0.04,2
3695,0.02,0.25,0.13,0.02,0.29,12
3696,0.01,0.61,0.01,0.01,0.19,2
3697,0.04,0.15,0.05,0.04,0.14,2
3698,0.02,0.4,0.02,0.03,0.22,2
3699,0.03,0.38,0.03,0.03,0.07,2
3700,0.02,0.56,0.03,0.05,0.03,2
3701,0.03,0.47,0.03,0.06,0.03,2
3702,0.02,0.43,0.02,0.2,0.04,2
3703,0.03,0.38,0.03,0.03,0.12,2
3704,0.01,0.73,0.01,0.05,0.03,2
3705,0.01,0.71,0.01,0.03,0.04,2
3706,0.01,0.74,0.01,0.01,0.03,2
3707,0.04,0.3,0.04,0.04,0.04,2
3708,0.02,0.52,0.03,0.02,0.05,2
3709,0.02,0.34,0.03,0.03,0.21,2
3710,0.01,0.59,0.01,0.02,0.17,2
3711,0.02,0.37,0.05,0.02,0.25,2
3712,0.01,0.81,0.01,0.01,0.02,2
3713,0.01,0.76,0.01,0.02,0.02,2
3714,0.01,0.74,0.01,0.01,0.05,2
3715,0.04,0.11,0.04,0.04,0.13,12
3716,0.03,0.26,0.03,0.03,0.14,2
3717,0.02,0.39,0.03,0.15,0.15,2
3718,0.02,0.52,0.03,0.03,0.03,2
3719,0.04,0.18,0.04,0.04,0.06,2
3720,0.02,0.56,0.02,0.02,0.1,2
3721,0.03,0.38,0.03,0.03,0.04,2
3722,0.02,0.53,0.03,0.02,0.03,2
3723,0.03,0.15,0.03,0.03,0.31,12
3724,0.04,0.18,0.04,0.05,0.04,2
3725,0.04,0.29,0.03,0.04,0.06,2
3726,0.03,0.3,0.04,0.03,0.08,2
3727,0.02,0.51,0.02,0.02,0.16,2
3728,0.03,0.1,0.04,0.03,0.41,12
3729,0.04,0.08,0.04,0.04,0.12,12
3730,0.03,0.04,0.04,0.03,0.39,12
3731,0.05,0.07,0.07,0.05,0.1,12
3732,0.02,0.51,0.03,0.03,0.03,2
3733,0.01,0.66,0.01,0.01,0.16,2
3734,0.02,0.65,0.02,0.02,0.02,2
3735,0.04,0.21,0.04,0.04,0.07,2
3736,0.02,0.13,0.03,0.02,0.48,12
3737,0.03,0.44,0.03,0.03,0.04,2
3738,0.02,0.41,0.02,0.03,0.14,2
3739,0.02,0.64,0.02,0.02,0.02,2
3740,0.03,0.3,0.03,0.03,0.03,2
3741,0.02,0.39,0.01,0.02,0.33,2
3742,0.03,0.49,0.04,0.02,0.04,2
3743,0.03,0.38,0.03,0.03,0.13,2
3744,0.02,0.6,0.02,0.02,0.03,2
3745,0.04,0.09,0.04,0.04,0.17,12
3746,0.04,0.16,0.04,0.04,0.04,2
3747,0.03,0.27,0.03,0.03,0.2,2
3748,0.03,0.31,0.03,0.03,0.09,2
3749,0.01,0.76,0.02,0.02,0.03,2
3750,0.03,0.41,0.03,0.03,0.07,2
3751,0.04,0.17,0.04,0.04,0.12,2
3752,0.02,0.62,0.02,0.02,0.03,2
3753,0.02,0.7,0.01,0.02,0.02,2
3754,0.02,0.56,0.02,0.02,0.02,2
3755,0.01,0.75,0.01,0.01,0.02,2
3756,0.03,0.46,0.03,0.03,0.04,2
3757,0.04,0.29,0.04,0.04,0.05,2
3758,0.02,0.57,0.02,0.02,0.02,2
3759,0.03,0.45,0.03,0.03,0.04,2
3760,0.04,0.26,0.05,0.04,0.04,2
3761,0.02,0.54,0.03,0.02,0.08,2
3762,0.04,0.21,0.04,0.04,0.05,2
3763,0.02,0.36,0.05,0.17,0.03,2
3764,0.05,0.06,0.04,0.04,0.12,12
3765,0.05,0.07,0.06,0.05,0.07,2
3766,0.04,0.18,0.04,0.04,0.04,2
3767,0.04,0.24,0.04,0.04,0.04,2
3768,0.03,0.37,0.03,0.03,0.04,2
3769,0.04,0.23,0.04,0.04,0.04,2
3770,0.03,0.4,0.03,0.06,0.05,2
3771,0.03,0.4,0.03,0.03,0.04,2
3772,0.05,0.05,0.05,0.05,0.1,12
3773,0.04,0.13,0.05,0.04,0.06,2
3774,0.02,0.68,0.02,0.02,0.02,2
3775,0.02,0.31,0.05,0.03,0.23,2
3776,0.04,0.13,0.05,0.04,0.07,2
3777,0.03,0.4,0.03,0.03,0.09,2
3778,0.04,0.13,0.04,0.04,0.22,12
3779,0.03,0.43,0.03,0.03,0.03,2
3780,0.03,0.39,0.03,0.03,0.03,2
3781,0.02,0.62,0.02,0.02,0.03,2
3782,0.02,0.59,0.08,0.03,0.02,2
3783,0.03,0.44,0.08,0.04,0.03,2
3784,0.01,0.67,0.05,0.01,0.01,2
3785,0.02,0.55,0.02,0.02,0.15,2
3786,0.03,0.41,0.04,0.04,0.03,2
3787,0.02,0.58,0.04,0.01,0.07,2
3788,0.01,0.6,0.02,0.02,0.19,2
3789,0.02,0.45,0.02,0.03,0.13,2
3790,0.01,0.78,0.01,0.01,0.01,2
3791,0.03,0.41,0.03,0.03,0.07,2
3792,0.02,0.59,0.03,0.02,0.03,2
3793,0.02,0.6,0.02,0.04,0.07,2
3794,0.04,0.27,0.04,0.04,0.05,2
3795,0.02,0.61,0.02,0.04,0.03,2
3796,0.04,0.3,0.04,0.04,0.04,2
3797,0.02,0.64,0.02,0.02,0.04,2
3798,0.03,0.4,0.03,0.03,0.1,2
3799,0.01,0.68,0.01,0.01,0.23,2
3800,0.02,0.49,0.02,0.02,0.23,2
3801,0.03,0.24,0.02,0.03,0.29,12
3802,0.02,0.26,0.02,0.02,0.45,12
3803,0.03,0.48,0.04,0.03,0.04,2
3804,0.02,0.52,0.03,0.02,0.1,2
3805,0.02,0.29,0.02,0.02,0.39,12
3806,0.02,0.35,0.02,0.02,0.34,2
3807,0.04,0.08,0.04,0.04,0.18,12
3808,0.02,0.33,0.02,0.02,0.32,2
3809,0.02,0.6,0.08,0.02,0.02,2
3810,0.01,0.71,0.02,0.01,0.04,2
3811,0.02,0.54,0.07,0.02,0.02,2
3812,0.02,0.51,0.03,0.02,0.04,2
3813,0.03,0.38,0.05,0.03,0.08,2
3814,0.03,0.36,0.04,0.05,0.03,2
3815,0.01,0.58,0.14,0.01,0.16,2
3816,0.02,0.55,0.02,0.02,0.04,2
3817,0.02,0.62,0.03,0.02,0.04,2
3818,0.01,0.6,0.03,0.01,0.16,2
3819,0.02,0.46,0.02,0.02,0.26,2
3820,0.01,0.83,0.02,0.01,0.02,2
3821,0.04,0.13,0.04,0.04,0.16,12
3822,0.03,0.42,0.03,0.03,0.06,2
3823,0.01,0.58,0.02,0.01,0.16,2
3824,0.01,0.72,0.02,0.02,0.02,2
3825,0.02,0.55,0.02,0.02,0.03,2
3826,0.05,0.07,0.05,0.05,0.12,12
3827,0.04,0.29,0.03,0.06,0.05,2
3828,0.01,0.76,0.06,0.02,0.01,2
3829,0.04,0.05,0.04,0.04,0.29,12
3830,0.02,0.58,0.02,0.02,0.09,2
3831,0.02,0.58,0.02,0.02,0.04,2
3832,0.03,0.2,0.1,0.03,0.11,2
3833,0.01,0.68,0.03,0.04,0.02,2
3834,0.03,0.48,0.03,0.02,0.04,2
3835,0.03,0.26,0.04,0.03,0.21,2
3836,0.01,0.7,0.01,0.01,0.08,2
3837,0.02,0.6,0.02,0.02,0.07,2
3838,0.03,0.3,0.03,0.03,0.03,2
3839,0.02,0.48,0.15,0.03,0.04,2
3840,0.03,0.36,0.03,0.03,0.11,2
3841,0.02,0.35,0.36,0.02,0.02,6
3842,0.02,0.22,0.02,0.02,0.43,12
3843,0.01,0.84,0.01,0.0,0.06,2
3844,0.02,0.37,0.03,0.02,0.22,2
3845,0.01,0.72,0.01,0.05,0.01,2
3846,0.02,0.39,0.03,0.02,0.27,2
3847,0.03,0.15,0.11,0.08,0.21,12
3848,0.03,0.35,0.03,0.04,0.03,2
3849,0.04,0.05,0.04,0.04,0.28,12
3850,0.01,0.62,0.03,0.21,0.02,2
3851,0.01,0.89,0.01,0.01,0.01,2
3852,0.02,0.57,0.02,0.05,0.06,2
