Unnamed: 0,Topic0: Waste of money,Topic2: Problemas de funcionamiento,Topic6: Falta de metodos de importacion de datos,Topic8: Falta de funciones y de opciones de calidad de vida,Topic12:  Problemas Intalacion nueva version,Dom_Topic
25822,0.01,0.7,0.01,0.01,0.07,2
25823,0.01,0.77,0.02,0.03,0.01,2
25824,0.01,0.58,0.18,0.01,0.01,2
25825,0.02,0.64,0.02,0.02,0.02,2
25826,0.01,0.83,0.01,0.01,0.02,2
25827,0.02,0.62,0.02,0.02,0.03,2
25828,0.02,0.72,0.01,0.01,0.01,2
25829,0.02,0.44,0.08,0.07,0.04,2
25830,0.02,0.58,0.03,0.07,0.02,2
25831,0.01,0.75,0.04,0.03,0.01,2
25832,0.02,0.59,0.02,0.02,0.02,2
25833,0.01,0.36,0.42,0.01,0.02,6
25834,0.01,0.55,0.08,0.01,0.12,2
25835,0.01,0.64,0.02,0.15,0.07,2
25836,0.01,0.41,0.02,0.01,0.49,12
25837,0.03,0.22,0.1,0.03,0.13,2
25838,0.03,0.49,0.03,0.03,0.03,2
25839,0.01,0.55,0.2,0.01,0.03,2
25840,0.02,0.48,0.03,0.02,0.16,2
25841,0.01,0.72,0.01,0.1,0.02,2
25842,0.02,0.5,0.02,0.03,0.07,2
25843,0.01,0.8,0.01,0.01,0.01,2
25844,0.02,0.6,0.02,0.03,0.08,2
25845,0.03,0.29,0.03,0.03,0.25,2
25846,0.03,0.41,0.03,0.03,0.03,2
25847,0.02,0.57,0.03,0.02,0.02,2
25848,0.02,0.44,0.02,0.13,0.05,2
25849,0.02,0.6,0.03,0.02,0.03,2
25850,0.02,0.53,0.02,0.02,0.04,2
25851,0.03,0.48,0.03,0.02,0.03,2
25852,0.02,0.64,0.02,0.02,0.03,2
25853,0.02,0.65,0.02,0.02,0.02,2
25854,0.03,0.35,0.05,0.04,0.05,2
25855,0.02,0.54,0.03,0.03,0.07,2
25856,0.02,0.41,0.2,0.04,0.02,2
25857,0.03,0.44,0.04,0.03,0.03,2
25858,0.02,0.56,0.03,0.03,0.05,2
25859,0.01,0.3,0.02,0.02,0.43,12
25860,0.03,0.49,0.03,0.03,0.04,2
25861,0.01,0.68,0.01,0.02,0.05,2
25862,0.05,0.08,0.05,0.05,0.05,2
25863,0.04,0.21,0.13,0.04,0.05,2
25864,0.02,0.42,0.04,0.02,0.18,2
25865,0.02,0.65,0.03,0.02,0.03,2
25866,0.02,0.57,0.02,0.02,0.12,2
25867,0.03,0.28,0.03,0.03,0.18,2
25868,0.02,0.61,0.02,0.02,0.03,2
25869,0.01,0.76,0.1,0.01,0.02,2
25870,0.01,0.5,0.02,0.01,0.31,2
25871,0.02,0.6,0.02,0.02,0.02,2
25872,0.04,0.22,0.04,0.04,0.05,2
25873,0.02,0.56,0.06,0.02,0.09,2
25874,0.05,0.09,0.05,0.05,0.04,2
25875,0.02,0.61,0.03,0.02,0.02,2
25876,0.03,0.23,0.04,0.03,0.18,2
25877,0.02,0.09,0.02,0.02,0.52,12
25878,0.02,0.56,0.02,0.02,0.03,2
25879,0.02,0.62,0.03,0.02,0.02,2
25880,0.01,0.7,0.04,0.04,0.03,2
25881,0.04,0.22,0.06,0.07,0.09,2
25882,0.01,0.78,0.01,0.04,0.01,2
25883,0.02,0.15,0.02,0.02,0.55,12
25884,0.02,0.42,0.02,0.02,0.23,2
25885,0.02,0.36,0.02,0.02,0.22,2
25886,0.01,0.67,0.04,0.01,0.05,2
25887,0.02,0.61,0.03,0.02,0.02,2
25888,0.03,0.47,0.02,0.04,0.04,2
25889,0.02,0.45,0.02,0.02,0.17,2
25890,0.02,0.54,0.02,0.03,0.03,2
25891,0.01,0.53,0.14,0.13,0.01,2
25892,0.02,0.52,0.03,0.02,0.14,2
25893,0.02,0.52,0.03,0.06,0.02,2
25894,0.03,0.35,0.07,0.03,0.05,2
25895,0.02,0.24,0.02,0.02,0.35,12
25896,0.04,0.12,0.14,0.06,0.08,6
25897,0.02,0.09,0.02,0.03,0.51,12
25898,0.03,0.41,0.07,0.05,0.03,2
25899,0.03,0.26,0.17,0.03,0.05,2
25900,0.01,0.45,0.07,0.04,0.26,2
25901,0.02,0.08,0.02,0.02,0.52,12
25902,0.05,0.09,0.05,0.05,0.06,2
25903,0.04,0.28,0.05,0.04,0.05,2
25904,0.03,0.43,0.03,0.03,0.03,2
25905,0.02,0.58,0.07,0.02,0.04,2
25906,0.02,0.56,0.02,0.02,0.03,2
25907,0.02,0.64,0.03,0.02,0.03,2
25908,0.02,0.52,0.02,0.02,0.02,2
25909,0.03,0.14,0.13,0.14,0.04,2
25910,0.01,0.38,0.31,0.01,0.19,2
25911,0.02,0.57,0.03,0.02,0.05,2
25912,0.03,0.47,0.03,0.03,0.03,2
25913,0.04,0.28,0.04,0.04,0.04,2
25914,0.03,0.48,0.02,0.03,0.03,2
25915,0.02,0.62,0.02,0.02,0.06,2
25916,0.01,0.76,0.01,0.01,0.03,2
25917,0.03,0.26,0.03,0.03,0.14,2
25918,0.02,0.53,0.03,0.02,0.1,2
25919,0.04,0.11,0.11,0.05,0.06,2
25920,0.02,0.5,0.02,0.04,0.09,2
25921,0.03,0.33,0.06,0.04,0.03,2
25922,0.02,0.09,0.02,0.02,0.51,12
25923,0.02,0.52,0.15,0.02,0.06,2
25924,0.03,0.27,0.03,0.05,0.22,2
25925,0.04,0.14,0.08,0.06,0.12,2
25926,0.02,0.6,0.03,0.04,0.02,2
25927,0.03,0.36,0.04,0.04,0.04,2
25928,0.02,0.53,0.02,0.02,0.03,2
25929,0.02,0.44,0.04,0.02,0.18,2
25930,0.02,0.58,0.03,0.02,0.02,2
25931,0.03,0.3,0.04,0.1,0.03,2
25932,0.02,0.61,0.03,0.02,0.02,2
25933,0.03,0.28,0.04,0.03,0.13,2
25934,0.02,0.46,0.16,0.02,0.03,2
25935,0.04,0.13,0.04,0.04,0.18,12
25936,0.04,0.09,0.03,0.04,0.26,12
25937,0.03,0.49,0.03,0.03,0.03,2
25938,0.01,0.73,0.02,0.01,0.02,2
25939,0.04,0.06,0.04,0.04,0.19,12
25940,0.04,0.19,0.04,0.04,0.04,2
25941,0.02,0.36,0.02,0.02,0.29,2
25942,0.02,0.63,0.03,0.04,0.03,2
25943,0.01,0.66,0.14,0.01,0.02,2
25944,0.04,0.24,0.04,0.04,0.08,2
25945,0.02,0.39,0.13,0.03,0.08,2
25946,0.01,0.65,0.02,0.06,0.06,2
25947,0.03,0.43,0.03,0.03,0.03,2
25948,0.04,0.3,0.04,0.04,0.04,2
25949,0.03,0.51,0.03,0.03,0.03,2
25950,0.01,0.61,0.01,0.01,0.24,2
25951,0.03,0.36,0.03,0.03,0.12,2
25952,0.04,0.31,0.05,0.04,0.04,2
25953,0.03,0.19,0.03,0.03,0.22,12
25954,0.03,0.11,0.12,0.07,0.27,12
25955,0.02,0.56,0.03,0.04,0.03,2
25956,0.01,0.68,0.01,0.01,0.2,2
25957,0.03,0.4,0.03,0.03,0.03,2
25958,0.03,0.26,0.03,0.03,0.11,2
25959,0.02,0.68,0.03,0.02,0.02,2
25960,0.01,0.09,0.02,0.03,0.64,12
25961,0.01,0.76,0.01,0.02,0.01,2
25962,0.05,0.05,0.05,0.05,0.05,0
25963,0.01,0.09,0.01,0.01,0.76,12
25964,0.03,0.33,0.04,0.08,0.04,2
25965,0.03,0.37,0.03,0.03,0.04,2
25966,0.01,0.77,0.01,0.02,0.01,2
25967,0.03,0.35,0.03,0.03,0.09,2
25968,0.01,0.75,0.02,0.01,0.02,2
25969,0.02,0.55,0.03,0.02,0.06,2
25970,0.02,0.64,0.07,0.03,0.01,2
25971,0.01,0.63,0.26,0.01,0.01,2
25972,0.02,0.48,0.04,0.06,0.04,2
25973,0.03,0.45,0.03,0.03,0.04,2
25974,0.02,0.3,0.02,0.03,0.33,12
25975,0.04,0.28,0.04,0.05,0.05,2
25976,0.02,0.33,0.02,0.02,0.26,2
25977,0.03,0.22,0.03,0.03,0.31,12
25978,0.02,0.18,0.03,0.03,0.39,12
25979,0.03,0.22,0.03,0.03,0.26,12
25980,0.01,0.65,0.02,0.02,0.08,2
25981,0.01,0.52,0.13,0.04,0.11,2
25982,0.03,0.32,0.03,0.03,0.14,2
25983,0.02,0.53,0.02,0.02,0.04,2
25984,0.02,0.28,0.02,0.03,0.26,2
25985,0.03,0.51,0.02,0.03,0.03,2
25986,0.02,0.57,0.02,0.02,0.02,2
25987,0.04,0.18,0.05,0.04,0.05,2
25988,0.05,0.05,0.05,0.05,0.05,0
25989,0.04,0.18,0.04,0.04,0.06,2
25990,0.03,0.35,0.03,0.03,0.04,2
25991,0.02,0.51,0.03,0.12,0.04,2
25992,0.03,0.46,0.03,0.03,0.04,2
25993,0.03,0.28,0.04,0.04,0.07,2
25994,0.03,0.38,0.03,0.03,0.04,2
25995,0.02,0.57,0.03,0.02,0.03,2
25996,0.03,0.44,0.03,0.09,0.03,2
25997,0.03,0.45,0.03,0.03,0.05,2
25998,0.01,0.59,0.13,0.12,0.01,2
25999,0.01,0.73,0.02,0.02,0.02,2
26000,0.03,0.49,0.02,0.02,0.03,2
26001,0.02,0.53,0.04,0.02,0.03,2
26002,0.03,0.48,0.03,0.03,0.06,2
26003,0.02,0.59,0.02,0.02,0.03,2
26004,0.04,0.31,0.04,0.04,0.03,2
26005,0.03,0.4,0.05,0.03,0.03,2
26006,0.05,0.13,0.05,0.05,0.05,2
26007,0.04,0.28,0.04,0.04,0.04,2
26008,0.05,0.05,0.05,0.05,0.05,0
26009,0.04,0.24,0.04,0.04,0.04,2
26010,0.04,0.25,0.04,0.04,0.04,2
26011,0.04,0.2,0.04,0.04,0.05,2
26012,0.01,0.65,0.03,0.07,0.04,2
26013,0.01,0.62,0.02,0.02,0.02,2
26014,0.04,0.2,0.04,0.04,0.08,2
26015,0.03,0.45,0.03,0.03,0.03,2
26016,0.03,0.4,0.03,0.04,0.03,2
26017,0.02,0.69,0.02,0.02,0.02,2
26018,0.04,0.17,0.11,0.06,0.05,2
26019,0.03,0.32,0.09,0.03,0.06,2
26020,0.02,0.46,0.02,0.02,0.15,2
26021,0.04,0.29,0.05,0.05,0.03,2
26022,0.04,0.31,0.03,0.04,0.04,2
26023,0.01,0.76,0.02,0.09,0.01,2
26024,0.05,0.09,0.05,0.05,0.05,2
26025,0.03,0.29,0.03,0.03,0.13,2
26026,0.03,0.49,0.02,0.02,0.03,2
26027,0.02,0.54,0.03,0.03,0.02,2
26028,0.02,0.46,0.02,0.02,0.2,2
26029,0.02,0.2,0.02,0.02,0.47,12
26030,0.02,0.53,0.03,0.02,0.03,2
26031,0.02,0.6,0.02,0.02,0.02,2
26032,0.01,0.56,0.26,0.01,0.01,2
26033,0.02,0.65,0.04,0.02,0.04,2
26034,0.01,0.59,0.01,0.01,0.19,2
26035,0.01,0.54,0.19,0.02,0.02,2
26036,0.01,0.65,0.01,0.23,0.03,2
26037,0.03,0.11,0.03,0.03,0.3,12
26038,0.01,0.6,0.03,0.01,0.16,2
26039,0.02,0.65,0.02,0.02,0.02,2
26040,0.02,0.45,0.04,0.02,0.11,2
26041,0.03,0.32,0.03,0.03,0.18,2
26042,0.03,0.07,0.03,0.03,0.3,12
26043,0.01,0.73,0.04,0.01,0.01,2
26044,0.01,0.42,0.01,0.01,0.32,2
26045,0.02,0.37,0.08,0.14,0.14,2
26046,0.01,0.6,0.08,0.14,0.09,2
26047,0.03,0.1,0.03,0.04,0.3,12
26048,0.04,0.2,0.05,0.04,0.04,2
26049,0.01,0.68,0.01,0.04,0.17,2
26050,0.02,0.49,0.03,0.02,0.19,2
26051,0.01,0.66,0.01,0.01,0.1,2
26052,0.02,0.44,0.02,0.02,0.12,2
26053,0.04,0.12,0.04,0.05,0.19,12
26054,0.01,0.68,0.03,0.02,0.05,2
26055,0.01,0.55,0.01,0.26,0.04,2
26056,0.03,0.44,0.03,0.03,0.03,2
26057,0.04,0.06,0.04,0.04,0.16,12
26058,0.02,0.57,0.02,0.02,0.03,2
26059,0.02,0.54,0.02,0.02,0.03,2
26060,0.02,0.6,0.02,0.02,0.11,2
26061,0.01,0.74,0.01,0.01,0.03,2
26062,0.04,0.15,0.05,0.05,0.05,2
26063,0.02,0.63,0.04,0.02,0.03,2
26064,0.01,0.68,0.01,0.04,0.06,2
26065,0.03,0.35,0.04,0.03,0.04,2
26066,0.04,0.06,0.04,0.05,0.16,12
26067,0.03,0.44,0.03,0.03,0.03,2
26068,0.03,0.49,0.03,0.03,0.03,2
26069,0.02,0.53,0.02,0.02,0.07,2
26070,0.04,0.25,0.04,0.04,0.04,2
26071,0.03,0.44,0.08,0.03,0.03,2
26072,0.02,0.42,0.04,0.02,0.16,2
26073,0.01,0.74,0.12,0.01,0.01,2
26074,0.02,0.56,0.02,0.02,0.15,2
26075,0.02,0.6,0.02,0.02,0.06,2
26076,0.03,0.36,0.04,0.04,0.04,2
26077,0.01,0.8,0.01,0.01,0.02,2
26078,0.01,0.65,0.02,0.02,0.17,2
26079,0.01,0.65,0.17,0.01,0.05,2
26080,0.01,0.76,0.01,0.01,0.02,2
26081,0.03,0.43,0.06,0.03,0.03,2
26082,0.02,0.49,0.03,0.03,0.08,2
26083,0.03,0.32,0.03,0.03,0.19,2
26084,0.02,0.67,0.04,0.02,0.01,2
26085,0.01,0.39,0.32,0.02,0.05,2
26086,0.03,0.31,0.03,0.03,0.15,2
26087,0.02,0.4,0.19,0.02,0.03,2
26088,0.02,0.55,0.02,0.02,0.13,2
26089,0.02,0.36,0.13,0.03,0.11,2
26090,0.02,0.49,0.02,0.02,0.17,2
26091,0.04,0.18,0.04,0.04,0.04,2
26092,0.02,0.63,0.02,0.02,0.05,2
26093,0.01,0.25,0.01,0.01,0.52,12
26094,0.02,0.43,0.03,0.04,0.19,2
26095,0.01,0.67,0.14,0.01,0.02,2
26096,0.03,0.51,0.02,0.03,0.03,2
26097,0.04,0.27,0.04,0.04,0.04,2
26098,0.02,0.49,0.02,0.02,0.18,2
26099,0.02,0.69,0.03,0.02,0.02,2
26100,0.03,0.19,0.03,0.03,0.26,12
26101,0.01,0.28,0.01,0.01,0.55,12
26102,0.03,0.04,0.03,0.03,0.48,12
26103,0.03,0.49,0.05,0.02,0.04,2
26104,0.05,0.05,0.06,0.06,0.09,12
26105,0.04,0.24,0.07,0.04,0.04,2
26106,0.04,0.26,0.04,0.04,0.05,2
26107,0.05,0.06,0.06,0.05,0.05,2
26108,0.03,0.46,0.03,0.03,0.04,2
26109,0.02,0.63,0.05,0.02,0.02,2
26110,0.02,0.58,0.03,0.04,0.07,2
26111,0.02,0.64,0.03,0.02,0.03,2
26112,0.03,0.48,0.03,0.03,0.03,2
26113,0.04,0.3,0.06,0.04,0.03,2
26114,0.04,0.21,0.04,0.04,0.09,2
26115,0.01,0.63,0.12,0.02,0.02,2
26116,0.02,0.65,0.02,0.02,0.02,2
26117,0.02,0.58,0.04,0.05,0.02,2
26118,0.02,0.43,0.22,0.02,0.03,2
26119,0.02,0.58,0.02,0.02,0.03,2
26120,0.03,0.14,0.04,0.04,0.24,12
26121,0.01,0.26,0.01,0.01,0.51,12
26122,0.02,0.6,0.03,0.02,0.06,2
26123,0.03,0.16,0.03,0.03,0.19,12
26124,0.01,0.33,0.01,0.01,0.5,12
26125,0.02,0.64,0.02,0.02,0.02,2
26126,0.02,0.37,0.02,0.02,0.34,2
26127,0.05,0.05,0.05,0.05,0.05,0
26128,0.03,0.39,0.03,0.03,0.15,2
26129,0.02,0.48,0.09,0.03,0.03,2
26130,0.04,0.24,0.04,0.05,0.04,2
26131,0.01,0.57,0.13,0.02,0.04,2
26132,0.04,0.3,0.04,0.04,0.04,2
26133,0.03,0.36,0.03,0.03,0.05,2
26134,0.05,0.07,0.05,0.05,0.08,12
26135,0.02,0.53,0.02,0.02,0.08,2
26136,0.01,0.7,0.04,0.03,0.04,2
26137,0.04,0.24,0.04,0.04,0.04,2
26138,0.02,0.66,0.02,0.02,0.02,2
26139,0.04,0.21,0.05,0.04,0.05,2
26140,0.02,0.69,0.02,0.02,0.02,2
26141,0.02,0.65,0.02,0.02,0.02,2
26142,0.02,0.44,0.13,0.02,0.11,2
26143,0.01,0.61,0.05,0.08,0.04,2
26144,0.04,0.2,0.04,0.04,0.04,2
26145,0.05,0.11,0.07,0.05,0.04,2
26146,0.04,0.24,0.04,0.04,0.11,2
26147,0.02,0.55,0.03,0.02,0.05,2
26148,0.02,0.34,0.11,0.05,0.15,2
26149,0.01,0.7,0.02,0.01,0.05,2
26150,0.01,0.73,0.06,0.01,0.03,2
26151,0.01,0.77,0.02,0.03,0.03,2
26152,0.01,0.82,0.01,0.01,0.03,2
26153,0.03,0.4,0.07,0.03,0.05,2
26154,0.02,0.38,0.21,0.03,0.03,2
26155,0.03,0.29,0.08,0.05,0.05,2
26156,0.01,0.71,0.03,0.03,0.02,2
26157,0.03,0.38,0.09,0.03,0.05,2
26158,0.02,0.62,0.02,0.02,0.02,2
26159,0.04,0.21,0.06,0.04,0.06,2
26160,0.05,0.05,0.05,0.05,0.13,12
26161,0.02,0.52,0.04,0.04,0.15,2
26162,0.03,0.08,0.04,0.03,0.35,12
26163,0.01,0.54,0.19,0.03,0.01,2
26164,0.02,0.56,0.04,0.02,0.02,2
26165,0.02,0.52,0.08,0.03,0.05,2
26166,0.04,0.31,0.04,0.04,0.04,2
26167,0.03,0.31,0.03,0.03,0.16,2
26168,0.01,0.61,0.26,0.01,0.01,2
26169,0.01,0.66,0.02,0.19,0.01,2
26170,0.02,0.29,0.03,0.02,0.38,12
26171,0.01,0.72,0.07,0.01,0.01,2
26172,0.02,0.54,0.02,0.03,0.09,2
26173,0.03,0.17,0.03,0.03,0.24,12
26174,0.04,0.31,0.04,0.03,0.05,2
26175,0.03,0.35,0.07,0.11,0.03,2
26176,0.01,0.66,0.01,0.01,0.09,2
26177,0.02,0.54,0.03,0.02,0.03,2
26178,0.03,0.25,0.03,0.14,0.08,2
26179,0.04,0.15,0.04,0.04,0.18,12
26180,0.01,0.34,0.01,0.01,0.41,12
26181,0.02,0.14,0.03,0.03,0.48,12
26182,0.04,0.17,0.04,0.04,0.04,2
26183,0.04,0.22,0.05,0.04,0.11,2
26184,0.04,0.22,0.11,0.04,0.03,2
26185,0.02,0.51,0.03,0.03,0.04,2
26186,0.01,0.65,0.02,0.01,0.1,2
26187,0.02,0.62,0.03,0.02,0.02,2
26188,0.02,0.6,0.08,0.02,0.04,2
26189,0.04,0.23,0.07,0.04,0.05,2
26190,0.01,0.67,0.01,0.02,0.07,2
26191,0.01,0.47,0.35,0.01,0.01,2
26192,0.02,0.49,0.02,0.02,0.2,2
26193,0.03,0.39,0.03,0.03,0.04,2
26194,0.02,0.53,0.02,0.02,0.03,2
26195,0.03,0.48,0.03,0.03,0.04,2
26196,0.01,0.73,0.01,0.01,0.02,2
26197,0.02,0.57,0.03,0.03,0.03,2
26198,0.04,0.18,0.04,0.04,0.04,2
26199,0.02,0.42,0.07,0.02,0.16,2
26200,0.01,0.85,0.01,0.01,0.02,2
26201,0.02,0.53,0.03,0.02,0.03,2
26202,0.04,0.15,0.05,0.04,0.04,2
26203,0.03,0.06,0.04,0.04,0.32,12
26204,0.02,0.43,0.02,0.02,0.12,2
26205,0.03,0.18,0.03,0.03,0.34,12
26206,0.03,0.38,0.03,0.03,0.03,2
26207,0.02,0.46,0.05,0.08,0.05,2
26208,0.03,0.49,0.02,0.02,0.02,2
26209,0.03,0.26,0.04,0.08,0.09,2
26210,0.04,0.17,0.04,0.04,0.05,2
26211,0.04,0.21,0.04,0.04,0.07,2
26212,0.01,0.65,0.07,0.01,0.13,2
26213,0.02,0.59,0.02,0.02,0.08,2
26214,0.01,0.61,0.01,0.02,0.15,2
26215,0.01,0.81,0.01,0.01,0.01,2
26216,0.01,0.64,0.01,0.01,0.18,2
26217,0.03,0.31,0.07,0.05,0.06,2
26218,0.04,0.18,0.05,0.04,0.06,2
26219,0.04,0.18,0.04,0.04,0.04,2
26220,0.02,0.55,0.06,0.02,0.02,2
26221,0.03,0.45,0.03,0.03,0.04,2
26222,0.04,0.27,0.04,0.04,0.04,2
26223,0.01,0.74,0.06,0.01,0.02,2
26224,0.03,0.51,0.03,0.02,0.04,2
26225,0.01,0.71,0.01,0.07,0.01,2
26226,0.05,0.09,0.05,0.05,0.05,2
26227,0.04,0.17,0.1,0.03,0.14,2
26228,0.01,0.76,0.01,0.01,0.01,2
26229,0.02,0.62,0.02,0.02,0.02,2
26230,0.02,0.66,0.02,0.02,0.02,2
26231,0.02,0.57,0.03,0.02,0.02,2
26232,0.02,0.53,0.02,0.02,0.07,2
26233,0.01,0.67,0.05,0.02,0.02,2
26234,0.04,0.16,0.04,0.06,0.04,2
26235,0.04,0.2,0.04,0.04,0.04,2
26236,0.05,0.07,0.05,0.05,0.07,2
26237,0.04,0.13,0.04,0.09,0.05,2
26238,0.02,0.57,0.02,0.02,0.1,2
26239,0.03,0.41,0.03,0.03,0.04,2
26240,0.02,0.62,0.03,0.06,0.03,2
26241,0.03,0.46,0.04,0.03,0.03,2
26242,0.01,0.72,0.01,0.01,0.04,2
26243,0.03,0.25,0.03,0.03,0.27,12
26244,0.02,0.4,0.27,0.02,0.02,2
26245,0.03,0.4,0.03,0.03,0.03,2
26246,0.02,0.63,0.02,0.02,0.02,2
26247,0.02,0.45,0.14,0.03,0.02,2
26248,0.01,0.79,0.01,0.01,0.03,2
26249,0.02,0.46,0.19,0.04,0.02,2
26250,0.01,0.55,0.26,0.01,0.01,2
26251,0.03,0.46,0.03,0.06,0.03,2
26252,0.02,0.59,0.04,0.02,0.03,2
26253,0.01,0.44,0.28,0.02,0.03,2
26254,0.02,0.49,0.1,0.02,0.07,2
26255,0.01,0.64,0.14,0.01,0.03,2
26256,0.01,0.73,0.01,0.01,0.02,2
26257,0.03,0.49,0.02,0.02,0.05,2
26258,0.05,0.08,0.07,0.05,0.05,2
26259,0.03,0.28,0.03,0.03,0.16,2
26260,0.03,0.3,0.06,0.04,0.08,2
26261,0.02,0.31,0.36,0.02,0.02,6
26262,0.03,0.44,0.03,0.03,0.03,2
26263,0.01,0.73,0.03,0.02,0.01,2
26264,0.02,0.48,0.07,0.04,0.07,2
26265,0.05,0.11,0.05,0.05,0.05,2
26266,0.01,0.18,0.02,0.01,0.57,12
26267,0.03,0.41,0.03,0.03,0.06,2
26268,0.02,0.54,0.02,0.02,0.05,2
26269,0.03,0.39,0.14,0.04,0.03,2
26270,0.02,0.44,0.11,0.04,0.04,2
26271,0.04,0.16,0.12,0.04,0.04,2
26272,0.02,0.28,0.27,0.03,0.06,2
26273,0.02,0.52,0.02,0.02,0.03,2
26274,0.02,0.52,0.02,0.02,0.04,2
26275,0.02,0.56,0.02,0.03,0.02,2
26276,0.01,0.65,0.18,0.01,0.04,2
26277,0.01,0.69,0.02,0.05,0.02,2
26278,0.04,0.33,0.03,0.03,0.04,2
26279,0.0,0.5,0.42,0.0,0.0,2
26280,0.03,0.42,0.03,0.03,0.09,2
26281,0.02,0.64,0.02,0.02,0.02,2
26282,0.03,0.31,0.07,0.03,0.04,2
26283,0.02,0.58,0.02,0.02,0.03,2
26284,0.03,0.43,0.03,0.03,0.05,2
26285,0.01,0.69,0.01,0.01,0.06,2
26286,0.02,0.51,0.02,0.03,0.06,2
26287,0.01,0.65,0.02,0.01,0.09,2
26288,0.0,0.58,0.0,0.34,0.04,2
26289,0.04,0.25,0.04,0.06,0.04,2
26290,0.03,0.17,0.05,0.04,0.23,12
26291,0.02,0.51,0.05,0.03,0.02,2
26292,0.02,0.51,0.03,0.03,0.03,2
26293,0.01,0.63,0.01,0.01,0.14,2
26294,0.01,0.76,0.01,0.01,0.03,2
26295,0.0,0.82,0.08,0.01,0.01,2
26296,0.02,0.56,0.03,0.02,0.03,2
26297,0.01,0.72,0.01,0.01,0.05,2
26298,0.04,0.2,0.04,0.05,0.04,2
26299,0.04,0.22,0.04,0.08,0.08,2
26300,0.01,0.85,0.01,0.01,0.01,2
26301,0.04,0.27,0.06,0.04,0.04,2
26302,0.04,0.23,0.04,0.04,0.1,2
26303,0.02,0.55,0.02,0.02,0.02,2
26304,0.01,0.72,0.01,0.01,0.11,2
26305,0.02,0.51,0.08,0.02,0.02,2
26306,0.02,0.51,0.02,0.05,0.07,2
26307,0.04,0.27,0.04,0.04,0.04,2
26308,0.03,0.39,0.03,0.03,0.05,2
26309,0.01,0.19,0.01,0.01,0.61,12
26310,0.01,0.6,0.05,0.03,0.09,2
26311,0.02,0.56,0.13,0.02,0.02,2
26312,0.01,0.67,0.02,0.13,0.01,2
26313,0.03,0.41,0.03,0.03,0.09,2
26314,0.02,0.43,0.03,0.03,0.14,2
26315,0.02,0.53,0.03,0.03,0.02,2
26316,0.04,0.16,0.04,0.04,0.05,2
26317,0.02,0.66,0.02,0.02,0.04,2
26318,0.01,0.62,0.02,0.01,0.11,2
26319,0.02,0.39,0.08,0.23,0.05,2
26320,0.03,0.46,0.03,0.03,0.04,2
26321,0.03,0.49,0.03,0.03,0.03,2
26322,0.02,0.67,0.02,0.02,0.02,2
26323,0.01,0.79,0.01,0.01,0.01,2
26324,0.01,0.78,0.02,0.01,0.01,2
26325,0.02,0.62,0.02,0.02,0.04,2
26326,0.03,0.49,0.03,0.04,0.03,2
26327,0.02,0.36,0.02,0.02,0.26,2
26328,0.01,0.73,0.02,0.02,0.07,2
26329,0.02,0.65,0.02,0.02,0.03,2
26330,0.01,0.59,0.01,0.13,0.08,2
26331,0.01,0.43,0.35,0.01,0.02,2
26332,0.01,0.75,0.05,0.02,0.01,2
26333,0.01,0.71,0.03,0.02,0.06,2
26334,0.04,0.21,0.04,0.04,0.05,2
26335,0.04,0.33,0.03,0.03,0.03,2
26336,0.04,0.28,0.04,0.04,0.04,2
26337,0.02,0.61,0.04,0.02,0.02,2
26338,0.02,0.24,0.03,0.03,0.37,12
26339,0.04,0.26,0.04,0.04,0.04,2
26340,0.01,0.48,0.01,0.01,0.28,2
26341,0.04,0.26,0.03,0.04,0.1,2
26342,0.04,0.17,0.04,0.04,0.04,2
26343,0.02,0.59,0.02,0.02,0.1,2
26344,0.02,0.56,0.02,0.02,0.11,2
26345,0.04,0.23,0.04,0.04,0.04,2
26346,0.04,0.11,0.04,0.04,0.13,12
26347,0.01,0.42,0.48,0.01,0.01,6
26348,0.04,0.32,0.04,0.04,0.04,2
26349,0.02,0.64,0.02,0.02,0.04,2
26350,0.03,0.2,0.27,0.03,0.08,6
26351,0.02,0.43,0.02,0.02,0.21,2
26352,0.03,0.17,0.04,0.03,0.27,12
26353,0.01,0.45,0.01,0.01,0.29,2
26354,0.03,0.49,0.03,0.03,0.05,2
26355,0.04,0.3,0.04,0.04,0.04,2
26356,0.04,0.21,0.04,0.04,0.08,2
26357,0.03,0.51,0.03,0.03,0.03,2
26358,0.04,0.22,0.05,0.06,0.05,2
26359,0.02,0.55,0.02,0.03,0.03,2
26360,0.05,0.05,0.08,0.05,0.07,6
26361,0.01,0.63,0.04,0.07,0.01,2
26362,0.01,0.7,0.01,0.01,0.04,2
26363,0.05,0.05,0.05,0.06,0.05,8
26364,0.01,0.79,0.01,0.01,0.01,2
26365,0.01,0.75,0.02,0.01,0.06,2
26366,0.03,0.41,0.07,0.03,0.03,2
26367,0.02,0.69,0.02,0.02,0.02,2
26368,0.02,0.69,0.02,0.04,0.02,2
26369,0.02,0.68,0.02,0.02,0.04,2
26370,0.04,0.27,0.04,0.04,0.05,2
26371,0.03,0.33,0.03,0.03,0.06,2
26372,0.02,0.52,0.02,0.02,0.12,2
26373,0.05,0.09,0.05,0.05,0.04,2
26374,0.02,0.41,0.02,0.03,0.16,2
26375,0.02,0.49,0.02,0.02,0.09,2
26376,0.01,0.7,0.07,0.03,0.02,2
