Unnamed: 0,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18
30132,0.02,0.13,0.02,0.01,0.03,0.01,0.07,0.01,0.01,0.01,0.02,0.1,0.31,0.02,0.06,0.04,0.03,0.01,0.07
30133,0.24,0.22,0.02,0.01,0.01,0.01,0.07,0.02,0.01,0.04,0.01,0.01,0.21,0.01,0.02,0.02,0.02,0.01,0.02
30134,0.03,0.08,0.02,0.16,0.01,0.01,0.02,0.01,0.02,0.08,0.01,0.01,0.24,0.04,0.07,0.01,0.11,0.01,0.02
30135,0.03,0.08,0.03,0.03,0.03,0.03,0.05,0.06,0.03,0.03,0.03,0.04,0.24,0.04,0.06,0.03,0.04,0.03,0.07
30136,0.28,0.04,0.02,0.01,0.01,0.01,0.14,0.01,0.01,0.01,0.01,0.01,0.17,0.01,0.02,0.02,0.15,0.01,0.04
30137,0.02,0.07,0.02,0.02,0.02,0.02,0.15,0.02,0.02,0.09,0.02,0.02,0.37,0.03,0.02,0.02,0.03,0.03,0.02
30138,0.03,0.02,0.06,0.05,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.53,0.02,0.02,0.02,0.02,0.02,0.02
30139,0.04,0.24,0.05,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.05,0.3,0.02,0.01,0.08,0.02,0.01,0.06
30140,0.02,0.33,0.03,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.01,0.09,0.14,0.04,0.05,0.11,0.01,0.04
30141,0.03,0.15,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.04,0.03,0.06,0.07,0.04,0.19,0.04
30142,0.02,0.08,0.03,0.02,0.02,0.02,0.02,0.04,0.03,0.02,0.02,0.04,0.48,0.06,0.02,0.02,0.02,0.02,0.02
30143,0.03,0.18,0.02,0.03,0.02,0.02,0.09,0.02,0.02,0.02,0.02,0.02,0.25,0.02,0.08,0.02,0.05,0.02,0.03
30144,0.04,0.01,0.02,0.01,0.03,0.02,0.02,0.01,0.01,0.02,0.01,0.03,0.44,0.02,0.19,0.02,0.01,0.01,0.07
30145,0.4,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.05,0.03,0.03,0.03,0.04
30146,0.12,0.08,0.04,0.02,0.04,0.02,0.1,0.02,0.02,0.02,0.02,0.17,0.2,0.02,0.04,0.02,0.03,0.02,0.03
30147,0.02,0.19,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.32,0.02,0.05,0.02,0.12,0.02,0.04
30148,0.05,0.07,0.04,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.06,0.27,0.07,0.03,0.04,0.04,0.03,0.03
30149,0.06,0.18,0.02,0.03,0.02,0.02,0.03,0.04,0.02,0.04,0.02,0.02,0.32,0.02,0.02,0.02,0.03,0.02,0.05
30150,0.16,0.06,0.06,0.07,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.16,0.03,0.04,0.06,0.03,0.03,0.03
30151,0.01,0.01,0.02,0.02,0.01,0.04,0.02,0.01,0.01,0.01,0.02,0.1,0.51,0.01,0.15,0.01,0.01,0.01,0.01
30152,0.25,0.02,0.02,0.03,0.02,0.02,0.22,0.02,0.02,0.04,0.02,0.02,0.13,0.02,0.02,0.02,0.05,0.02,0.08
30153,0.02,0.2,0.01,0.06,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.34,0.05,0.05,0.03,0.05,0.03,0.02
30154,0.07,0.21,0.01,0.01,0.01,0.01,0.09,0.01,0.01,0.01,0.01,0.03,0.31,0.02,0.09,0.01,0.09,0.01,0.02
30155,0.03,0.05,0.02,0.03,0.02,0.02,0.1,0.02,0.02,0.03,0.05,0.03,0.31,0.03,0.09,0.02,0.03,0.02,0.06
30156,0.05,0.06,0.03,0.04,0.03,0.03,0.04,0.03,0.04,0.09,0.03,0.04,0.19,0.08,0.03,0.03,0.09,0.04,0.03
30157,0.11,0.15,0.04,0.07,0.01,0.01,0.01,0.01,0.01,0.02,0.0,0.05,0.32,0.08,0.03,0.01,0.02,0.01,0.06
30158,0.03,0.06,0.06,0.03,0.07,0.03,0.1,0.04,0.03,0.04,0.03,0.1,0.04,0.06,0.16,0.03,0.06,0.03,0.03
30159,0.13,0.18,0.03,0.02,0.03,0.03,0.06,0.03,0.03,0.02,0.03,0.03,0.03,0.02,0.09,0.06,0.02,0.02,0.14
30160,0.02,0.02,0.02,0.02,0.02,0.02,0.27,0.02,0.02,0.04,0.02,0.05,0.26,0.02,0.08,0.04,0.02,0.02,0.02
30161,0.04,0.03,0.03,0.05,0.03,0.03,0.09,0.03,0.03,0.03,0.03,0.03,0.27,0.03,0.06,0.03,0.03,0.03,0.1
30162,0.05,0.05,0.07,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.12,0.05,0.05,0.05,0.05
30163,0.02,0.27,0.04,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.08,0.18,0.02,0.1,0.06,0.02,0.02
30164,0.03,0.25,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.03,0.19,0.03,0.04,0.02,0.19,0.02,0.02
30165,0.02,0.02,0.04,0.02,0.01,0.01,0.31,0.03,0.02,0.01,0.01,0.1,0.03,0.05,0.01,0.06,0.22,0.01,0.01
30166,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1
30167,0.03,0.02,0.04,0.26,0.02,0.02,0.15,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.03,0.03,0.03,0.02,0.17
30168,0.04,0.12,0.11,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.17,0.04,0.04
30169,0.03,0.16,0.06,0.03,0.03,0.03,0.08,0.03,0.03,0.03,0.03,0.14,0.04,0.05,0.05,0.03,0.07,0.03,0.06
30170,0.03,0.03,0.07,0.27,0.07,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.11
30171,0.09,0.01,0.02,0.24,0.01,0.01,0.22,0.02,0.02,0.02,0.01,0.03,0.01,0.02,0.01,0.03,0.03,0.06,0.13
30172,0.05,0.04,0.05,0.11,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.05,0.04,0.16
30173,0.04,0.12,0.02,0.39,0.02,0.01,0.03,0.01,0.01,0.04,0.01,0.01,0.01,0.07,0.07,0.01,0.03,0.01,0.09
30174,0.03,0.02,0.07,0.22,0.02,0.02,0.07,0.02,0.02,0.02,0.04,0.02,0.02,0.04,0.02,0.02,0.26,0.02,0.06
30175,0.02,0.06,0.09,0.22,0.02,0.02,0.1,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.11,0.02,0.18,0.02,0.02
30176,0.08,0.03,0.13,0.03,0.03,0.03,0.05,0.06,0.03,0.09,0.03,0.08,0.03,0.03,0.05,0.03,0.06,0.03,0.09
30177,0.01,0.16,0.07,0.35,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.14,0.03,0.01,0.02,0.01,0.07
30178,0.03,0.02,0.06,0.04,0.02,0.02,0.09,0.02,0.02,0.06,0.02,0.03,0.02,0.03,0.03,0.03,0.39,0.02,0.07
30179,0.03,0.04,0.06,0.25,0.03,0.03,0.07,0.03,0.03,0.07,0.11,0.03,0.03,0.03,0.03,0.03,0.07,0.03,0.03
30180,0.02,0.12,0.03,0.41,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.09,0.03,0.02,0.03,0.02,0.02
30181,0.14,0.05,0.1,0.17,0.02,0.02,0.14,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.04,0.09,0.04,0.02,0.02
30182,0.14,0.03,0.03,0.03,0.03,0.04,0.05,0.03,0.03,0.11,0.03,0.05,0.04,0.03,0.03,0.03,0.08,0.03,0.13
30183,0.03,0.07,0.03,0.07,0.03,0.02,0.05,0.02,0.02,0.04,0.03,0.03,0.02,0.03,0.02,0.03,0.42,0.02,0.02
30184,0.12,0.02,0.04,0.08,0.02,0.05,0.06,0.02,0.02,0.08,0.03,0.02,0.02,0.13,0.02,0.03,0.17,0.05,0.02
30185,0.02,0.05,0.11,0.16,0.02,0.02,0.11,0.03,0.02,0.03,0.02,0.03,0.04,0.15,0.05,0.03,0.04,0.02,0.04
30186,0.02,0.08,0.03,0.12,0.01,0.01,0.1,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.08,0.01,0.38,0.01,0.03
30187,0.09,0.02,0.06,0.33,0.02,0.02,0.07,0.02,0.04,0.02,0.02,0.02,0.02,0.05,0.02,0.02,0.11,0.02,0.02
30188,0.06,0.03,0.06,0.17,0.05,0.05,0.03,0.03,0.03,0.04,0.03,0.06,0.03,0.06,0.09,0.03,0.06,0.03,0.09
30189,0.13,0.04,0.03,0.08,0.06,0.03,0.06,0.03,0.03,0.06,0.03,0.04,0.05,0.03,0.09,0.08,0.06,0.03,0.05
30190,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.14
30191,0.06,0.05,0.06,0.19,0.03,0.03,0.06,0.03,0.03,0.03,0.05,0.04,0.03,0.04,0.05,0.03,0.04,0.04,0.09
30192,0.02,0.04,0.06,0.02,0.03,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.05,0.08,0.02,0.42,0.02,0.06
30193,0.08,0.03,0.01,0.27,0.01,0.01,0.02,0.01,0.03,0.08,0.01,0.01,0.03,0.01,0.01,0.01,0.36,0.01,0.02
30194,0.04,0.06,0.01,0.11,0.01,0.02,0.15,0.01,0.02,0.01,0.01,0.1,0.06,0.02,0.04,0.01,0.28,0.01,0.02
30195,0.09,0.03,0.04,0.13,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.09,0.03,0.14,0.03,0.09
30196,0.06,0.12,0.03,0.11,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.13,0.03,0.09,0.06,0.04,0.05,0.03,0.03
30197,0.03,0.07,0.06,0.28,0.02,0.02,0.06,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0.16,0.02,0.03,0.02,0.06
30198,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.17,0.05,0.05,0.05,0.05,0.05
30199,0.02,0.03,0.02,0.18,0.02,0.02,0.05,0.02,0.11,0.02,0.02,0.21,0.03,0.03,0.02,0.07,0.09,0.02,0.02
30200,0.01,0.01,0.03,0.12,0.01,0.01,0.08,0.02,0.01,0.03,0.01,0.31,0.01,0.04,0.03,0.02,0.17,0.01,0.04
30201,0.1,0.03,0.08,0.11,0.03,0.03,0.04,0.03,0.03,0.06,0.03,0.04,0.03,0.03,0.03,0.03,0.24,0.03,0.03
30202,0.03,0.03,0.05,0.26,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.04,0.07,0.03,0.06,0.02,0.18,0.02,0.03
30203,0.04,0.04,0.02,0.14,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.08,0.06,0.21,0.02,0.15
30204,0.16,0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.05,0.05,0.05,0.04
30205,0.02,0.07,0.12,0.13,0.02,0.02,0.11,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.02,0.2,0.02,0.04
30206,0.12,0.02,0.05,0.23,0.02,0.02,0.02,0.05,0.06,0.02,0.03,0.03,0.12,0.02,0.03,0.02,0.04,0.02,0.06
30207,0.02,0.17,0.07,0.25,0.02,0.02,0.03,0.04,0.02,0.02,0.03,0.02,0.02,0.04,0.08,0.02,0.04,0.02,0.05
30208,0.05,0.03,0.03,0.22,0.03,0.03,0.09,0.03,0.03,0.05,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.12
30209,0.06,0.04,0.01,0.25,0.01,0.01,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.02,0.34,0.01,0.04
30210,0.03,0.07,0.05,0.22,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.08,0.03,0.04,0.09,0.03,0.09
30211,0.02,0.05,0.02,0.31,0.03,0.02,0.03,0.02,0.02,0.03,0.02,0.03,0.04,0.05,0.1,0.04,0.12,0.02,0.03
30212,0.01,0.24,0.01,0.27,0.01,0.01,0.07,0.01,0.01,0.01,0.01,0.01,0.01,0.15,0.01,0.01,0.16,0.01,0.01
30213,0.03,0.02,0.02,0.34,0.02,0.01,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.02,0.01,0.25,0.01,0.14
30214,0.08,0.04,0.01,0.34,0.0,0.0,0.04,0.01,0.0,0.04,0.0,0.02,0.0,0.02,0.0,0.01,0.36,0.02,0.0
30215,0.04,0.05,0.08,0.04,0.04,0.04,0.05,0.04,0.05,0.07,0.04,0.04,0.04,0.05,0.04,0.04,0.12,0.04,0.12
30216,0.04,0.05,0.04,0.13,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.1,0.04,0.06,0.04,0.04
30217,0.07,0.03,0.02,0.12,0.02,0.02,0.05,0.06,0.02,0.1,0.02,0.03,0.03,0.09,0.06,0.02,0.17,0.03,0.04
30218,0.06,0.06,0.02,0.26,0.02,0.02,0.08,0.02,0.02,0.02,0.07,0.02,0.02,0.04,0.02,0.02,0.15,0.02,0.1
30219,0.07,0.07,0.03,0.03,0.02,0.02,0.12,0.02,0.02,0.02,0.03,0.03,0.07,0.03,0.13,0.02,0.22,0.02,0.03
30220,0.04,0.04,0.06,0.21,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04
30221,0.07,0.02,0.04,0.09,0.02,0.02,0.13,0.04,0.02,0.04,0.02,0.06,0.03,0.02,0.02,0.03,0.29,0.02,0.02
30222,0.29,0.04,0.02,0.1,0.01,0.01,0.12,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.2,0.01,0.1
30223,0.03,0.02,0.04,0.27,0.02,0.05,0.05,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.03,0.02,0.27,0.02,0.02
30224,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.29,0.04,0.04
30225,0.03,0.04,0.08,0.24,0.03,0.03,0.11,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.06,0.03,0.07,0.03,0.04
30226,0.04,0.03,0.17,0.26,0.03,0.06,0.06,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
30227,0.13,0.04,0.04,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.04,0.1
30228,0.04,0.04,0.04,0.13,0.04,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.11
30229,0.04,0.04,0.04,0.21,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.05
30230,0.03,0.04,0.03,0.05,0.07,0.03,0.09,0.04,0.03,0.03,0.03,0.04,0.04,0.1,0.15,0.03,0.06,0.03,0.08
30231,0.06,0.04,0.04,0.18,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.07,0.04,0.11
30232,0.05,0.06,0.02,0.11,0.0,0.0,0.1,0.03,0.0,0.01,0.01,0.01,0.01,0.04,0.06,0.03,0.45,0.01,0.0
30233,0.03,0.18,0.03,0.07,0.01,0.06,0.25,0.02,0.06,0.01,0.03,0.02,0.02,0.01,0.03,0.02,0.07,0.02,0.05
30234,0.11,0.05,0.05,0.19,0.03,0.01,0.14,0.01,0.01,0.02,0.01,0.04,0.01,0.07,0.01,0.01,0.16,0.01,0.04
30235,0.05,0.04,0.04,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.1,0.03,0.04,0.28,0.03,0.1
30236,0.03,0.03,0.04,0.38,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.1,0.02,0.03,0.02,0.11
30237,0.03,0.02,0.04,0.16,0.03,0.04,0.03,0.02,0.03,0.02,0.02,0.1,0.03,0.03,0.02,0.03,0.17,0.02,0.16
30238,0.03,0.06,0.02,0.32,0.02,0.02,0.08,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.19,0.03,0.03,0.02,0.02
30239,0.23,0.03,0.04,0.08,0.1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.05,0.03,0.04
30240,0.05,0.05,0.13,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
30241,0.1,0.03,0.1,0.11,0.02,0.02,0.03,0.02,0.05,0.02,0.02,0.03,0.08,0.03,0.02,0.02,0.17,0.02,0.11
30242,0.07,0.07,0.04,0.02,0.02,0.04,0.19,0.02,0.02,0.06,0.02,0.02,0.02,0.04,0.2,0.05,0.06,0.02,0.04
30243,0.04,0.05,0.03,0.18,0.06,0.04,0.03,0.04,0.04,0.04,0.04,0.03,0.05,0.08,0.04,0.04,0.12,0.04,0.04
30244,0.02,0.02,0.02,0.05,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.18,0.05,0.03,0.07,0.01,0.36,0.01,0.06
30245,0.06,0.04,0.09,0.13,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.05,0.04,0.09,0.04,0.04,0.05,0.04,0.04
30246,0.07,0.04,0.04,0.17,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05,0.07,0.04,0.08,0.04,0.04,0.08
30247,0.04,0.04,0.03,0.23,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.2,0.03,0.03,0.04,0.03,0.03
30248,0.09,0.04,0.05,0.13,0.03,0.05,0.13,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.07,0.04,0.05,0.03,0.04
30249,0.07,0.03,0.05,0.05,0.02,0.02,0.12,0.03,0.02,0.03,0.02,0.04,0.06,0.05,0.02,0.03,0.27,0.03,0.03
30250,0.06,0.03,0.03,0.28,0.03,0.04,0.04,0.03,0.03,0.1,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.08
30251,0.02,0.05,0.04,0.26,0.02,0.02,0.06,0.02,0.02,0.02,0.02,0.03,0.02,0.16,0.04,0.02,0.1,0.02,0.07
30252,0.04,0.04,0.07,0.13,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.09,0.09
30253,0.19,0.03,0.03,0.07,0.03,0.03,0.04,0.03,0.03,0.03,0.04,0.21,0.03,0.03,0.05,0.04,0.03,0.03,0.04
30254,0.02,0.13,0.06,0.09,0.03,0.02,0.06,0.01,0.01,0.03,0.01,0.01,0.01,0.02,0.06,0.01,0.39,0.01,0.03
30255,0.07,0.19,0.07,0.1,0.02,0.02,0.03,0.04,0.02,0.02,0.02,0.02,0.02,0.04,0.06,0.02,0.16,0.02,0.05
30256,0.03,0.03,0.02,0.24,0.02,0.03,0.16,0.02,0.02,0.07,0.05,0.03,0.03,0.03,0.08,0.06,0.03,0.03,0.03
30257,0.05,0.3,0.12,0.07,0.02,0.02,0.04,0.03,0.02,0.02,0.02,0.03,0.02,0.08,0.03,0.02,0.07,0.02,0.03
30258,0.05,0.04,0.04,0.14,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.08,0.05,0.05,0.05
30259,0.06,0.04,0.05,0.03,0.04,0.03,0.05,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.41,0.02,0.06
30260,0.14,0.13,0.04,0.17,0.01,0.01,0.09,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.03,0.07,0.18,0.02,0.02
30261,0.04,0.04,0.04,0.19,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.08,0.04,0.04,0.04,0.04
30262,0.02,0.09,0.01,0.22,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0.04,0.01,0.02,0.04,0.01,0.4,0.01,0.04
30263,0.04,0.04,0.04,0.26,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04
30264,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.17
30265,0.06,0.01,0.02,0.13,0.01,0.01,0.2,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.01,0.44,0.01,0.02
30266,0.03,0.19,0.05,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.05,0.07,0.03,0.03,0.04,0.05,0.17,0.03,0.03
30267,0.05,0.04,0.07,0.04,0.04,0.04,0.07,0.03,0.03,0.04,0.03,0.05,0.04,0.04,0.04,0.03,0.27,0.04,0.03
30268,0.04,0.04,0.05,0.13,0.04,0.04,0.05,0.04,0.04,0.05,0.04,0.06,0.04,0.04,0.09,0.04,0.12,0.04,0.04
30269,0.02,0.38,0.02,0.16,0.02,0.05,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.08,0.02,0.05,0.02,0.02
30270,0.07,0.08,0.04,0.15,0.0,0.0,0.08,0.1,0.0,0.01,0.0,0.07,0.01,0.02,0.0,0.02,0.27,0.01,0.03
30271,0.16,0.04,0.12,0.07,0.03,0.01,0.03,0.01,0.02,0.03,0.01,0.02,0.02,0.01,0.08,0.04,0.27,0.02,0.01
30272,0.02,0.02,0.04,0.41,0.08,0.02,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.09
30273,0.04,0.04,0.04,0.13,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.16
30274,0.01,0.03,0.01,0.31,0.03,0.02,0.23,0.02,0.02,0.02,0.02,0.02,0.04,0.01,0.04,0.12,0.03,0.02,0.01
30275,0.01,0.06,0.02,0.26,0.03,0.01,0.13,0.02,0.01,0.02,0.01,0.01,0.01,0.03,0.01,0.02,0.28,0.03,0.02
30276,0.05,0.05,0.1,0.25,0.01,0.01,0.22,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.04,0.13,0.01,0.01
30277,0.12,0.03,0.02,0.33,0.03,0.05,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.09,0.02,0.05,0.03,0.02
30278,0.06,0.04,0.04,0.23,0.03,0.03,0.1,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.04,0.03,0.06
30279,0.2,0.02,0.04,0.09,0.01,0.02,0.09,0.02,0.02,0.04,0.01,0.02,0.01,0.08,0.07,0.03,0.2,0.02,0.02
30280,0.02,0.02,0.02,0.25,0.02,0.02,0.26,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.03,0.04,0.02,0.13
30281,0.04,0.03,0.03,0.36,0.03,0.03,0.09,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03
30282,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.1
30283,0.04,0.12,0.05,0.04,0.04,0.05,0.05,0.05,0.05,0.04,0.04,0.05,0.04,0.04,0.09,0.04,0.07,0.04,0.04
30284,0.1,0.03,0.11,0.27,0.02,0.02,0.03,0.02,0.02,0.06,0.05,0.02,0.06,0.02,0.07,0.02,0.04,0.02,0.02
30285,0.04,0.04,0.06,0.17,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.12
30286,0.04,0.1,0.04,0.14,0.03,0.03,0.03,0.03,0.03,0.06,0.02,0.07,0.08,0.03,0.16,0.03,0.03,0.03,0.03
30287,0.03,0.03,0.02,0.11,0.09,0.02,0.03,0.02,0.02,0.04,0.02,0.03,0.04,0.02,0.03,0.06,0.32,0.02,0.06
30288,0.08,0.04,0.02,0.22,0.02,0.02,0.11,0.02,0.07,0.03,0.02,0.02,0.02,0.02,0.05,0.02,0.18,0.02,0.04
30289,0.02,0.02,0.02,0.23,0.02,0.01,0.12,0.01,0.01,0.01,0.03,0.06,0.01,0.05,0.01,0.01,0.19,0.06,0.09
30290,0.02,0.03,0.05,0.28,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.06,0.02,0.27,0.02,0.05
30291,0.24,0.06,0.05,0.08,0.01,0.02,0.15,0.01,0.01,0.02,0.01,0.02,0.02,0.07,0.01,0.02,0.12,0.01,0.04
30292,0.01,0.08,0.01,0.18,0.01,0.01,0.07,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.42,0.01,0.08
30293,0.06,0.04,0.04,0.03,0.03,0.04,0.04,0.05,0.04,0.03,0.03,0.13,0.03,0.04,0.03,0.03,0.16,0.03,0.12
30294,0.08,0.04,0.02,0.27,0.04,0.04,0.02,0.02,0.02,0.04,0.02,0.02,0.04,0.06,0.02,0.02,0.21,0.02,0.03
30295,0.04,0.03,0.03,0.29,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.04,0.04,0.11,0.03,0.03,0.04,0.03,0.04
30296,0.07,0.06,0.03,0.07,0.01,0.01,0.02,0.03,0.01,0.02,0.01,0.02,0.04,0.1,0.02,0.01,0.39,0.01,0.04
30297,0.04,0.03,0.03,0.23,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.03,0.11,0.03,0.07
30298,0.25,0.07,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.1,0.03,0.07,0.02,0.03,0.05,0.07,0.05,0.02,0.08
30299,0.04,0.04,0.07,0.16,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.05
30300,0.02,0.09,0.02,0.07,0.03,0.02,0.14,0.02,0.02,0.02,0.01,0.02,0.03,0.02,0.01,0.1,0.25,0.02,0.1
30301,0.04,0.04,0.08,0.23,0.04,0.04,0.09,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.04
30302,0.05,0.03,0.04,0.37,0.02,0.02,0.15,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.03,0.02,0.04,0.02,0.02
30303,0.05,0.04,0.04,0.13,0.04,0.04,0.04,0.04,0.05,0.04,0.05,0.06,0.04,0.04,0.04,0.04,0.07,0.07,0.04
30304,0.04,0.03,0.04,0.15,0.01,0.02,0.05,0.01,0.01,0.01,0.04,0.03,0.01,0.05,0.01,0.01,0.42,0.01,0.05
30305,0.04,0.04,0.04,0.17,0.07,0.04,0.08,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.04
30306,0.04,0.17,0.02,0.23,0.03,0.03,0.06,0.03,0.03,0.03,0.05,0.04,0.03,0.03,0.04,0.07,0.03,0.03,0.03
