num_topics_Total,alpha,beta,topicoAct,words
20,"[0.10273224 0.05361218 0.09053366 0.09462503 0.06857132 0.02003679
 0.04781236 0.15073308 0.17555946 0.06026846 0.13706835 0.04652654
 0.0576692  0.05553776 0.05790883 0.0862933  0.11974277 0.10117981
 0.08496854 0.03668151]",[0.04201787 0.14045925 0.08141071 ... 0.04201772 0.04201771 0.0420177 ],8,"(8, '0.133*""tax"" + 0.059*""turbo"" + 0.042*""year"" + 0.040*""use"" + 0.031*""softwar"" + 0.027*""r"" + 0.023*""block"" + 0.016*""back"" + 0.016*""go"" + 0.012*""tri""')"
20,"[0.10273224 0.05361218 0.09053366 0.09462503 0.06857132 0.02003679
 0.04781236 0.15073308 0.17555946 0.06026846 0.13706835 0.04652654
 0.0576692  0.05553776 0.05790883 0.0862933  0.11974277 0.10117981
 0.08496854 0.03668151]",[0.04201787 0.14045925 0.08141071 ... 0.04201772 0.04201771 0.0420177 ],9,"(9, '0.101*""busi"" + 0.038*""window"" + 0.028*""block"" + 0.024*""premium"" + 0.024*""version"" + 0.023*""r"" + 0.022*""instal"" + 0.019*""program"" + 0.018*""home"" + 0.017*""work""')"
20,"[0.10273224 0.05361218 0.09053366 0.09462503 0.06857132 0.02003679
 0.04781236 0.15073308 0.17555946 0.06026846 0.13706835 0.04652654
 0.0576692  0.05553776 0.05790883 0.0862933  0.11974277 0.10117981
 0.08496854 0.03668151]",[0.04201787 0.14045925 0.08141071 ... 0.04201772 0.04201771 0.0420177 ],10,"(10, '0.057*""turbotax"" + 0.038*""year"" + 0.024*""use"" + 0.016*""get"" + 0.014*""like"" + 0.012*""tt"" + 0.011*""much"" + 0.010*""review"" + 0.010*""price"" + 0.009*""time""')"
20,"[0.10273224 0.05361218 0.09053366 0.09462503 0.06857132 0.02003679
 0.04781236 0.15073308 0.17555946 0.06026846 0.13706835 0.04652654
 0.0576692  0.05553776 0.05790883 0.0862933  0.11974277 0.10117981
 0.08496854 0.03668151]",[0.04201787 0.14045925 0.08141071 ... 0.04201772 0.04201771 0.0420177 ],11,"(11, '0.066*""user"" + 0.046*""friend"" + 0.046*""product"" + 0.041*""softwar"" + 0.029*""taxcut"" + 0.020*""use"" + 0.018*""trade"" + 0.017*""edit"" + 0.016*""recommend"" + 0.015*""proper""')"
20,"[0.10273224 0.05361218 0.09053366 0.09462503 0.06857132 0.02003679
 0.04781236 0.15073308 0.17555946 0.06026846 0.13706835 0.04652654
 0.0576692  0.05553776 0.05790883 0.0862933  0.11974277 0.10117981
 0.08496854 0.03668151]",[0.04201787 0.14045925 0.08141071 ... 0.04201772 0.04201771 0.0420177 ],12,"(12, '0.033*""block"" + 0.029*""r"" + 0.027*""program"" + 0.024*""credit"" + 0.024*""tax"" + 0.019*""employ"" + 0.018*""file"" + 0.018*""insur"" + 0.018*""return"" + 0.017*""self""')"
20,"[0.10273224 0.05361218 0.09053366 0.09462503 0.06857132 0.02003679
 0.04781236 0.15073308 0.17555946 0.06026846 0.13706835 0.04652654
 0.0576692  0.05553776 0.05790883 0.0862933  0.11974277 0.10117981
 0.08496854 0.03668151]",[0.04201787 0.14045925 0.08141071 ... 0.04201772 0.04201771 0.0420177 ],13,"(13, '0.135*""updat"" + 0.035*""program"" + 0.029*""file"" + 0.019*""error"" + 0.016*""fix"" + 0.016*""say"" + 0.015*""open"" + 0.014*""bug"" + 0.012*""softwar"" + 0.011*""avail""')"
20,"[0.10273224 0.05361218 0.09053366 0.09462503 0.06857132 0.02003679
 0.04781236 0.15073308 0.17555946 0.06026846 0.13706835 0.04652654
 0.0576692  0.05553776 0.05790883 0.0862933  0.11974277 0.10117981
 0.08496854 0.03668151]",[0.04201787 0.14045925 0.08141071 ... 0.04201772 0.04201771 0.0420177 ],14,"(14, '0.070*""version"" + 0.055*""download"" + 0.042*""purchas"" + 0.032*""product"" + 0.030*""amazon"" + 0.027*""softwar"" + 0.023*""delux"" + 0.022*""r"" + 0.021*""buy"" + 0.020*""block""')"
20,"[0.10273224 0.05361218 0.09053366 0.09462503 0.06857132 0.02003679
 0.04781236 0.15073308 0.17555946 0.06026846 0.13706835 0.04652654
 0.0576692  0.05553776 0.05790883 0.0862933  0.11974277 0.10117981
 0.08496854 0.03668151]",[0.04201787 0.14045925 0.08141071 ... 0.04201772 0.04201771 0.0420177 ],15,"(15, '0.082*""import"" + 0.058*""year"" + 0.047*""data"" + 0.031*""r"" + 0.030*""turbotax"" + 0.029*""block"" + 0.028*""last"" + 0.023*""inform"" + 0.023*""onlin"" + 0.022*""use""')"
20,"[0.10273224 0.05361218 0.09053366 0.09462503 0.06857132 0.02003679
 0.04781236 0.15073308 0.17555946 0.06026846 0.13706835 0.04652654
 0.0576692  0.05553776 0.05790883 0.0862933  0.11974277 0.10117981
 0.08496854 0.03668151]",[0.04201787 0.14045925 0.08141071 ... 0.04201772 0.04201771 0.0420177 ],16,"(16, '0.087*""return"" + 0.061*""file"" + 0.050*""state"" + 0.037*""softwar"" + 0.023*""tax"" + 0.020*""feder"" + 0.017*""form"" + 0.017*""year"" + 0.016*""use"" + 0.014*""efil""')"
20,"[0.10273224 0.05361218 0.09053366 0.09462503 0.06857132 0.02003679
 0.04781236 0.15073308 0.17555946 0.06026846 0.13706835 0.04652654
 0.0576692  0.05553776 0.05790883 0.0862933  0.11974277 0.10117981
 0.08496854 0.03668151]",[0.04201787 0.14045925 0.08141071 ... 0.04201772 0.04201771 0.0420177 ],17,"(17, '0.053*""instal"" + 0.031*""updat"" + 0.030*""program"" + 0.029*""download"" + 0.024*""softwar"" + 0.024*""tri"" + 0.021*""work"" + 0.016*""get"" + 0.016*""problem"" + 0.016*""use""')"
20,"[0.10273224 0.05361218 0.09053366 0.09462503 0.06857132 0.02003679
 0.04781236 0.15073308 0.17555946 0.06026846 0.13706835 0.04652654
 0.0576692  0.05553776 0.05790883 0.0862933  0.11974277 0.10117981
 0.08496854 0.03668151]",[0.04201787 0.14045925 0.08141071 ... 0.04201772 0.04201771 0.0420177 ],18,"(18, '0.058*""form"" + 0.023*""return"" + 0.021*""print"" + 0.012*""schedul"" + 0.012*""fill"" + 0.011*""file"" + 0.010*""page"" + 0.010*""program"" + 0.009*""enter"" + 0.009*""go""')"
20,"[0.10273224 0.05361218 0.09053366 0.09462503 0.06857132 0.02003679
 0.04781236 0.15073308 0.17555946 0.06026846 0.13706835 0.04652654
 0.0576692  0.05553776 0.05790883 0.0862933  0.11974277 0.10117981
 0.08496854 0.03668151]",[0.04201787 0.14045925 0.08141071 ... 0.04201772 0.04201771 0.0420177 ],19,"(19, '0.078*""account"" + 0.049*""stock"" + 0.029*""transact"" + 0.028*""invest"" + 0.027*""gain"" + 0.026*""sale"" + 0.021*""capit"" + 0.020*""program"" + 0.016*""broker"" + 0.016*""w2""')"
25,"[0.08858605 0.04121506 0.06532961 0.08005907 0.04608497 0.02051957
 0.02906478 0.06008827 0.14220373 0.04681863 0.08448397 0.04306388
 0.04522439 0.06582845 0.03539768 0.05475295 0.10327962 0.09593544
 0.07826205 0.04411465 0.15533914 0.05033257 0.06850491 0.12858075
 0.10559338]",[0.03598439 0.08543833 0.06918505 ... 0.03471066 0.03471066 0.03471066],0,"(0, '0.085*""form"" + 0.023*""ir"" + 0.022*""fill"" + 0.022*""softwar"" + 0.022*""tax"" + 0.015*""interview"" + 0.014*""program"" + 0.014*""help"" + 0.013*""need"" + 0.011*""question""')"
25,"[0.08858605 0.04121506 0.06532961 0.08005907 0.04608497 0.02051957
 0.02906478 0.06008827 0.14220373 0.04681863 0.08448397 0.04306388
 0.04522439 0.06582845 0.03539768 0.05475295 0.10327962 0.09593544
 0.07826205 0.04411465 0.15533914 0.05033257 0.06850491 0.12858075
 0.10559338]",[0.03598439 0.08543833 0.06918505 ... 0.03471066 0.03471066 0.03471066],1,"(1, '0.119*""softwar"" + 0.021*""follow"" + 0.018*""block"" + 0.016*""tax"" + 0.016*""prepar"" + 0.016*""level"" + 0.014*""r"" + 0.013*""cannot"" + 0.012*""even"" + 0.012*""ever""')"
25,"[0.08858605 0.04121506 0.06532961 0.08005907 0.04608497 0.02051957
 0.02906478 0.06008827 0.14220373 0.04681863 0.08448397 0.04306388
 0.04522439 0.06582845 0.03539768 0.05475295 0.10327962 0.09593544
 0.07826205 0.04411465 0.15533914 0.05033257 0.06850491 0.12858075
 0.10559338]",[0.03598439 0.08543833 0.06918505 ... 0.03471066 0.03471066 0.03471066],2,"(2, '0.032*""deduct"" + 0.022*""tax"" + 0.017*""program"" + 0.016*""enter"" + 0.015*""taxcut"" + 0.013*""year"" + 0.013*""agent"" + 0.012*""item"" + 0.011*""worksheet"" + 0.011*""calcul""')"
25,"[0.08858605 0.04121506 0.06532961 0.08005907 0.04608497 0.02051957
 0.02906478 0.06008827 0.14220373 0.04681863 0.08448397 0.04306388
 0.04522439 0.06582845 0.03539768 0.05475295 0.10327962 0.09593544
 0.07826205 0.04411465 0.15533914 0.05033257 0.06850491 0.12858075
 0.10559338]",[0.03598439 0.08543833 0.06918505 ... 0.03471066 0.03471066 0.03471066],3,"(3, '0.203*""year"" + 0.090*""last"" + 0.072*""use"" + 0.045*""onlin"" + 0.043*""version"" + 0.040*""tax"" + 0.030*""import"" + 0.024*""previous"" + 0.023*""return"" + 0.023*""softwar""')"
25,"[0.08858605 0.04121506 0.06532961 0.08005907 0.04608497 0.02051957
 0.02906478 0.06008827 0.14220373 0.04681863 0.08448397 0.04306388
 0.04522439 0.06582845 0.03539768 0.05475295 0.10327962 0.09593544
 0.07826205 0.04411465 0.15533914 0.05033257 0.06850491 0.12858075
 0.10559338]",[0.03598439 0.08543833 0.06918505 ... 0.03471066 0.03471066 0.03471066],4,"(4, '0.038*""amazon"" + 0.033*""softwar"" + 0.025*""refund"" + 0.015*""make"" + 0.013*""digit"" + 0.012*""purchas"" + 0.011*""like"" + 0.011*""fault"" + 0.011*""case"" + 0.011*""secur""')"
25,"[0.08858605 0.04121506 0.06532961 0.08005907 0.04608497 0.02051957
 0.02906478 0.06008827 0.14220373 0.04681863 0.08448397 0.04306388
 0.04522439 0.06582845 0.03539768 0.05475295 0.10327962 0.09593544
 0.07826205 0.04411465 0.15533914 0.05033257 0.06850491 0.12858075
 0.10559338]",[0.03598439 0.08543833 0.06918505 ... 0.03471066 0.03471066 0.03471066],5,"(5, '0.088*""bank"" + 0.060*""pain"" + 0.055*""min"" + 0.047*""div"" + 0.045*""excess"" + 0.041*""prep"" + 0.030*""rout"" + 0.030*""input"" + 0.028*""unbeliev"" + 0.027*""kick""')"
25,"[0.08858605 0.04121506 0.06532961 0.08005907 0.04608497 0.02051957
 0.02906478 0.06008827 0.14220373 0.04681863 0.08448397 0.04306388
 0.04522439 0.06582845 0.03539768 0.05475295 0.10327962 0.09593544
 0.07826205 0.04411465 0.15533914 0.05033257 0.06850491 0.12858075
 0.10559338]",[0.03598439 0.08543833 0.06918505 ... 0.03471066 0.03471066 0.03471066],6,"(6, '0.070*""financi"" + 0.055*""institut"" + 0.038*""disc"" + 0.028*""brokerag"" + 0.023*""regist"" + 0.020*""inform"" + 0.019*""famili"" + 0.019*""enter"" + 0.018*""pa"" + 0.015*""miss""')"
