num_topics_Total,alpha,beta,topicoAct,words
15,"[0.0459418  0.0198016  0.06199766 0.08461872 0.05666874 0.03604628
 0.07323527 0.04230683 0.14373577 0.0273778  0.07068077 0.03076424
 0.04771129 0.02706571 0.03075338]",[0.06796453 1.5472876  0.41877276 ... 0.05730578 0.05721148 0.05720757],13,"(13, '0.043*""quot"" + 0.019*""pokemon"" + 0.018*""fish"" + 0.018*""town"" + 0.017*""step"" + 0.016*""anim"" + 0.015*""name"" + 0.013*""hous"" + 0.013*""new"" + 0.011*""nintendo""')"
15,"[0.0459418  0.0198016  0.06199766 0.08461872 0.05666874 0.03604628
 0.07323527 0.04230683 0.14373577 0.0273778  0.07068077 0.03076424
 0.04771129 0.02706571 0.03075338]",[0.06796453 1.5472876  0.41877276 ... 0.05730578 0.05721148 0.05720757],14,"(14, '0.069*""zelda"" + 0.018*""link"" + 0.015*""nintendo"" + 0.012*""titl"" + 0.012*""aonuma"" + 0.011*""good"" + 0.009*""legend"" + 0.008*""past"" + 0.008*""releas"" + 0.008*""like""')"
20,"[0.04169342 0.0201201  0.05904782 0.07355173 0.06875924 0.03195133
 0.0737197  0.04741773 0.13210514 0.02898577 0.04386561 0.0308088
 0.03676013 0.02538657 0.02375523 0.02370717 0.03221769 0.01926167
 0.0359773  0.01934526]",[0.05199907 0.3057423  0.13606785 ... 0.04456256 0.04456177 0.04456174],0,"(0, '0.025*""button"" + 0.014*""press"" + 0.012*""use"" + 0.012*""control"" + 0.009*""play"" + 0.009*""like"" + 0.007*""even"" + 0.007*""one"" + 0.007*""time"" + 0.006*""mani""')"
20,"[0.04169342 0.0201201  0.05904782 0.07355173 0.06875924 0.03195133
 0.0737197  0.04741773 0.13210514 0.02898577 0.04386561 0.0308088
 0.03676013 0.02538657 0.02375523 0.02370717 0.03221769 0.01926167
 0.0359773  0.01934526]",[0.05199907 0.3057423  0.13606785 ... 0.04456256 0.04456177 0.04456174],1,"(1, '0.050*""card"" + 0.032*""save"" + 0.024*""gamecub"" + 0.020*""memori"" + 0.019*""corrupt"" + 0.015*""block"" + 0.011*""bore"" + 0.011*""pictur"" + 0.009*""play"" + 0.009*""3d""')"
20,"[0.04169342 0.0201201  0.05904782 0.07355173 0.06875924 0.03195133
 0.0737197  0.04741773 0.13210514 0.02898577 0.04386561 0.0308088
 0.03676013 0.02538657 0.02375523 0.02370717 0.03221769 0.01926167
 0.0359773  0.01934526]",[0.05199907 0.3057423  0.13606785 ... 0.04456256 0.04456177 0.04456174],2,"(2, '0.058*""wii"" + 0.042*""play"" + 0.020*""nintendo"" + 0.015*""fun"" + 0.014*""like"" + 0.009*""sport"" + 0.009*""tenni"" + 0.009*""remot"" + 0.008*""would"" + 0.008*""star""')"
20,"[0.04169342 0.0201201  0.05904782 0.07355173 0.06875924 0.03195133
 0.0737197  0.04741773 0.13210514 0.02898577 0.04386561 0.0308088
 0.03676013 0.02538657 0.02375523 0.02370717 0.03221769 0.01926167
 0.0359773  0.01934526]",[0.05199907 0.3057423  0.13606785 ... 0.04456256 0.04456177 0.04456174],3,"(3, '0.066*""mario"" + 0.024*""super"" + 0.017*""level"" + 0.016*""nintendo"" + 0.011*""new"" + 0.010*""bros"" + 0.009*""world"" + 0.009*""one"" + 0.009*""like"" + 0.008*""player""')"
20,"[0.04169342 0.0201201  0.05904782 0.07355173 0.06875924 0.03195133
 0.0737197  0.04741773 0.13210514 0.02898577 0.04386561 0.0308088
 0.03676013 0.02538657 0.02375523 0.02370717 0.03221769 0.01926167
 0.0359773  0.01934526]",[0.05199907 0.3057423  0.13606785 ... 0.04456256 0.04456177 0.04456174],4,"(4, '0.015*""get"" + 0.012*""dungeon"" + 0.010*""like"" + 0.010*""sword"" + 0.009*""time"" + 0.009*""one"" + 0.008*""zelda"" + 0.008*""play"" + 0.007*""make"" + 0.007*""even""')"
20,"[0.04169342 0.0201201  0.05904782 0.07355173 0.06875924 0.03195133
 0.0737197  0.04741773 0.13210514 0.02898577 0.04386561 0.0308088
 0.03676013 0.02538657 0.02375523 0.02370717 0.03221769 0.01926167
 0.0359773  0.01934526]",[0.05199907 0.3057423  0.13606785 ... 0.04456256 0.04456177 0.04456174],5,"(5, '0.021*""graphic"" + 0.014*""control"" + 0.012*""gamecub"" + 0.012*""bad"" + 0.012*""version"" + 0.012*""better"" + 0.009*""play"" + 0.008*""kombat"" + 0.008*""would"" + 0.008*""snes""')"
20,"[0.04169342 0.0201201  0.05904782 0.07355173 0.06875924 0.03195133
 0.0737197  0.04741773 0.13210514 0.02898577 0.04386561 0.0308088
 0.03676013 0.02538657 0.02375523 0.02370717 0.03221769 0.01926167
 0.0359773  0.01934526]",[0.05199907 0.3057423  0.13606785 ... 0.04456256 0.04456177 0.04456174],6,"(6, '0.021*""like"" + 0.013*""get"" + 0.011*""time"" + 0.011*""would"" + 0.011*""graphic"" + 0.010*""one"" + 0.009*""puzzl"" + 0.009*""even"" + 0.009*""think"" + 0.009*""play""')"
20,"[0.04169342 0.0201201  0.05904782 0.07355173 0.06875924 0.03195133
 0.0737197  0.04741773 0.13210514 0.02898577 0.04386561 0.0308088
 0.03676013 0.02538657 0.02375523 0.02370717 0.03221769 0.01926167
 0.0359773  0.01934526]",[0.05199907 0.3057423  0.13606785 ... 0.04456256 0.04456177 0.04456174],7,"(7, '0.022*""one"" + 0.017*""bad"" + 0.015*""play"" + 0.011*""like"" + 0.011*""control"" + 0.010*""graphic"" + 0.009*""realli"" + 0.008*""fun"" + 0.008*""call"" + 0.008*""stori""')"
